"","Uniprot_ID","GO_Terms","eggNOG"
"517","B1MH60","integral component of membrane [GO:0016021]",NA
"518","B1MAL8","bacterial-type RNA polymerase core enzyme binding [GO:0001000]; positive regulation of transcription, DNA-templated [GO:0045893]",NA
"519","B1MNM8","ATP binding [GO:0005524]",NA
"520","B1MFX3","peptidase activity [GO:0008233]",NA
"521","B1MH95",NA,NA
"522","B1MBF4","DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",NA
"523","B1MDM8","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",NA
"524","B1MKX5","hydrolase activity [GO:0016787]",NA
"525","B1MB32","GTP binding [GO:0005525]; ribosome biogenesis [GO:0042254]",NA
"526","B1MG00","1,4-alpha-oligoglucan phosphorylase activity [GO:0004645]; pyrimidine-nucleoside phosphorylase activity [GO:0016154]; pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside metabolic process [GO:0006213]",NA
"527","B1MCT6","peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]",NA
"528","B1MNT9",NA,NA
"529","B1MIY2",NA,NA
"530","B1MLZ8","ligase activity [GO:0016874]; lipid biosynthetic process [GO:0008610]",NA
"531","B1MFV9","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]",NA
"532","B1ME75","integral component of membrane [GO:0016021]; protein serine/threonine phosphatase activity [GO:0004722]",NA
"533","B1MHT8",NA,NA
"534","B1MF33","aminopeptidase activity [GO:0004177]",NA
"535","B1MGF6","acyltransferase activity [GO:0016746]",NA
"536","B1MI85","DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",NA
"537","B1MGH4","integral component of membrane [GO:0016021]",NA
"538","B1MN21","integral component of membrane [GO:0016021]",NA
"539","B1MHX2","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]",NA
"540","B1MLK1","N6-(Delta2-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase activity [GO:0102682]; cytokinin biosynthetic process [GO:0009691]",NA
"541","B1MP56","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"542","B1MHH4","metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]",NA
"543","B1MJB2",NA,NA
"544","B1MCN3","FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]",NA
"545","B1MIL3",NA,NA
"546","B1MJ93",NA,NA
"547","B1MPD5",NA,NA
"548","B1MGS2","diacylglycerol O-acyltransferase activity [GO:0004144]; glycerol metabolic process [GO:0006071]; triglyceride biosynthetic process [GO:0019432]",NA
"549","B1MAF8","lipid metabolic process [GO:0006629]",NA
"550","B1MBA0","integral component of plasma membrane [GO:0005887]; fluoride transmembrane transporter activity [GO:1903425]",NA
"551","B1MLE4","integral component of membrane [GO:0016021]",NA
"552","B1MFV6",NA,NA
"553","B1MM69",NA,NA
"554","B1ME30","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",NA
"555","B1MFX0","integral component of membrane [GO:0016021]; serine-type endopeptidase activity [GO:0004252]; toxin biosynthetic process [GO:0009403]",NA
"556","B1MKT7",NA,NA
"557","B1MFQ0","catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]",NA
"558","B1MDE6","integral component of membrane [GO:0016021]; nicotinamide riboside transmembrane transporter activity [GO:0034257]",NA
"559","B1MDY8","methyltransferase activity [GO:0008168]",NA
"560","B1MBR4","DNA-binding transcription factor activity [GO:0003700]",NA
"561","B1MB82","membrane [GO:0016020]; kinase activity [GO:0016301]",NA
"562","B1MCE7","integral component of membrane [GO:0016021]",NA
"563","B1MM33","oxidoreductase activity [GO:0016491]",NA
"564","B1MCH1","hydrolase activity, acting on acid halide bonds, in C-halide compounds [GO:0019120]",NA
"565","B1MAZ8","cytoplasm [GO:0005737]; acetylglutamate kinase activity [GO:0003991]; ATP binding [GO:0005524]; arginine biosynthetic process via ornithine [GO:0042450]",NA
"566","B1MAJ8","integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]; protein transmembrane transporter activity [GO:0008320]; protein transport by the Tat complex [GO:0043953]",NA
"567","B1MP71","peroxiredoxin activity [GO:0051920]",NA
"568","B1MGF9","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"569","B1MD41","cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]",NA
"570","B1MKG5","hydrolase activity [GO:0016787]",NA
"571","B1MDM5","integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]; quinone binding [GO:0048038]",NA
"572","B1MKI0","DNA-binding transcription factor activity [GO:0003700]",NA
"573","B1MAE1","alkylmercury lyase activity [GO:0018836]; organomercury catabolic process [GO:0046413]; response to mercury ion [GO:0046689]",NA
"574","B1MNH5",NA,NA
"575","B1MJJ8","IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]; 'de novo' IMP biosynthetic process [GO:0006189]",NA
"576","B1MFT0","integral component of membrane [GO:0016021]; channel activity [GO:0015267]",NA
"577","B1MAQ5","isochorismate synthase activity [GO:0008909]; oxo-acid-lyase activity [GO:0016833]; cellular biosynthetic process [GO:0044249]",NA
"578","B1MJ72",NA,NA
"579","B1MB70","integral component of membrane [GO:0016021]",NA
"580","B1MG24","integral component of membrane [GO:0016021]",NA
"581","B1MHF9","oxidoreductase activity [GO:0016491]",NA
"582","B1MGT6","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; tRNA modification [GO:0006400]",NA
"583","B1MP41","adenosine deaminase activity [GO:0004000]; metal ion binding [GO:0046872]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]",NA
"584","B1MKF5","high-affinity iron permease complex [GO:0033573]; iron ion transmembrane transporter activity [GO:0005381]",NA
"585","B1ML68","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]",NA
"586","B1MIN3","sulfate adenylyltransferase (ATP) activity [GO:0004781]; sulfate reduction [GO:0019419]",NA
"587","B1MF57","peroxisome [GO:0005777]; acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid beta-oxidation [GO:0006635]",NA
"588","B1MIU1",NA,NA
"589","B1MFW7","4 iron, 4 sulfur cluster binding [GO:0051539]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; metal ion binding [GO:0046872]; base-excision repair [GO:0006284]",NA
"590","B1MM28","integral component of membrane [GO:0016021]",NA
"591","B1MLQ3",NA,NA
"592","B1MH78","NAD+ kinase activity [GO:0003951]",NA
"593","B1MNN9","DNA-binding transcription factor activity [GO:0003700]",NA
"594","B1MBC5","isomerase activity [GO:0016853]",NA
"595","B1MHF6","oxidoreductase activity [GO:0016491]",NA
"596","B1MM74",NA,NA
"597","B1MEF5","integral component of membrane [GO:0016021]",NA
"598","B1MC40",NA,NA
"599","B1MGF5","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",NA
"600","B1MBT6","RNA binding [GO:0003723]; phosphorelay signal transduction system [GO:0000160]",NA
"601","B1MN28","ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type sulfate transporter activity [GO:0015419]; ABC-type thiosulfate transporter activity [GO:0102025]; ATP binding [GO:0005524]",NA
"602","B1MH64","ATP binding [GO:0005524]",NA
"603","B1MBA4",NA,NA
"604","B1MHP8",NA,NA
"605","B1MGT9",NA,NA
"606","B1MH04",NA,NA
"607","B1MBT9","cytochrome complex [GO:0070069]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; aerobic electron transport chain [GO:0019646]",NA
"608","B1MFR8","ATP binding [GO:0005524]; glutamate-cysteine ligase activity [GO:0004357]; ergothioneine biosynthetic process [GO:0052699]; glutathione biosynthetic process [GO:0006750]",NA
"609","B1MN37",NA,NA
"610","B1MLE7","integral component of plasma membrane [GO:0005887]; transmembrane transport [GO:0055085]",NA
"611","B1MJA9",NA,NA
"612","B1MNB0","integral component of membrane [GO:0016021]",NA
"613","B1MND2",NA,NA
"614","B1MKF9","high-affinity iron permease complex [GO:0033573]; iron ion transmembrane transporter activity [GO:0005381]",NA
"615","B1MMT6",NA,NA
"616","B1MH87","DNA-templated transcription, elongation [GO:0006354]; DNA-templated transcription, termination [GO:0006353]; regulation of DNA-templated transcription, elongation [GO:0032784]; transcription antitermination [GO:0031564]",NA
"617","B1MIS8","cytoplasm [GO:0005737]; phosphate acetyltransferase activity [GO:0008959]; acetyl-CoA biosynthetic process [GO:0006085]",NA
"618","B1MEZ2","4 iron, 4 sulfur cluster binding [GO:0051539]; flavin adenine dinucleotide binding [GO:0050660]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; nitrite reductase [NAD(P)H] activity [GO:0008942]; sulfite reductase (ferredoxin) activity [GO:0050311]; nitrate assimilation [GO:0042128]",NA
"619","B1MCY9","flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]; cell redox homeostasis [GO:0045454]",NA
"620","B1MJB1",NA,NA
"621","B1MDY4","oxidoreductase activity [GO:0016491]",NA
"622","B1MI04",NA,NA
"623","B1MGQ2","cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]",NA
"624","B1MM95",NA,NA
"625","B1MMH8","primosome complex [GO:1990077]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA replication, synthesis of RNA primer [GO:0006269]",NA
"626","B1MKZ9","integral component of membrane [GO:0016021]",NA
"627","B1MKX8","metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]",NA
"628","B1MIH9","dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]; cell redox homeostasis [GO:0045454]",NA
"629","B1MCA5",NA,NA
"630","B1MDF9","cytoplasm [GO:0005737]; DNA binding [GO:0003677]; tyrosine-based site-specific recombinase activity [GO:0009037]; cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; transposition, DNA-mediated [GO:0006313]",NA
"631","B1MD47","cytoplasm [GO:0005737]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; methylation [GO:0032259]",NA
"632","B1MLR8","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"633","B1MNE4",NA,NA
"634","B1MNN3","acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]",NA
"635","B1MJN7","aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]",NA
"636","B1MAQ2","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; biological process involved in interaction with host [GO:0051701]; transmembrane transport [GO:0055085]",NA
"637","B1MHB6",NA,NA
"638","B1MNZ3","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cytochrome-c oxidase activity [GO:0004129]",NA
"639","B1MHH5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA
"640","B1MG60","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]",NA
"641","B1MDV1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]",NA
"642","B1MH73","hydrolase activity [GO:0016787]",NA
"643","B1MGN1",NA,NA
"644","B1MIA9","acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",NA
"645","B1MAY5","oxidoreductase activity [GO:0016491]",NA
"646","B1MKG7","integral component of membrane [GO:0016021]",NA
"647","B1MMR0","oxidoreductase activity [GO:0016491]",NA
"648","B1MIU6","integral component of membrane [GO:0016021]",NA
"649","B1MCH7",NA,NA
"650","B1MBE4","iron ion transport [GO:0006826]",NA
"651","B1MHL7","monooxygenase activity [GO:0004497]",NA
"652","B1MIY4","GTP binding [GO:0005525]",NA
"653","B1MMS4","integral component of membrane [GO:0016021]",NA
"654","B1MEH2","oxidoreductase activity [GO:0016491]",NA
"655","B1MK98",NA,NA
"656","B1MJ10","nucleic acid binding [GO:0003676]",NA
"657","B1ML05",NA,NA
"658","B1MHQ6",NA,NA
"659","B1MF37","biosynthetic process [GO:0009058]",NA
"660","B1MEV3","FAD binding [GO:0071949]",NA
"661","B1MD15",NA,NA
"662","B1MM80","monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",NA
"663","B1MEZ1","2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; nitrite reductase [NAD(P)H] activity [GO:0008942]; nitrate assimilation [GO:0042128]",NA
"664","B1MKS4","diacylglycerol O-acyltransferase activity [GO:0004144]; glycerol metabolic process [GO:0006071]; triglyceride biosynthetic process [GO:0019432]",NA
"665","B1MML0",NA,NA
"666","B1MHS5","FAD binding [GO:0071949]; monooxygenase activity [GO:0004497]",NA
"667","B1MB97","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA
"668","B1MIH8","carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]",NA
"669","B1MGB2","metalloaminopeptidase activity [GO:0070006]; transition metal ion binding [GO:0046914]; protein initiator methionine removal [GO:0070084]",NA
"670","B1MHK2","oxidoreductase activity [GO:0016491]",NA
"671","B1MMK8","integral component of membrane [GO:0016021]",NA
"672","B1MDD8",NA,NA
"673","B1MBA9","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",NA
"674","B1MNA2","metallopeptidase activity [GO:0008237]",NA
"675","B1MDQ3",NA,NA
"676","B1MFB9",NA,NA
"677","B1MIR8","cytoplasm [GO:0005737]; thiazole synthase activity [GO:1990107]; thiamine diphosphate biosynthetic process [GO:0009229]",NA
"678","B1MAY0",NA,NA
"679","B1MK91",NA,NA
"680","B1MFG6","prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]; tyrosine biosynthetic process [GO:0006571]",NA
"681","B1MJ08",NA,NA
"682","B1MIM5","2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",NA
"683","B1MB63",NA,NA
"684","B1MIZ9","integral component of membrane [GO:0016021]",NA
"685","B1MEB2","dioxygenase activity [GO:0051213]; ferrous iron binding [GO:0008198]; lactoylglutathione lyase activity [GO:0004462]; aromatic compound catabolic process [GO:0019439]; xenobiotic catabolic process [GO:0042178]",NA
"686","B1MNM3","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; respiratory electron transport chain [GO:0022904]",NA
"687","B1MK34","integral component of membrane [GO:0016021]; transferase activity [GO:0016740]",NA
"688","B1MN46",NA,NA
"689","B1MIG2","integral component of membrane [GO:0016021]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",NA
"690","B1MNI7",NA,NA
"691","B1MDH2",NA,NA
"692","B1MDD4",NA,NA
"693","B1MAD8","DNA-binding transcription factor activity [GO:0003700]",NA
"694","B1MP65","transferase activity [GO:0016740]",NA
"695","B1MBN5","hydrolase activity [GO:0016787]",NA
"696","B1MG36","integral component of membrane [GO:0016021]",NA
"697","B1MKX2","O-methyltransferase activity [GO:0008171]; methylation [GO:0032259]",NA
"698","B1ML00",NA,NA
"699","B1MIF1","catalytic activity [GO:0003824]; lipid biosynthetic process [GO:0008610]",NA
"700","B1MN17",NA,NA
"701","B1MDN4",NA,NA
"702","B1MI99","oxidoreductase activity [GO:0016491]",NA
"703","B1MNE5",NA,NA
"704","B1MDJ8","cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intrinsic component of plasma membrane [GO:0031226]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cell division [GO:0051301]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",NA
"705","B1MLU5","pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]; threonine biosynthetic process [GO:0009088]",NA
"706","B1MFV1","carboxylic ester hydrolase activity [GO:0052689]",NA
"707","B1MHF3","DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]",NA
"708","B1MBY2","cytoplasm [GO:0005737]; L-aspartate oxidase activity [GO:0008734]; L-aspartate:fumarate oxidoreductase activity [GO:0044318]; steroid dehydrogenase activity, acting on the CH-CH group of donors [GO:0033765]; NAD biosynthetic process [GO:0009435]; steroid metabolic process [GO:0008202]",NA
"709","B1MBT7",NA,NA
"710","B1MPE8","integral component of membrane [GO:0016021]",NA
"711","B1MD12",NA,NA
"712","B1MBU8","ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]",NA
"713","B1MHF1","integral component of plasma membrane [GO:0005887]; 1,4-dihydroxy-2-naphthoate octaprenyltransferase activity [GO:0046428]; menaquinone biosynthetic process [GO:0009234]",NA
"714","B1MFQ7","membrane [GO:0016020]; kinase activity [GO:0016301]",NA
"715","B1MDZ2","DNA binding [GO:0003677]",NA
"716","B1MB42",NA,NA
"717","B1MJ03","Mo-molybdopterin cofactor biosynthetic process [GO:0006777]",NA
"718","B1MB94","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; molybdate ion transmembrane transporter activity [GO:0015098]; biological process involved in interaction with host [GO:0051701]",NA
"719","B1MGZ7","2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]",NA
"720","B1MIC7","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA
"721","B1MGD2",NA,NA
"722","B1MMM1","DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]; response to abiotic stimulus [GO:0009628]",NA
"723","B1MLT1","flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]",NA
"724","B1MP62","acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",NA
"725","B1MDL5",NA,NA
"726","B1MNY2","acid phosphatase activity [GO:0003993]",NA
"727","B1MP95","flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]",NA
"728","B1MM70","DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",NA
"729","B1MGQ1","ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]",NA
"730","B1MDK7","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]",NA
"731","B1MH50","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA
"732","B1MBH3",NA,NA
"733","B1MJS7","DNA binding [GO:0003677]",NA
"734","B1MCL4",NA,NA
"735","B1MIW0","RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396]",NA
"736","B1MK05","acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",NA
"737","B1MKK4","integral component of membrane [GO:0016021]; cytolysis [GO:0019835]",NA
"738","B1MFY9","purine-nucleoside phosphorylase activity [GO:0004731]; nucleoside metabolic process [GO:0009116]",NA
"739","B1MEC3","integral component of membrane [GO:0016021]; phosphatase activity [GO:0016791]; biological process involved in interaction with host [GO:0051701]",NA
"740","B1MH96","oxidoreductase activity [GO:0016491]",NA
"741","B1MI69",NA,NA
"742","B1MJM0",NA,NA
"743","B1MCC3","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"744","B1ML50","ligase activity [GO:0016874]",NA
"745","B1MAE3","DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]; DNA integration [GO:0015074]",NA
"746","B1MFA0","acetyl-CoA carboxylase activity [GO:0003989]; propionyl-CoA carboxylase activity [GO:0004658]",NA
"747","B1MEA1","acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]",NA
"748","B1MHV1","catalytic activity [GO:0003824]",NA
"749","B1MBW5","carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]",NA
"750","B1MBD1","DNA-binding transcription factor activity [GO:0003700]",NA
"751","B1MJ36","sequence-specific DNA binding [GO:0043565]",NA
"752","B1MIH1","peroxiredoxin activity [GO:0051920]",NA
"753","B1MNQ5","DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",NA
"754","B1MCM4","hydrolase activity [GO:0016787]",NA
"755","B1MEI1","DNA binding [GO:0003677]; regulation of gene expression [GO:0010468]",NA
"756","B1MID1",NA,NA
"757","B1MHX4","peptidase activity [GO:0008233]; defense response to bacterium [GO:0042742]",NA
"758","B1MNR5",NA,NA
"759","B1MGV3","integral component of membrane [GO:0016021]",NA
"760","B1MM87",NA,NA
"761","B1MF49","cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]",NA
"762","B1MEF3",NA,NA
"763","B1MBT2","ATP binding [GO:0005524]",NA
"764","B1MNR0","cytoplasm [GO:0005737]; acyl carrier activity [GO:0000036]",NA
"765","B1MNX6","cytoplasm [GO:0005737]; acyltransferase activity [GO:0016746]",NA
"766","B1MLD7","ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]",NA
"767","B1MLK6","dihydropteroate synthase activity [GO:0004156]; metal ion binding [GO:0046872]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]",NA
"768","B1MM02","isomerase activity [GO:0016853]",NA
"769","B1MB39","membrane [GO:0016020]",NA
"770","B1MIP0","N-acetyltransferase activity [GO:0008080]",NA
"771","B1MKU7","integral component of membrane [GO:0016021]; adenylate cyclase activity [GO:0004016]; cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]",NA
"772","B1MI42","hydrolase activity [GO:0016787]",NA
"773","B1MFP7","integral component of membrane [GO:0016021]",NA
"774","B1MGV1","dihydroneopterin aldolase activity [GO:0004150]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]",NA
"775","B1MD45",NA,NA
"776","B1MHB4","oxidoreductase activity [GO:0016491]",NA
"777","B1MJG9","oxidoreductase activity [GO:0016491]",NA
"778","B1MHG3","integral component of membrane [GO:0016021]",NA
"779","B1MF96","long-chain fatty acid transporter activity [GO:0005324]; long-chain fatty acid-CoA ligase activity [GO:0004467]; fatty acid biosynthetic process [GO:0006633]",NA
"780","B1MLS0","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]",NA
"781","B1MAU1","integral component of membrane [GO:0016021]",NA
"782","B1MBI4","catalytic activity [GO:0003824]",NA
"783","B1MIE3",NA,NA
"784","B1MCV3","integral component of membrane [GO:0016021]",NA
"785","B1MBW8","oxidoreductase activity [GO:0016491]",NA
"786","B1MED3","catalytic activity [GO:0003824]",NA
"787","B1MKR6","integral component of membrane [GO:0016021]",NA
"788","B1MFT2",NA,NA
"789","B1MJZ3","FMN binding [GO:0010181]; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor [GO:0016646]",NA
"790","B1ML60","oxidoreductase activity [GO:0016491]",NA
"791","B1MJ60","response to oxidative stress [GO:0006979]",NA
"792","B1MMF7","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]",NA
"793","B1MJX6",NA,NA
"794","B1MKY0","integral component of membrane [GO:0016021]",NA
"795","B1MCE3","oxidoreductase activity [GO:0016491]",NA
"796","B1MMF1",NA,NA
"797","B1MBI5","cellular phosphate ion homeostasis [GO:0030643]; negative regulation of phosphate metabolic process [GO:0045936]; phosphate ion transport [GO:0006817]",NA
"798","B1MFY4","glycerol-3-phosphate dehydrogenase complex [GO:0009331]; sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity [GO:0052591]; glycerol-3-phosphate metabolic process [GO:0006072]",NA
"799","B1MM66","integral component of membrane [GO:0016021]",NA
"800","B1MEX5",NA,NA
"801","B1MNN0",NA,NA
"802","B1MFC8",NA,NA
"803","B1MEJ6",NA,NA
"804","B1MKT8","integral component of membrane [GO:0016021]",NA
"805","B1MD10","ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]; biological process involved in interaction with host [GO:0051701]",NA
"806","B1MCF3","trans-aconitate 2-methyltransferase activity [GO:0030798]; methylation [GO:0032259]",NA
"807","B1MCA6",NA,NA
"808","B1MH23","oxidoreductase activity [GO:0016491]",NA
"809","B1MDZ5","L-phosphoserine phosphatase activity [GO:0036424]; metal ion binding [GO:0046872]; L-serine biosynthetic process [GO:0006564]",NA
"810","B1MDY7",NA,NA
"811","B1MCI3","beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]",NA
"812","B1MF51","catalytic activity [GO:0003824]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]",NA
"813","B1MB34",NA,NA
"814","B1MLM3","integral component of membrane [GO:0016021]; serine-type endopeptidase activity [GO:0004252]",NA
"815","B1MGI2",NA,NA
"816","B1MDR9","DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",NA
"817","B1MIT4","monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",NA
"818","B1MGY0",NA,NA
"819","B1MG54",NA,NA
"820","B1ME66","integral component of membrane [GO:0016021]",NA
"821","B1MDC4","N-acetyltransferase activity [GO:0008080]",NA
"822","B1MBS6",NA,NA
"823","B1MDE1","integral component of membrane [GO:0016021]",NA
"824","B1MAT0","heme binding [GO:0020037]; peroxidase activity [GO:0004601]",NA
"825","B1MAY4","cytoplasm [GO:0005737]; RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396]",NA
"826","B1MK48","3-hydroxyisobutyrate dehydrogenase activity [GO:0008442]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; branched-chain amino acid catabolic process [GO:0009083]",NA
"827","B1MH99",NA,NA
"828","B1MCU1","heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]",NA
"829","B1MIH5","flavin adenine dinucleotide binding [GO:0050660]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]",NA
"830","B1MIR9",NA,NA
"831","B1MG50","IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]",NA
"832","B1MCX8",NA,NA
"833","B1MM88",NA,NA
