"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"504","G655_06750","","(GenBank) polyamine transport protein PotC","ABC transporters"
"505","G655_06755","","(GenBank) polyamine transport protein PotB","ABC transporters"
"506","G655_06760","","(GenBank) polyamine transport protein PotA","ABC transporters"
"507","G655_06780","","(GenBank) diacylglycerol kinase","Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"508","G655_06790","rpmE2","(GenBank) 50S ribosomal protein L31 type B","Ribosome"
"509","G655_06795","rpmJ","(GenBank) 50S ribosomal protein L36","Ribosome"
"510","G655_06830","","(GenBank) acyl-CoA dehydrogenase","Fatty acid degradation, Valine, leucine and isoleucine degradation, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism"
"511","G655_06840","","(GenBank) enoyl-CoA hydratase","Fatty acid degradation, Valine, leucine and isoleucine degradation, Geraniol degradation, Lysine degradation, Phenylalanine metabolism, Benzoate degradation, Tryptophan metabolism, beta-Alanine metabolism, Aminobenzoate degradation, Propanoate metabolism, Butanoate metabolism, Limonene and pinene degradation, Caprolactam degradation, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Fatty acid metabolism"
"512","G655_06845","","(GenBank) 3-hydroxy-acyl-CoA dehydrogenase","Phenylalanine metabolism, Benzoate degradation, Butanoate metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"513","G655_06875","glpD","(GenBank) glycerol-3-phosphate dehydrogenase","Glycerophospholipid metabolism, Biosynthesis of secondary metabolites"
"514","G655_06885","glpK","(GenBank) glycerol kinase","Glycerolipid metabolism, Metabolic pathways"
"515","G655_06900","glpK","(GenBank) glycerol kinase","Glycerolipid metabolism, Metabolic pathways"
"516","G655_06925","","(GenBank) TetR family transcriptional regulator","beta-Lactam resistance"
"517","G655_06945","","(GenBank) methylmalonate-semialdehyde dehydrogenase","Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Inositol phosphate metabolism, Propanoate metabolism, Metabolic pathways, Carbon metabolism"
"518","G655_06950","","(GenBank) 3-hydroxyisobutyrate dehydrogenase","Valine, leucine and isoleucine degradation, Metabolic pathways"
"519","G655_06955","","(GenBank) putative acetyl-coa synthetase","Propanoate metabolism, Metabolic pathways"
"520","G655_06990","","(GenBank) mulitfunctional PTS system fructose-like transporter subunit IIA/phosphocarrier protein HPr/phosphoenolpyruvate-protein phosphotransferase","Phosphotransferase system (PTS)"
"521","G655_06995","","(GenBank) 1-phosphofructokinase","Fructose and mannose metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"522","G655_07000","","(GenBank) PTS system fructose-specific transporter subunits IIBC","Fructose and mannose metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Phosphotransferase system (PTS)"
"523","G655_07005","","(GenBank) UDP-glucose 6-dehydrogenase","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Biosynthesis of nucleotide sugars"
"524","G655_07010","","(GenBank) 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF","Cationic antimicrobial peptide (CAMP) resistance"
"525","G655_07015","","(GenBank) inner membrane protein","Cationic antimicrobial peptide (CAMP) resistance"
"526","G655_07020","arnT","(GenBank) 4-amino-4-deoxy-L-arabinose transferase","Lipopolysaccharide biosynthesis, Cationic antimicrobial peptide (CAMP) resistance"
"527","G655_07025","","(GenBank) 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Cationic antimicrobial peptide (CAMP) resistance"
"528","G655_07030","","(GenBank) bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars, Cationic antimicrobial peptide (CAMP) resistance"
"529","G655_07035","","(GenBank) glycosyl transferase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Cationic antimicrobial peptide (CAMP) resistance"
"530","G655_07040","","(GenBank) UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars, Cationic antimicrobial peptide (CAMP) resistance, Two-component system"
"531","G655_07045","","(GenBank) phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars, Biofilm formation - Pseudomonas aeruginosa"
"532","G655_07065","algL","(GenBank) poly(beta-D-mannuronate) lyase","Fructose and mannose metabolism, Metabolic pathways"
"533","G655_07075","","(GenBank) alginate-c5-mannuronan-epimerase AlgG","Fructose and mannose metabolism, Metabolic pathways"
"534","G655_07090","","(GenBank) alginate biosynthesis protein Alg44","Fructose and mannose metabolism, Metabolic pathways, Biofilm formation - Pseudomonas aeruginosa"
"535","G655_07095","","(GenBank) alginate biosynthesis protein","Fructose and mannose metabolism, Metabolic pathways"
"536","G655_07100","","(GenBank) GDP-mannose 6-dehydrogenase","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars, Two-component system"
"537","G655_07110","","(GenBank) ABC transporter ATP-binding protein","ABC transporters"
"538","G655_07115","","(GenBank) ornithine carbamoyltransferase","Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"539","G655_07145","","(GenBank) bacterioferritin","Porphyrin metabolism"
"540","G655_07165","","(GenBank) dihydroorotase","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"541","G655_07170","","(GenBank) OmpA family membrane protein","Flagellar assembly"
"542","G655_07175","","(GenBank) argininosuccinate synthase","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"543","G655_07180","","(GenBank) lactoylglutathione lyase","Pyruvate metabolism, Metabolic pathways"
"544","G655_07215","","(GenBank) adenylosuccinate lyase","Purine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism, Biosynthesis of cofactors"
"545","G655_07220","","(GenBank) adenylosuccinate lyase","Purine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism, Biosynthesis of cofactors"
"546","G655_07235","","(GenBank) endonuclease III","Base excision repair"
"547","G655_07305","metG","(GenBank) methionyl-tRNA ligase","Selenocompound metabolism, Aminoacyl-tRNA biosynthesis, Metabolic pathways"
"548","G655_07315","dcd","(GenBank) deoxycytidine triphosphate deaminase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"549","G655_07320","","(GenBank) rhamnosyltransferase chain A","Quorum sensing, Biofilm formation - Pseudomonas aeruginosa"
"550","G655_07325","","(GenBank) rhamnosyltransferase chain B","Quorum sensing, Biofilm formation - Pseudomonas aeruginosa"
"551","G655_07330","","(GenBank) transcriptional regulator RhlR","Quorum sensing, Biofilm formation - Pseudomonas aeruginosa"
"552","G655_07335","","(GenBank) autoinducer synthesis protein RhlI","Cysteine and methionine metabolism, Metabolic pathways, Two-component system, Quorum sensing, Biofilm formation - Pseudomonas aeruginosa"
"553","G655_07340","","(GenBank) cyclohexadienyl dehydratase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"554","G655_07360","","(GenBank) malate dehydrogenase","Pyruvate metabolism, Carbon metabolism, Two-component system"
"555","G655_07405","","(GenBank) sensor/response regulator hybrid","Biofilm formation - Pseudomonas aeruginosa"
"556","G655_07420","","(GenBank) asparagine synthase","Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"557","G655_07445","","(GenBank) acyl-CoA thiolase","Fatty acid degradation, Valine, leucine and isoleucine degradation, Geraniol degradation, Benzoate degradation, alpha-Linolenic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Fatty acid metabolism"
"558","G655_07455","","(GenBank) malate:quinone oxidoreductase","Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"559","G655_07470","","(GenBank) hypothetical protein","Sulfur metabolism, ABC transporters"
"560","G655_07475","","(GenBank) ABC transporter permease","Sulfur metabolism, ABC transporters"
"561","G655_07480","","(GenBank) ABC transporter ATP-binding protein","Sulfur metabolism, ABC transporters"
"562","G655_07485","","(GenBank) NAD(P)H-dependent FMN reductase","Riboflavin metabolism, Sulfur metabolism, Metabolic pathways"
"563","G655_07490","","(GenBank) ABC-type transporter periplasmic sulfonate-binding protein","Sulfur metabolism, ABC transporters"
"564","G655_07495","","(GenBank) alkanesulfonate monooxygenase","Sulfur metabolism, Metabolic pathways"
"565","G655_07500","","(GenBank) ABC transporter permease","Sulfur metabolism, ABC transporters"
"566","G655_07505","ssuB","(GenBank) aliphatic sulfonates transport ATP-binding subunit","Sulfur metabolism, ABC transporters"
"567","G655_07525","folX","(GenBank) D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase","Folate biosynthesis"
"568","G655_07530","","(GenBank) GTP cyclohydrolase I","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"569","G655_07535","","(GenBank) dihydromonapterin reductase","One carbon pool by folate, Folate biosynthesis, Metabolic pathways"
"570","G655_07585","","(GenBank) enoyl-CoA hydratase","Fatty acid degradation, Valine, leucine and isoleucine degradation, Geraniol degradation, Lysine degradation, Phenylalanine metabolism, Benzoate degradation, Tryptophan metabolism, beta-Alanine metabolism, Aminobenzoate degradation, Propanoate metabolism, Butanoate metabolism, Limonene and pinene degradation, Caprolactam degradation, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Fatty acid metabolism"
"571","G655_07625","","(GenBank) leucine dehydrogenase","Valine, leucine and isoleucine degradation, Valine, leucine and isoleucine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
"572","G655_07630","","(GenBank) putative pyruvate dehydrogenase E1 component alpha subunit","Valine, leucine and isoleucine degradation, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"573","G655_07635","","(GenBank) pyruvate dehydrogenase E1 component, subunit beta","Valine, leucine and isoleucine degradation, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"574","G655_07640","","(GenBank) branched-chain alpha-keto acid dehydrogenase subunit E2","Valine, leucine and isoleucine degradation, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"575","G655_07675","","(GenBank) putative transmembrane sensor","Two-component system"
"576","G655_07690","","(GenBank) transport protein HasD","ABC transporters"
"577","G655_07750","","(GenBank) transmembrane protein","ABC transporters"
"578","G655_07755","","(GenBank) ABC-type multidrug transport system ATPase","ABC transporters"
"579","G655_07765","","(GenBank) nitrous-oxide reductase","Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"580","G655_07805","","(GenBank) phosphonate/organophosphate ester transporter subunit","ABC transporters"
"581","G655_07810","","(GenBank) phosphonate ABC transporter substrate-binding protein","ABC transporters"
"582","G655_07815","","(GenBank) phosphonate ABC transporter permease","ABC transporters"
"583","G655_07825","","(GenBank) putative phosphonate metabolism protein","Phosphonate and phosphinate metabolism, Metabolic pathways"
"584","G655_07830","phnH","(GenBank) carbon-phosphorus lyase complex subunit","Phosphonate and phosphinate metabolism, Metabolic pathways"
"585","G655_07835","","(GenBank) carbon-phosphorus lyase complex subunit PhnI","Phosphonate and phosphinate metabolism, Metabolic pathways"
"586","G655_07840","","(GenBank) carbon-phosphorus lyase complex subunit PhnJ","Phosphonate and phosphinate metabolism, Metabolic pathways"
"587","G655_07850","","(GenBank) phosphonate ABC transporter ATPase","Phosphonate and phosphinate metabolism, Metabolic pathways"
"588","G655_07855","","(GenBank) phosphonate metabolism protein PhnM","Phosphonate and phosphinate metabolism, Metabolic pathways"
"589","G655_07860","","(GenBank) phosphonate transport ATP-binding protein","Pentose phosphate pathway, Metabolic pathways"
"590","G655_07865","phnP","(GenBank) carbon-phosphorus lyase complex accessory protein","Phosphonate and phosphinate metabolism, Metabolic pathways"
"591","G655_t29290","","(GenBank) tRNA-Arg","Aminoacyl-tRNA biosynthesis"
"592","G655_07930","amiE","(GenBank) acylamide amidohydrolase","Arginine and proline metabolism, Phenylalanine metabolism, Tryptophan metabolism, Aminobenzoate degradation, Styrene degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"593","G655_07940","","(GenBank) aliphatic amidase expression-regulating protein","ABC transporters, Quorum sensing"
"594","G655_07955","","(GenBank) fucose-binding lectin PA-IIL","Quorum sensing"
"595","G655_07975","","(GenBank) D-serine dehydratase","Glycine, serine and threonine metabolism, D-Amino acid metabolism, Metabolic pathways"
"596","G655_07980","","(GenBank) putative glutamine synthetase","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Glyoxylate and dicarboxylate metabolism, Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Biosynthesis of amino acids, Two-component system"
"597","G655_08000","","(GenBank) export chaperone involved in flagellar synthesis","Flagellar assembly"
"598","G655_08005","","(GenBank) protein FlgM","Two-component system, Biofilm formation - Pseudomonas aeruginosa, Flagellar assembly"
"599","G655_08010","flgA","(GenBank) flagellar basal body P-ring biosynthesis protein FlgA","Flagellar assembly"
"600","G655_08015","","(GenBank) putative chemotaxis protein","Two-component system, Bacterial chemotaxis"
"601","G655_08020","","(GenBank) putative chemotaxis protein methyltransferase","Two-component system, Bacterial chemotaxis"
"602","G655_08025","","(GenBank) anti-sigma F factor antagonist","Two-component system, Biofilm formation - Pseudomonas aeruginosa"
"603","G655_08030","","(GenBank) two-component response regulator","Two-component system, Biofilm formation - Pseudomonas aeruginosa"
"604","G655_08035","","(GenBank) histidine-containing phosphotransfer (HPt) domain protein","Two-component system, Biofilm formation - Pseudomonas aeruginosa"
"605","G655_08040","","(GenBank) ATP-dependent DNA helicase RecQ","RNA degradation"
"606","G655_08075","","(GenBank) ADP-L-glycero-D-mannoheptose 6-epimerase","Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"607","G655_08090","","(GenBank) acyl carrier protein","Metabolic pathways, Biosynthesis of secondary metabolites"
"608","G655_08095","","(GenBank) 3-oxoacyl-(acyl carrier protein) synthase III","Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism"
"609","G655_08160","","(GenBank) hypothetical protein","Quorum sensing"
"610","G655_08165","","(GenBank) non-hemolytic phospholipase C","Inositol phosphate metabolism, Glycerophospholipid metabolism, Ether lipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Quorum sensing"
"611","G655_08180","","(GenBank) phosphonate ABC transporter permease","ABC transporters"
"612","G655_08185","","(GenBank) ABC transporter permease","ABC transporters"
"613","G655_08190","","(GenBank) ABC transporter ATP-binding protein","ABC transporters"
"614","G655_08195","","(GenBank) phosphonate ABC transporter periplasmic phosphonate-binding protein","ABC transporters"
"615","G655_08200","","(GenBank) putative 3-hydroxyisobutyrate dehydrogenase","Valine, leucine and isoleucine degradation, Metabolic pathways"
"616","G655_08210","","(GenBank) hypothetical protein","Lipopolysaccharide biosynthesis, Metabolic pathways, Cationic antimicrobial peptide (CAMP) resistance"
"617","G655_08265","","(GenBank) hypothetical protein","Glyoxylate and dicarboxylate metabolism, Butanoate metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"618","G655_08275","","(GenBank) long-chain-fatty-acid--CoA ligase","Fatty acid biosynthesis, Fatty acid degradation, Metabolic pathways, Fatty acid metabolism, Quorum sensing"
"619","G655_08280","","(GenBank) long-chain-fatty-acid--CoA ligase","Fatty acid biosynthesis, Fatty acid degradation, Metabolic pathways, Fatty acid metabolism, Quorum sensing"
"620","G655_08295","","(GenBank) alkaline phosphatase","Thiamine metabolism, Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Two-component system"
"621","G655_08305","","(GenBank) hypothetical protein","Bacterial secretion system"
"622","G655_t29292","","(GenBank) tRNA-Val","Aminoacyl-tRNA biosynthesis"
"623","G655_t29294","","(GenBank) tRNA-Asp","Aminoacyl-tRNA biosynthesis"
"624","G655_08530","","(GenBank) putative ATP-binding component of ABC transporter","Quorum sensing"
"625","G655_08535","","(GenBank) ABC transporter permease","Quorum sensing"
"626","G655_08540","","(GenBank) ABC transporter permease","Quorum sensing"
"627","G655_08550","","(GenBank) ABC transporter substrate-binding protein","Quorum sensing"
"628","G655_08590","","(GenBank) lipid A biosynthesis lauroyl acyltransferase","Lipopolysaccharide biosynthesis, Metabolic pathways"
"629","G655_08620","","(GenBank) glycine betaine-binding protein","ABC transporters"
"630","G655_08640","","(GenBank) DNA polymerase III subunit epsilon","DNA replication, Mismatch repair, Homologous recombination"
"631","G655_08660","","(GenBank) ABC transporter ATP-binding protein/permease","ABC transporters"
"632","G655_08665","","(GenBank) peptidyl-prolyl cis-trans isomerase A","Cationic antimicrobial peptide (CAMP) resistance, Viral life cycle - HIV-1"
"633","G655_08670","","(GenBank) alpha/beta hydrolase","Benzoate degradation, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"634","G655_08695","","(GenBank) hypothetical protein","Glycine, serine and threonine metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
"635","G655_08705","","(GenBank) putative glutathione S-transferase","Glutathione metabolism, Metabolic pathways"
"636","G655_08710","","(GenBank) flavodoxin","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"637","G655_08745","","(GenBank) hypothetical protein","Purine metabolism, Metabolic pathways, Biofilm formation - Pseudomonas aeruginosa"
"638","G655_08770","","(GenBank) ABC transporter substrate-binding protein","ABC transporters"
"639","G655_08775","","(GenBank) ABC transporter ATP-binding protein","ABC transporters"
"640","G655_08780","","(GenBank) ABC transporter permease","ABC transporters"
"641","G655_08815","","(GenBank) two-component response regulator","Cationic antimicrobial peptide (CAMP) resistance, Two-component system"
"642","G655_08865","","(GenBank) glyceraldehyde-3-phosphate dehydrogenase","Glycolysis / Gluconeogenesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"643","G655_08870","","(GenBank) phosphogluconate dehydratase","Pentose phosphate pathway, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"644","G655_08875","glk","(GenBank) glucokinase","Glycolysis / Gluconeogenesis, Galactose metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Streptomycin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of nucleotide sugars"
"645","G655_08895","","(GenBank) putative binding protein component of ABC sugar transporter","ABC transporters"
"646","G655_08900","","(GenBank) permease of ABC sugar transporter","ABC transporters"
"647","G655_08905","","(GenBank) permease of ABC sugar transporter","ABC transporters"
"648","G655_08910","","(GenBank) putative ATP-binding component of ABC transporter","ABC transporters"
"649","G655_08930","","(GenBank) glucose-6-phosphate 1-dehydrogenase","Pentose phosphate pathway, Glutathione metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"650","G655_08935","","(GenBank) 6-phosphogluconolactonase","Pentose phosphate pathway, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"651","G655_08940","","(GenBank) keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase","Pentose phosphate pathway, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"652","G655_08970","","(GenBank) formimidoylglutamase","Histidine metabolism, Metabolic pathways"
"653","G655_08985","","(GenBank) phosphoglycolate phosphatase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"654","G655_08990","","(GenBank) bifunctional 3-demethylubiquinone-9 3-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"655","G655_08995","","(GenBank) N-ethylammeline chlorohydrolase","Cysteine and methionine metabolism, Metabolic pathways"
"656","G655_09000","mtnA","(GenBank) methylthioribose-1-phosphate isomerase","Cysteine and methionine metabolism, Metabolic pathways"
"657","G655_09010","","(GenBank) 3-phosphoserine/phosphohydroxythreonine aminotransferase","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Methane metabolism, Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids, Biosynthesis of cofactors"
"658","G655_09015","","(GenBank) chorismate mutase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"659","G655_09020","","(GenBank) histidinol-phosphate aminotransferase","Histidine metabolism, Tyrosine metabolism, Phenylalanine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Novobiocin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"660","G655_09025","","(GenBank) bifunctional cyclohexadienyl dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis, Novobiocin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"661","G655_09030","cmk","(GenBank) cytidylate kinase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"662","G655_09035","rpsA","(GenBank) 30S ribosomal protein S1","Ribosome"
"663","G655_09065","","(GenBank) polysaccharide biosynthesis protein","Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"664","G655_09070","","(GenBank) O11 O-antigen biosynthesis associated epimerase","O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"665","G655_09075","","(GenBank) UDP-N-acetylglucosamine 2-epimerase","O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"666","G655_09080","","(GenBank) NAD-dependent epimerase/dehydratase","O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"667","G655_09090","","(GenBank) nucleotide sugar epimerase/dehydratase","O-Antigen nucleotide sugar biosynthesis, Teichoic acid biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"668","G655_t29296","","(GenBank) tRNA-Asn","Aminoacyl-tRNA biosynthesis"
"669","G655_09100","","(GenBank) aromatic amino acid aminotransferase","Cysteine and methionine metabolism, Tyrosine metabolism, Phenylalanine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Novobiocin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"670","G655_09105","","(GenBank) excinuclease ABC subunit B","Nucleotide excision repair"
"671","G655_09125","gltX","(GenBank) glutamyl-tRNA ligase","Porphyrin metabolism, Aminoacyl-tRNA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of cofactors"
"672","G655_t29298","","(GenBank) tRNA-Ala","Aminoacyl-tRNA biosynthesis"
"673","G655_t29300","","(GenBank) tRNA-Glu","Aminoacyl-tRNA biosynthesis"
"674","G655_t29302","","(GenBank) tRNA-Ala","Aminoacyl-tRNA biosynthesis"
"675","G655_t29304","","(GenBank) tRNA-Glu","Aminoacyl-tRNA biosynthesis"
"676","G655_09140","","(GenBank) aldolase","Pentose phosphate pathway, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"677","G655_09190","","(GenBank) isopropylmalate isomerase large subunit","Valine, leucine and isoleucine biosynthesis, C5-Branched dibasic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"678","G655_09195","leuD","(GenBank) isopropylmalate isomerase small subunit","Valine, leucine and isoleucine biosynthesis, C5-Branched dibasic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"679","G655_09205","","(GenBank) 3-isopropylmalate dehydrogenase","Valine, leucine and isoleucine biosynthesis, C5-Branched dibasic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"680","G655_09210","","(GenBank) aspartate-semialdehyde dehydrogenase","Glycine, serine and threonine metabolism, Monobactam biosynthesis, Cysteine and methionine metabolism, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"681","G655_09215","","(GenBank) aspartate-semialdehyde dehydrogenase","Glycine, serine and threonine metabolism, Monobactam biosynthesis, Cysteine and methionine metabolism, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"682","G655_09230","","(GenBank) N-(5'-phosphoribosyl)anthranilate isomerase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"683","G655_09235","","(GenBank) acetyl-CoA carboxylase subunit beta","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"684","G655_09240","","(GenBank) folylpolyglutamate synthetase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"685","G655_09255","","(GenBank) amidophosphoribosyltransferase","Purine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"686","G655_09260","","(GenBank) O-succinylhomoserine sulfhydrylase","Cysteine and methionine metabolism, Sulfur metabolism, Metabolic pathways"
"687","G655_09270","","(GenBank) general secretion pathway protein D","Bacterial secretion system"
"688","G655_09275","","(GenBank) secretion protein XcpP","Bacterial secretion system"
"689","G655_09280","","(GenBank) general secretion pathway protein E","Bacterial secretion system"
"690","G655_09285","","(GenBank) general secretion pathway protein F","Bacterial secretion system"
"691","G655_09290","","(GenBank) general secretion pathway protein G","Bacterial secretion system"
"692","G655_09295","","(GenBank) general secretion pathway protein H","Bacterial secretion system"
"693","G655_09300","","(GenBank) general secretion pathway protein I","Bacterial secretion system"
"694","G655_09305","","(GenBank) general secretion pathway protein J","Bacterial secretion system"
"695","G655_09310","","(GenBank) general secretion pathway protein K","Bacterial secretion system"
"696","G655_09315","","(GenBank) general secretion pathway protein L","Bacterial secretion system"
"697","G655_09320","","(GenBank) general secretion pathway protein M","Bacterial secretion system"
"698","G655_t29306","","(GenBank) tRNA-Val","Aminoacyl-tRNA biosynthesis"
"699","G655_t29308","","(GenBank) tRNA-Asp","Aminoacyl-tRNA biosynthesis"
"700","G655_t29310","","(GenBank) tRNA-Asp","Aminoacyl-tRNA biosynthesis"
