"","Uniprot_ID","GO_Terms","eggNOG"
"312","A3CNV3","cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]","COG0128"
"313","A3CMU3","cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]","COG0289"
"314","A3CQT5","tetrahydrodipicolinate N-acetyltransferase activity [GO:0047200]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]","COG2171"
"315","A3CNV7","cytoplasm [GO:0005737]; 3-dehydroquinate synthase activity [GO:0003856]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]","COG0337"
"316","A3CP10","magnesium ion binding [GO:0000287]; phosphoenolpyruvate carboxylase activity [GO:0008964]; carbon fixation [GO:0015977]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]","COG2352"
"317","A3CLW6","cytoplasm [GO:0005737]; arginine deiminase activity [GO:0016990]; arginine catabolic process to ornithine [GO:0019547]","COG2235"
"318","A3CKU4","cytoplasm [GO:0005737]; damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]; DNA repair [GO:0006281]; DNA-dependent DNA replication [GO:0006261]","COG0389"
"319","A3CM58","protein transport [GO:0015031]","ENOG50315V3"
"320","A3CMR0","periplasmic space [GO:0042597]; polyamine binding [GO:0019808]; polyamine transport [GO:0015846]","COG0687"
"321","A3CPA8","lactoylglutathione lyase activity [GO:0004462]","COG0346"
"322","A3CPI2","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","COG2323"
"323","A3CP80",NA,NA
"324","A3CKP4","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG2207"
"325","A3CPN3",NA,"ENOG5031FGY"
"326","A3CNQ1","dTDP-glucose 4,6-dehydratase activity [GO:0008460]; nucleotide-sugar metabolic process [GO:0009225]","COG1088"
"327","A3CKI4",NA,NA
"328","A3CMJ1","integral component of membrane [GO:0016021]","COG3326"
"329","A3CNK6","integral component of membrane [GO:0016021]; beta-lactamase activity [GO:0008800]","COG1680"
"330","A3CKQ9","glutamate-ammonia ligase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]","COG0174"
"331","A3CM83","aminoacyltransferase activity [GO:0016755]; cell wall macromolecule biosynthetic process [GO:0044038]","COG2348"
"332","A3CN27","pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]","COG0022"
"333","A3CMM8",NA,"COG0456"
"334","A3CLZ0","integral component of membrane [GO:0016021]","ENOG5032VKF"
"335","A3CKA8","integral component of membrane [GO:0016021]","COG3505"
"336","A3CQ43","oxidoreductase activity [GO:0016491]","COG2249"
"337","A3CK36","nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491]","COG0673"
"338","A3CL61","precorrin-6Y C5,15-methyltransferase (decarboxylating) activity [GO:0046025]; protein methyltransferase activity [GO:0008276]; cobalamin biosynthetic process [GO:0009236]","COG2241"
"339","A3CR44","integral component of membrane [GO:0016021]","COG4300"
"340","A3CMN1","integral component of membrane [GO:0016021]","ENOG5032BT2"
"341","A3CMM4","integral component of membrane [GO:0016021]; CDP-diacylglycerol-serine O-phosphatidyltransferase activity [GO:0003882]; phospholipid biosynthetic process [GO:0008654]","COG1183"
"342","A3CNH3",NA,"ENOG5031GDZ"
"343","A3CNE0",NA,"ENOG5032B74"
"344","A3CLY7","cytoplasm [GO:0005737]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]; arginine biosynthetic process [GO:0006526]","COG4992"
"345","A3CMW9","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","COG0745"
"346","A3CJY3","hydrolase activity [GO:0016787]","COG3883"
"347","A3CJY3","hydrolase activity [GO:0016787]","COG3942"
"348","A3CKR7","DNA-binding transcription factor activity [GO:0003700]","COG1846"
"349","A3CQI1",NA,"COG2226"
"350","A3CPQ4","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; potassium:chloride symporter activity [GO:0015379]","COG0168"
"351","A3CLX8",NA,"ENOG50322YK"
"352","A3CL62","oxidoreductase activity [GO:0016491]; protein methyltransferase activity [GO:0008276]; cobalamin biosynthetic process [GO:0009236]","COG2242"
"353","A3CK94","ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]; ATPase-coupled transmembrane transporter activity [GO:0042626]","COG1108"
"354","A3CMB9","integral component of membrane [GO:0016021]","COG0628"
"355","A3CRC7","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]","COG0180"
"356","A3CML1","DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","COG1609"
"357","A3CNL4","integral component of membrane [GO:0016021]","COG1680"
"358","A3CKF9","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","COG0745"
"359","A3CNL2","integral component of membrane [GO:0016021]","COG1680"
"360","A3CNU4","kinase activity [GO:0016301]","COG3654"
"361","A3CKL9",NA,"COG2963"
"365","V6CF72",NA,NA
"369","A3CKU1","integral component of membrane [GO:0016021]","COG3610"
"370","A3CR87","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; D-alanine [D-alanyl carrier protein] ligase activity [GO:0047473]; lipoteichoic acid biosynthetic process [GO:0070395]","COG1020"
"371","A3CMW3","extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]","COG0810"
"372","A3CMW3","extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]","COG3583"
"373","A3CNA6","cytosol [GO:0005829]; integral component of membrane [GO:0016021]; purine-nucleoside phosphorylase activity [GO:0004731]; nucleoside catabolic process [GO:0009164]; purine nucleoside metabolic process [GO:0042278]","COG0813"
"374","A3CK31","ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; carbohydrate transport [GO:0008643]","COG3842"
"375","A3CN82","extracellular region [GO:0005576]; metal ion binding [GO:0046872]; nucleotidase activity [GO:0008252]; nucleotide binding [GO:0000166]; nucleotide catabolic process [GO:0009166]","COG0737"
"376","A3CL80","metal ion binding [GO:0046872]; porphobilinogen synthase activity [GO:0004655]; protoporphyrinogen IX biosynthetic process [GO:0006782]","COG0113"
"377","A3CKZ3","integral component of membrane [GO:0016021]; peptidase activity [GO:0008233]","COG2021"
"378","A3CPT2","ATP binding [GO:0005524]","COG1484"
"379","A3CNS7","histidinol-phosphatase activity [GO:0004401]; histidine biosynthetic process [GO:0000105]","COG1387"
"380","A3CQ64","ATP binding [GO:0005524]; transmembrane transporter activity [GO:0022857]; peptide transport [GO:0015833]","COG4608"
"381","A3CLK4",NA,"ENOG5030CQS"
"382","A3CPT1","oxidoreductase activity [GO:0016491]","COG0778"
"383","A3CM74","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA unwinding involved in DNA replication [GO:0006268]","COG0210"
"384","A3CMN0","extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; collagen binding [GO:0005518]; cell adhesion [GO:0007155]","COG4932"
"385","A3CL73","plasma membrane [GO:0005886]; ATP binding [GO:0005524]; transmembrane transporter activity [GO:0022857]; cobalt ion transport [GO:0006824]","COG1122"
"386","A3CKX2","membrane [GO:0016020]","COG1464"
"387","A3CJX6","beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]","COG2367"
"388","A3CKL3","thioredoxin peroxidase activity [GO:0008379]","COG2077"
"389","A3CKU7","integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]","COG1266"
"390","A3CPB9","ATP binding [GO:0005524]; transmembrane transporter activity [GO:0022857]","COG0488"
"391","A3CKC3","extracellular region [GO:0005576]; integral component of membrane [GO:0016021]","ENOG5030CSP"
"392","A3CKK7","integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]","COG1266"
"393","A3CQY4","manganese ion binding [GO:0030145]; protein tyrosine phosphatase activity [GO:0004725]; capsule polysaccharide biosynthetic process [GO:0045227]","COG4464"
"394","A3CNK3","ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]","COG1126"
"395","A3CMB3","integral component of membrane [GO:0016021]; ATP binding [GO:0005524]","COG0845"
"396","A3CK43","integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; hydrolase activity [GO:0016787]; proton transmembrane transporter activity [GO:0015078]","COG0636"
"397","A3CNX2","NAD+ kinase activity [GO:0003951]","COG1597"
"398","A3CN26","dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]","COG0508"
"399","A3CQA6","metal ion binding [GO:0046872]; cell adhesion [GO:0007155]; metal ion transport [GO:0030001]","COG0803"
"400","A3CPG0","ATP binding [GO:0005524]; transmembrane transporter activity [GO:0022857]","COG1136"
"401","A3CQG0","cytoplasm [GO:0005737]; ribonuclease III activity [GO:0004525]; rRNA binding [GO:0019843]; rRNA processing [GO:0006364]","COG1939"
"402","A3CKV1","cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]","COG1039"
"403","A3CPW9","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]","COG4585"
"404","A3CQX3","NAD+ binding [GO:0070403]; UDP-glucuronate decarboxylase activity [GO:0048040]; D-xylose metabolic process [GO:0042732]","COG0451"
"405","A3CM31","extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; collagen binding [GO:0005518]; cell adhesion [GO:0007155]","COG4932"
"406","A3CLT1","integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]","COG1266"
"407","A3CKL7","metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]","COG3590"
"408","A3CQL2","ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]","COG1126"
"409","A3CQ12",NA,"ENOG5031Z76"
"410","A3CPL7","integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]","ENOG502ZAUA"
"411","A3CPJ4","DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; DNA methylation [GO:0006306]","COG2189"
"412","A3CLT5","isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]","COG0538"
"413","A3CM98",NA,"COG0546"
"414","A3CNG6","hexosyltransferase activity [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194]","COG1819"
"415","A3CQM7","DNA binding [GO:0003677]; negative regulation of purine nucleobase metabolic process [GO:0045982]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleoside metabolic process [GO:0009116]","COG0503"
"416","A3CKF6","ATP binding [GO:0005524]","COG1131"
"417","A3CQS3","dUTP diphosphatase activity [GO:0004170]; magnesium ion binding [GO:0000287]; dUMP biosynthetic process [GO:0006226]; dUTP catabolic process [GO:0046081]","COG0756"
"418","A3CLK6","damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]","COG0389"
"419","A3CML2","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG2207"
"420","A3CMJ0","3-isopropylmalate dehydrogenase activity [GO:0003862]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; leucine biosynthetic process [GO:0009098]","COG0473"
"421","A3CLF6","cytoplasm [GO:0005737]; aspartate-tRNA ligase activity [GO:0004815]; aspartate-tRNA(Asn) ligase activity [GO:0050560]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; aspartyl-tRNA aminoacylation [GO:0006422]","COG0173"
"422","A3CN24","ATP binding [GO:0005524]; lipoate-protein ligase activity [GO:0016979]; protein lipoylation [GO:0009249]","COG0095"
"423","A3CLD8","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]","COG1200"
"424","A3CLB2","ethanolamine ammonia-lyase complex [GO:0009350]; ethanolamine degradation polyhedral organelle [GO:0031471]; cobalamin binding [GO:0031419]; ethanolamine ammonia-lyase activity [GO:0008851]; cellular amino acid metabolic process [GO:0006520]; ethanolamine catabolic process [GO:0046336]","COG4302"
"425","A3CMD5","peptidase activity [GO:0008233]","COG2267"
"426","A3CQJ1","metal ion binding [GO:0046872]; transketolase activity [GO:0004802]","COG0021"
"427","A3CNB6","iron-sulfur cluster assembly [GO:0016226]","COG0719"
"428","A3CMV3","extracellular region [GO:0005576]; amidase activity [GO:0004040]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]","COG1705"
"429","A3CLS5",NA,"COG1051"
"430","A3CKX0","cytoplasm [GO:0005737]; dihydroorotate dehydrogenase (fumarate) activity [GO:1990663]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]","COG0167"
"431","A3CRC4","RNA binding [GO:0003723]","COG2501"
"432","A3CMT3","cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; porphyrin-containing compound biosynthetic process [GO:0006779]","COG0635"
"433","A3CKY3","membrane [GO:0016020]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; transmembrane transporter activity [GO:0022857]; glycine betaine transport [GO:0031460]","COG4175"
"434","A3CL54","integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]","COG1132"
"435","A3CMT7","integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]","COG1266"
"436","A3CKF5","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; dihydroneopterin aldolase activity [GO:0004150]; kinase activity [GO:0016301]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]","COG0801"
"437","A3CKF5","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; dihydroneopterin aldolase activity [GO:0004150]; kinase activity [GO:0016301]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]","COG1539"
"438","A3CK01","5-(carboxyamino)imidazole ribonucleotide synthase activity [GO:0034028]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]; 'de novo' IMP biosynthetic process [GO:0006189]","COG0026"
"439","A3CLJ2","ATP binding [GO:0005524]; transmembrane transporter activity [GO:0022857]","COG1136"
"440","A3CN50","catalytic activity [GO:0003824]; coenzyme A biosynthetic process [GO:0015937]","COG0452"
"441","A3CKG0","integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]","COG2205"
"442","A3CL45","RNA binding [GO:0003723]; DNA-templated transcription, termination [GO:0006353]; regulation of transcription, DNA-templated [GO:0006355]; transcription antitermination [GO:0031564]","COG0781"
"443","A3CLR0","methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]; methylation [GO:0032259]","COG1189"
"444","A3CQ70","ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transport [GO:0015833]; protein transport [GO:0015031]; transmembrane transport [GO:0055085]","COG4166"
"445","A3CNB3","integral component of plasma membrane [GO:0005887]; fluoride transmembrane transporter activity [GO:1903425]","COG0239"
"446","A3CNV1","prephenate dehydratase activity [GO:0004664]; L-phenylalanine biosynthetic process [GO:0009094]","COG0077"
"447","A3CL67","uroporphyrin-III C-methyltransferase activity [GO:0004851]; uroporphyrinogen-III synthase activity [GO:0004852]; methylation [GO:0032259]; siroheme biosynthetic process [GO:0019354]","COG0007"
"448","A3CLQ6","ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; nicotinamide nucleotide metabolic process [GO:0046496]","COG0063"
"449","A3CNG3","phosphatase activity [GO:0016791]","COG0561"
"450","A3CMX4","L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; cellular protein modification process [GO:0006464]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]","COG0225"
"451","A3CMX4","L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; cellular protein modification process [GO:0006464]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]","COG0229"
"452","A3CQ76","membrane [GO:0016020]; ATP binding [GO:0005524]; transmembrane transporter activity [GO:0022857]","COG0396"
"453","A3CQY2","ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; capsule polysaccharide biosynthetic process [GO:0045227]","COG0489"
"454","A3CNG2","plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]; positive regulation of translation [GO:0045727]","COG0481"
"455","A3CKF2","dihydropteroate synthase activity [GO:0004156]; metal ion binding [GO:0046872]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]","COG0294"
"456","A3CKM3","D-glucosamine PTS permease activity [GO:0103111]; metal ion binding [GO:0046872]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]","COG1447"
"457","A3CLU3","integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]","COG0474"
"458","A3CQU6","ATP binding [GO:0005524]; glutamate-cysteine ligase activity [GO:0004357]; glutathione synthase activity [GO:0004363]; metal ion binding [GO:0046872]","COG1181"
"459","A3CQU6","ATP binding [GO:0005524]; glutamate-cysteine ligase activity [GO:0004357]; glutathione synthase activity [GO:0004363]; metal ion binding [GO:0046872]","COG2918"
"460","A3CQR5","ATP binding [GO:0005524]; transmembrane transporter activity [GO:0022857]","COG1101"
"461","A3CPY6","integral component of membrane [GO:0016021]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]","COG0744"
"462","A3CLI7","catalytic activity [GO:0003824]; nucleoside metabolic process [GO:0009116]","COG2820"
"463","A3CP44","phosphatase activity [GO:0016791]","COG0561"
"464","A3CNI8","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; nucleobase transmembrane transporter activity [GO:0015205]","COG2233"
"465","A3CNF1","integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]; potassium ion transport [GO:0006813]","COG0168"
"466","A3CMU2","lipid binding [GO:0008289]","COG1307"
"467","A3CLF3","extracellular region [GO:0005576]","COG1196"
"468","A3CNK1","integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]","COG1266"
"469","A3CPG3","integral component of membrane [GO:0016021]; kinase activity [GO:0016301]; phosphorelay signal transduction system [GO:0000160]","COG0642"
"470","A3CQQ5",NA,"ENOG5030CJS"
"471","A3CPX7","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; guanylate kinase activity [GO:0004385]","COG0194"
"472","A3CLV3","integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]","COG1132"
"473","A3CL08","4-amino-4-deoxychorismate synthase activity [GO:0046820]; lyase activity [GO:0016829]; folic acid-containing compound biosynthetic process [GO:0009396]","COG0115"
"474","A3CL08","4-amino-4-deoxychorismate synthase activity [GO:0046820]; lyase activity [GO:0016829]; folic acid-containing compound biosynthetic process [GO:0009396]","COG0147"
"475","A3CQS0","ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233]; recombinational repair [GO:0000725]","COG1066"
"476","A3CP93","ATP binding [GO:0005524]","COG3177"
"477","A3CQ55","3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]","COG0304"
"478","A3CNW9","envelope [GO:0031975]; aminopeptidase activity [GO:0004177]","COG0596"
"479","A3CM60","cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; protein N-acetylglucosaminyltransferase complex [GO:0017122]; glycosyltransferase activity [GO:0016757]; nucleotide binding [GO:0000166]; protein O-linked glycosylation via serine [GO:0018242]","COG0438"
"480","A3CPG6","integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]","COG4097"
"481","A3CLQ2","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]","COG0542"
"482","A3CNU9","RNA methyltransferase activity [GO:0008173]; ncRNA processing [GO:0034470]","COG2265"
"483","A3CKA3","extracellular region [GO:0005576]","ENOG5032BXE"
"484","A3CLR2","ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]","COG0497"
"485","A3CPS9","ATP binding [GO:0005524]; zinc ion binding [GO:0008270]","COG0553"
"486","A3CR09","integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]","COG1266"
"487","A3CLZ9","cytoplasm [GO:0005737]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; phosphoenolpyruvate-protein phosphotransferase activity [GO:0008965]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]","COG1080"
"488","A3CLA9","protein histidine kinase activity [GO:0004673]; phosphorelay signal transduction system [GO:0000160]","COG3920"
"489","A3CPK1",NA,"COG0517"
"490","A3CMB4","ATP binding [GO:0005524]; transmembrane transporter activity [GO:0022857]","COG1136"
"491","A3CL23","formimidoylglutamase activity [GO:0050415]; manganese ion binding [GO:0030145]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]","COG0010"
"492","A3CLF2","L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]","COG0436"
"493","A3CP24","DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","COG4443"
"494","A3CKI2","extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; collagen binding [GO:0005518]; cell adhesion [GO:0007155]","COG4932"
"495","A3CQ19","cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]","COG1358"
"496","A3CLK0","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","ENOG502ZBIK"
"497","A3CKX3","plasma membrane [GO:0005886]; ABC-type D-methionine transporter activity [GO:0033232]; ATP binding [GO:0005524]","COG1135"
"498","A3CKD2","penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]","COG0744"
"499","A3CKQ5","extracellular region [GO:0005576]","COG3064"
"500","A3CNL7","integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]","COG1132"
"501","A3CKD0","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; RNA binding [GO:0003723]; tyrosine-tRNA ligase activity [GO:0004831]; tyrosyl-tRNA aminoacylation [GO:0006437]","COG0162"
"502","A3CR95","integral component of membrane [GO:0016021]","COG1511"
"503","A3CPU6","cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; valine-tRNA ligase activity [GO:0004832]; valyl-tRNA aminoacylation [GO:0006438]","COG0525"
"504","A3CL28","formimidoyltetrahydrofolate cyclodeaminase activity [GO:0030412]; hydrolase activity [GO:0016787]","COG3404"
"505","A3CPK2","ATP binding [GO:0005524]; branched-chain amino acid transmembrane transporter activity [GO:0015658]","COG0410"
"506","A3CPP0","ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; transmembrane transporter activity [GO:0022857]","COG1119"
"507","A3CQ72","iron-sulfur cluster assembly [GO:0016226]","COG0719"
"508","A3CME6","integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]","COG1132"
"509","A3CQD8","extracellular region [GO:0005576]; fructan beta-fructosidase activity [GO:0051669]; levanase activity [GO:0031219]; carbohydrate metabolic process [GO:0005975]","COG5492"
"510","A3CQD8","extracellular region [GO:0005576]; fructan beta-fructosidase activity [GO:0051669]; levanase activity [GO:0031219]; carbohydrate metabolic process [GO:0005975]","COG1621"
"511","A3CQD8","extracellular region [GO:0005576]; fructan beta-fructosidase activity [GO:0051669]; levanase activity [GO:0031219]; carbohydrate metabolic process [GO:0005975]","COG3583"
"512","A3CQN3","extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; cell adhesion [GO:0007155]","COG4932"
"513","A3CKY5","integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]","COG0249"
"514","A3CMH5","integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]","COG5002"
"515","A3CQU9","cellular protein modification process [GO:0006464]","COG1397"
"516","A3CL83","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; adenosylcobinamide-GDP ribazoletransferase activity [GO:0051073]; cobalamin 5'-phosphate synthase activity [GO:0008818]; cobalamin biosynthetic process [GO:0009236]","COG0368"
"517","A3CMX5","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; phosphorelay signal transduction system [GO:0000160]","COG4753"
"518","A3CMX5","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; phosphorelay signal transduction system [GO:0000160]","COG2207"
"519","A3CMS2","extracellular region [GO:0005576]; integral component of membrane [GO:0016021]","COG2304"
"520","A3CNG5","cytoplasm [GO:0005737]; ferrochelatase activity [GO:0004325]; metal ion binding [GO:0046872]; heme biosynthetic process [GO:0006783]","COG0276"
