"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"198","R2866_0452","trnD1","(GenBank) tRNA-Asp","Aminoacyl-tRNA biosynthesis"
"199","R2866_0453","trnD2","(GenBank) tRNA-Asp","Aminoacyl-tRNA biosynthesis"
"200","R2866_0457","dcd","(GenBank) Deoxycytidine triphosphate deaminase (dCTP deaminase)","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"201","R2866_0458","udk","(GenBank) Uridine/cytidine kinase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"202","R2866_0459","afuA","(GenBank) Ferric transport system AfuABC; periplasmic-binding protein component","ABC transporters"
"203","R2866_0460","afuB","(GenBank) Ferric transport system AfuABC; permease component","ABC transporters"
"204","R2866_0461","afuC","(GenBank) Ferric transport system AfuABC; ATP-binding component","ABC transporters"
"205","R2866_0463","ppa","(GenBank) Putative inorganic pyrophosphatase","Oxidative phosphorylation"
"206","R2866_0464","trnK3","(GenBank) tRNA-Lys","Aminoacyl-tRNA biosynthesis"
"207","R2866_0465","trnL2","(GenBank) tRNA-Leu","Aminoacyl-tRNA biosynthesis"
"208","R2866_0466","trnG1","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"209","R2866_0467","pgsA","(GenBank) CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","Glycerophospholipid metabolism, Metabolic pathways"
"210","R2866_0469","metC","(GenBank) Cystathionine beta-lyase","Cysteine and methionine metabolism, Selenocompound metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"211","R2866_0472","znuA","(GenBank) Periplasmic zinc-binding protein","ABC transporters"
"212","R2866_0475","trnM1","(GenBank) tRNA-Met","Aminoacyl-tRNA biosynthesis"
"213","R2866_0477","trnR1","(GenBank) tRNA-Arg","Aminoacyl-tRNA biosynthesis"
"214","R2866_0478","trnH","(GenBank) tRNA-His","Aminoacyl-tRNA biosynthesis"
"215","R2866_0479","trnP1","(GenBank) tRNA-Pro","Aminoacyl-tRNA biosynthesis"
"216","R2866_0480","rrn16B","(GenBank) 16S ribosomal RNA","Ribosome"
"217","R2866_0481","trnE2","(GenBank) tRNA-Glu","Aminoacyl-tRNA biosynthesis"
"218","R2866_0482","rrn23B","(GenBank) 23S ribosomal RNA","Ribosome"
"219","R2866_0483","rrn5B","(GenBank) 5S ribosomal RNA","Ribosome"
"220","R2866_0486","bphH","(GenBank) Putative glutathione-S-transferase","Glutathione metabolism, Metabolic pathways"
"221","R2866_0487","serS","(GenBank) Seryl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"222","R2866_0492","ffh","(GenBank) 4.5S-RNP protein, GTP-binding export factor, part of signal recognition particle with 4.5 RNA","Quorum sensing, Protein export, Bacterial secretion system"
"223","R2866_0495","","(GenBank) Conserved hypothetical protein","Homologous recombination"
"224","R2866_0500","dapE","(GenBank) N-succinyl-diaminopimelate deacylase","Lysine biosynthesis, Metabolic pathways, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"225","R2866_0502","hitC","(GenBank) Iron(III) ABC transporter ATP-binding protein","ABC transporters"
"226","R2866_0503","hitB","(GenBank) Iron(III) ABC transporter permease protein","ABC transporters"
"227","R2866_0504","hitA","(GenBank) Iron(III) ABC transporter periplasmic-binding protein","ABC transporters"
"228","R2866_0510","garK","(GenBank) Glycerate kinase","Glycine, serine and threonine metabolism, Glycerolipid metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"
"229","R2866_0512","thrA","(GenBank) Aspartokinase I/homoserine dehydrogenase I","Glycine, serine and threonine metabolism, Monobactam biosynthesis, Cysteine and methionine metabolism, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"230","R2866_0513","thrB","(GenBank) Homoserine kinase","Glycine, serine and threonine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"231","R2866_0514","thrC","(GenBank) Threonine synthase","Glycine, serine and threonine metabolism, Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"232","R2866_0515","trnK4","(GenBank) tRNA-Lys","Aminoacyl-tRNA biosynthesis"
"233","R2866_0554","trnK5","(GenBank) tRNA-Lys","Aminoacyl-tRNA biosynthesis"
"234","R2866_0574","bla","(GenBank) beta-lactamase","beta-Lactam resistance"
"235","R2866_0606","ssb2","(GenBank) single-stranded DNA-binding protein","DNA replication, Mismatch repair, Homologous recombination"
"236","R2866_0612","dnaB1","(GenBank) probable DNA helicase","DNA replication"
"237","R2866_0614","trnL3","(GenBank) tRNA-Leu","Aminoacyl-tRNA biosynthesis"
"238","R2866_0615","trnC","(GenBank) tRNA-Cys","Aminoacyl-tRNA biosynthesis"
"239","R2866_0616","trnG2","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"240","R2866_0617","metB","(GenBank) Cystathionine gamma-synthase","Cysteine and methionine metabolism, Selenocompound metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"241","R2866_0618","ldhA","(GenBank) Fermentative D-lactate dehydrogenase, NAD-dependent","Pyruvate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"242","R2866_0624","cysS","(GenBank) Cysteinyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"243","R2866_0625","tesB","(GenBank) Acyl-CoA thioesterase II","Biosynthesis of unsaturated fatty acids"
"244","R2866_0629","nrdD","(GenBank) Anaerobic ribonucleoside-triphosphate reductase, alpha subunit","Purine metabolism, Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"245","R2866_0633","nadK","(GenBank) NAD kinase","Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of cofactors"
"246","R2866_0636","trpX","(GenBank) tRNA delta(2)-isopentenylpyrophosphate transferase (IPTase)","Metabolic pathways, Biosynthesis of secondary metabolites"
"247","R2866_0637","mutL","(GenBank) DNA mismatch repair protein MutL","Mismatch repair"
"248","R2866_0638","amiB","(GenBank) N-acetylmuramoyl-L-alanine amidase","Cationic antimicrobial peptide (CAMP) resistance"
"249","R2866_0640","folK","(GenBank) 7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"250","R2866_0641","pcnB","(GenBank) Poly(A) polymerase I","RNA degradation"
"251","R2866_0644","msbA","(GenBank) Lipid A export ATP-binding/permease protein","ABC transporters"
"252","R2866_0645","lpxK","(GenBank) Tetraacyldisaccharide 4'-kinase (Lipid A 4'-kinase)","Lipopolysaccharide biosynthesis, Metabolic pathways"
"253","R2866_0646","kdsB","(GenBank) 3-deoxy-D-manno-octulosonate cytidylyltransferase (CMP-KDOsynthetase)","Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"254","R2866_0647","uvrC","(GenBank) Excinuclease ABC subunit C","Nucleotide excision repair"
"255","R2866_0649","uxuA","(GenBank) Mannonate dehydratase","Pentose and glucuronate interconversions, Metabolic pathways"
"256","R2866_0655","kdgK","(GenBank) 2-dehydro-3-deoxygluconokinase (KDG kinase)","Pentose phosphate pathway, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"257","R2866_0657","kdgA","(GenBank) 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase","Pentose phosphate pathway, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"258","R2866_0660","trnS3","(GenBank) tRNA-Ser","Aminoacyl-tRNA biosynthesis"
"259","R2866_0664","xthA","(GenBank) Exodeoxyribonuclease III","Base excision repair"
"260","R2866_0669","","(GenBank) Probable ABC transporter, fused permease and ATP-binding components","ABC transporters"
"261","R2866_0673","mrdA","(GenBank) Penicillin-binding protein 2","Peptidoglycan biosynthesis, Metabolic pathways, beta-Lactam resistance"
"262","R2866_0676","dacA","(GenBank) D-alanyl-D-alanine carboxypeptidase, penicillin-binding protein 5","Peptidoglycan biosynthesis, Metabolic pathways"
"263","R2866_0678","lipB","(GenBank) Lipoyl(octanyl)-acyl carrier protein: protein transferase","Lipoic acid metabolism, Metabolic pathways, Biosynthesis of cofactors"
"264","R2866_0679","lipA","(GenBank) Lipoate biosynthesis protein A","Lipoic acid metabolism, Metabolic pathways, Biosynthesis of cofactors"
"265","R2866_0680","citC","(GenBank) Citrate lyase synthetase (citrate (pro-3S)-lyase ligase)","Two-component system"
"266","R2866_0681","citD","(GenBank) Citrate lyase gamma chain, acyl carrier protein","Two-component system"
"267","R2866_0682","citE","(GenBank) Citrate lyase beta chain, citryl-ACP lyase","Two-component system"
"268","R2866_0683","citF","(GenBank) Citrate lyase alpha chain, citrate-ACP transferase","Two-component system"
"269","R2866_0684","citXG","(GenBank) CitXG bifunctional protein","Two-component system"
"270","R2866_0687","ung","(GenBank) Uracil DNA glycosylase","Base excision repair"
"271","R2866_0690","lepB","(GenBank) Leader peptidase (signal peptidase I), serine protease","Protein export"
"272","R2866_0694","holD","(GenBank) DNA polymerase III, psi subunit","DNA replication, Mismatch repair, Homologous recombination"
"273","R2866_0697","fdnI","(GenBank) Formate dehydrogenase-N, cytochrome B556(Fdn) gamma subunit, nitrate-inducible","Glyoxylate and dicarboxylate metabolism, Methane metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"274","R2866_0698","fdnH","(GenBank) Formate dehydrogenase-N, Fe-S beta subunit, nitrate-inducible","Glyoxylate and dicarboxylate metabolism, Methane metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"275","R2866_0699","fdnG","(GenBank) Formate dehydrogenase-N, major subunit","Glyoxylate and dicarboxylate metabolism, Methane metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"276","R2866_0703","","(GenBank) Probable long-chain-fatty-acid--CoA ligase (Long-chain acyl-CoA synthetase) (LACS)","Fatty acid biosynthesis, Fatty acid degradation, Metabolic pathways, Fatty acid metabolism, Quorum sensing"
"277","R2866_0704","gapdH","(GenBank) Glyceraldehyde-3-phosphate dehydrogenase","Glycolysis / Gluconeogenesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"278","R2866_0705","gmk","(GenBank) Guanylate kinase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"279","R2866_0706","rpoZ","(GenBank) DNA-directed RNA polymerase omega chain","RNA polymerase"
"280","R2866_0707","spoT","(GenBank) (p)ppGpp synthetase II/guanosine-3,5-bis pyrophosphate 3-pyrophosphohydrolase","Purine metabolism, Metabolic pathways"
"281","R2866_0708","recG","(GenBank) ATP-dependent DNA helicase","Homologous recombination"
"282","R2866_0709","murI","(GenBank) Glutamate racemase","D-Amino acid metabolism, Metabolic pathways"
"283","R2866_0710","lldD","(GenBank) L-lactate dehydrogenase, FMN-linked","Pyruvate metabolism, Metabolic pathways"
"284","R2866_0711","rrn16C","(GenBank) 16S ribosomal RNA","Ribosome"
"285","R2866_0712","trnI1","(GenBank) tRNA-Ile","Aminoacyl-tRNA biosynthesis"
"286","R2866_0713","trnA2","(GenBank) tRNA-Ala","Aminoacyl-tRNA biosynthesis"
"287","R2866_0714","rrn23C","(GenBank) 23S ribosomal RNA","Ribosome"
"288","R2866_0715","rrn5C","(GenBank) 5S ribosomal RNA","Ribosome"
"289","R2866_0723","fabI","(GenBank) Enoyl-(acyl carrier protein) reductase","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Biosynthesis of cofactors"
"290","R2866_0726","ybgJ","(GenBank) Conserved hypothetical protein","Glutathione metabolism, Metabolic pathways"
"291","R2866_0727","ybgK","(GenBank) Conserved hypothetical protein","Glutathione metabolism, Metabolic pathways"
"292","R2866_0728","ybgL","(GenBank) Conserved hypothetical protein","Glutathione metabolism, Metabolic pathways"
"293","R2866_0730","argG","(GenBank) Argininosuccinate synthetase","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"294","R2866_0731","purC","(GenBank) Phosphoribosylaminoimidazole-succinocarboxamidesynthase","Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"295","R2866_0732","ponB","(GenBank) Penicillin-binding protein 1B","Peptidoglycan biosynthesis, Metabolic pathways"
"296","R2866_0736","glnD","(GenBank) PII uridylyl-transferase","Two-component system"
"297","R2866_0737","rfe","(GenBank) UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase","O-Antigen repeat unit biosynthesis, Teichoic acid biosynthesis, Metabolic pathways"
"298","R2866_0738","trnG3","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"299","R2866_0739","trnG4","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"300","R2866_0741","rsgA","(GenBank) Ribosome-small-subunit-dependent GTPase","Thiamine metabolism, Metabolic pathways"
"301","R2866_0742","ptsH","(GenBank) PTS system, phosphocarrier protein HPr","Phosphotransferase system (PTS)"
"302","R2866_0743","ptsI","(GenBank) PTS system, phosphoenolpyruvate-protein phosphotransferase","Phosphotransferase system (PTS)"
"303","R2866_0744","crr","(GenBank) PTS system, glucose-specific IIA component Crr","Glycolysis / Gluconeogenesis, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Phosphotransferase system (PTS)"
"304","R2866_0747","qseB","(GenBank) Probable two-component regulator,transcriptional regulatory component QseB","Two-component system, Quorum sensing"
"305","R2866_0748","qseC","(GenBank) Probable two-component regulator, sensory histidine kinase component QseC","Two-component system, Quorum sensing"
"306","R2866_0750","pepA","(GenBank) Leucyl aminopeptidase","Glutathione metabolism, Metabolic pathways"
"307","R2866_0751","lptF","(GenBank) Lipopolysaccharide export permease, LptF","ABC transporters"
"308","R2866_0752","lptG","(GenBank) Lipopolysaccharide export permease, LptG","ABC transporters"
"309","R2866_0753","metE","(GenBank) 5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase","Cysteine and methionine metabolism, Selenocompound metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"310","R2866_0762","modA","(GenBank) Molybdenum ABC transporter, periplasmic-binding protein","ABC transporters"
"311","R2866_0763","modB","(GenBank) Molybdenum ABC transporter, permease protein","ABC transporters"
"312","R2866_0764","modC","(GenBank) Molybdenum ABC transporter, ATP-binding protein","ABC transporters"
"313","R2866_0766","nth","(GenBank) DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)","Base excision repair"
"314","R2866_0776","kdsC","(GenBank) 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase","Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"315","R2866_0777","kpsF","(GenBank) Arabinose-5-phosphate isomerase","Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"316","R2866_0780","moaA","(GenBank) Molybdenum cofactor biosynthesis protein A","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"317","R2866_0781","moaC","(GenBank) Molybdenum cofactor biosynthesis protein C","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"318","R2866_0782","moaD","(GenBank) Molybdopterin synthase, small subunit","Sulfur relay system"
"319","R2866_0783","moaE","(GenBank) Molybdopterin synthase, large subunit","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"320","R2866_0791","ycbL","(GenBank) Conserved hypothetical protein","Pyruvate metabolism, Metabolic pathways"
"321","R2866_0792","sucA","(GenBank) 2-oxoglutarate dehydrogenase E1 component","Citrate cycle (TCA cycle), Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"322","R2866_0793","sucB","(GenBank) 2-oxoglutarate dehydrogenase E2 component dihydrolipoamide succinyltransferase","Citrate cycle (TCA cycle), Lysine degradation, Tryptophan metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"323","R2866_0794","nrdB","(GenBank) Ribonucleoside diphosphate reductase 1, beta subunit","Purine metabolism, Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"324","R2866_0795","nrdA","(GenBank) Ribonucleoside-diphosphate reductase 1, alpha subunit","Purine metabolism, Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"325","R2866_0805","dld","(GenBank) D-lactate dehydrogenase","Pyruvate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"326","R2866_0806","pdxT","(GenBank) Glutamine amidotransferase subunit PdxT","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"327","R2866_0807","pdxS","(GenBank) Pyridoxine biosynthesis lyase PdxS","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"328","R2866_0808","cmkA","(GenBank) Cytidylate kinase 1","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"329","R2866_0809","rpS1","(GenBank) 30S ribosomal protein S1","Ribosome"
"330","R2866_0813","pyrF","(GenBank) Orotidine 5'-phosphate decarboxylase","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"331","R2866_0817","upp","(GenBank) Uracil phosphoribosyltransferase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"332","R2866_0818","dnaX","(GenBank) DNA polymerase III, subunits gamma and tau","DNA replication, Mismatch repair, Homologous recombination"
"333","R2866_0819","apt","(GenBank) Adenine phosphoribosyltransferase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"334","R2866_0820","lpdA","(GenBank) Dihydrolipoamide dehydrogenase","Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Glycine, serine and threonine metabolism, Valine, leucine and isoleucine degradation, Lysine degradation, Tryptophan metabolism, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of cofactors"
"335","R2866_0821","aceF","(GenBank) Dihydrolipoamide acetyltransferase","Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"336","R2866_0822","aceE","(GenBank) Pyruvate dehydrogenase, E1 component","Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"337","R2866_0823","mgsA","(GenBank) Methylglyoxal synthase","Propanoate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"338","R2866_0825","dnaK","(GenBank) Molecular chaperone DnaK (Hsp70)","RNA degradation"
"339","R2866_0827","proA","(GenBank) Gamma-glutamyl phosphate reductase","Arginine and proline metabolism, Carbapenem biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"340","R2866_0833","maeB","(GenBank) NADP-dependent malic enzyme (NADP-ME)","Pyruvate metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"341","R2866_0835","uvrB","(GenBank) Excinuclease ABC, subunit B","Nucleotide excision repair"
"342","R2866_0836","trnN1","(GenBank) tRNA-Asn","Aminoacyl-tRNA biosynthesis"
"343","R2866_0845","mfd","(GenBank) Transcription-repair coupling factor","Nucleotide excision repair"
"344","R2866_0847","accD","(GenBank) Acetyl-CoA carboxylase carboxyl transferase, beta subunit","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Fatty acid metabolism"
"345","R2866_0848","folC","(GenBank) Bifunctional folylpolyglutamate synthase/dihydrofolate synthase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"346","R2866_0850","met2","(GenBank) Homoserine O-acetyltransferase","Cysteine and methionine metabolism, Sulfur metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"347","R2866_0856","gloB","(GenBank) Glyoxalase II","Pyruvate metabolism, Metabolic pathways"
"348","R2866_0858","metG","(GenBank) Methionyl-tRNA synthetase","Selenocompound metabolism, Aminoacyl-tRNA biosynthesis, Metabolic pathways"
"349","R2866_0861","neuA","(GenBank) N-acylneuraminate cytidylyltransferase","Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"350","R2866_0863","trnM2","(GenBank) tRNA-Met","Aminoacyl-tRNA biosynthesis"
"351","R2866_0873","tyrA","(GenBank) Fused chorismate mutase T/prephenate dehydrogenase","Phenylalanine, tyrosine and tryptophan biosynthesis, Novobiocin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"352","R2866_0874","queF","(GenBank) NADPH-dependent 7-cyano-7-deazaguanine reductase QueF","Folate biosynthesis, Metabolic pathways"
"353","R2866_0881","dgt","(GenBank) Conserved hypothetical protein","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"354","R2866_0883","can","(GenBank) Carbonic anhydrase 2","Nitrogen metabolism, Metabolic pathways"
"355","R2866_0884","asnS","(GenBank) Asparaginyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"356","R2866_0885","ribH","(GenBank) Riboflavin synthase beta chain","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"357","R2866_0887","thiL","(GenBank) Thiamin-monophosphate kinase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"358","R2866_0888","pgpA","(GenBank) Phosphatidylglycerophosphatase A","Glycerophospholipid metabolism, Metabolic pathways"
"359","R2866_0890","dapB","(GenBank) Dihydrodipicolinate reductase","Monobactam biosynthesis, Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of amino acids"
"360","R2866_0893","pheS","(GenBank) Phenylalanyl-tRNA synthetase, alpha subunit","Aminoacyl-tRNA biosynthesis"
"361","R2866_0894","pheT","(GenBank) Phenylalanyl-tRNA synthetase, beta subunit","Aminoacyl-tRNA biosynthesis"
"362","R2866_0898","","(GenBank) Conserved hypothetical protein","Purine metabolism, Pyrimidine metabolism, Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism"
"363","R2866_0899","","(GenBank) Putative NAD-dependent protein deacetylase","Nicotinate and nicotinamide metabolism, Metabolic pathways"
"364","R2866_0908","","(GenBank) Conserved hypothetical protein","Glycolysis / Gluconeogenesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"
"365","R2866_0910","rpL35","(GenBank) 50S ribosomal protein L35","Ribosome"
"366","R2866_0911","rpL20","(GenBank) 50S ribosomal protein L20","Ribosome"
"367","R2866_0912","recB","(GenBank) Exodeoxyribonuclease V, beta subunit","Homologous recombination"
"368","R2866_0913","recD","(GenBank) Exodeoxyribonuclease V, alpha subunit","Homologous recombination"
"369","R2866_0916","fabA","(GenBank) 3-hydroxydecanoyl-ACP dehydratase","Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism"
"370","R2866_0919","rps15-A","(GenBank) 30S ribosomal protein S15","Ribosome"
"371","R2866_0920","dacB","(GenBank) D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase","Peptidoglycan biosynthesis, Metabolic pathways"
"372","R2866_0925","folP","(GenBank) 7,8-dihydropteroate synthase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"373","R2866_0926","glmM","(GenBank) Phosphoglucosamine mutase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"374","R2866_0939","moeB","(GenBank) Molybdopterin biosynthesis protein MoeB","Sulfur relay system"
"375","R2866_0940","moeA","(GenBank) Molybdopterin biosynthesis protein MoeA","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"376","R2866_0941","folE","(GenBank) GTP cyclohydrolase I","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"377","R2866_0943","ynfK","(GenBank) Putative dithiobiotin synthase","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"378","R2866_0944","metF","(GenBank) 5,10-methylenetetrahydrofolate reductase","One carbon pool by folate, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"379","R2866_0945","rpL13","(GenBank) 50S ribosomal protein L13","Ribosome"
"380","R2866_0946","rpS9","(GenBank) 30S ribosomal protein S9","Ribosome"
"381","R2866_0949","dxs","(GenBank) 1-deoxyxylulose-5-phosphate synthase","Thiamine metabolism, Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
"382","R2866_0950","ispA","(GenBank) Geranyltranstransferase","Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
"383","R2866_0951","xseB","(GenBank) Exodeoxyribonuclease VII, small subunit","Mismatch repair"
"384","R2866_0952","thiI","(GenBank) Thiamine biosynthesis protein ThiI","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"385","R2866_0959","trpA","(GenBank) Tryptophan synthase, alpha subunit","Glycine, serine and threonine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"386","R2866_0960","trpB","(GenBank) Tryptophan synthase, beta subunit","Glycine, serine and threonine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"387","R2866_0962","purM","(GenBank) Phosphoribosylaminoimidazole synthetase","Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"388","R2866_0963","purN","(GenBank) Phosphoribosylglycinamide formyltransferase","Purine metabolism, One carbon pool by folate, Metabolic pathways, Biosynthesis of secondary metabolites"
"389","R2866_0967","trnL4","(GenBank) tRNA-Leu","Aminoacyl-tRNA biosynthesis"
"390","R2866_1001","pyrD","(GenBank) Dihydroorotate dehydrogenase","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"391","R2866_1004","fumC","(GenBank) Fumarate hydratase class II","Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"392","R2866_1005","holC","(GenBank) DNA polymerase III, chi subunit","DNA replication, Mismatch repair, Homologous recombination"
"393","R2866_1008","valS","(GenBank) Valyl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"394","R2866_1010","trpCF","(GenBank) Indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"395","R2866_1011","trpD","(GenBank) Anthanilate phosphoribosyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"396","R2866_1013","trpG","(GenBank) Anthranilate synthase component II","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids, Quorum sensing"
