"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","KEGG_Pathway"
"300","USA300HOU_0885","lipA","(GenBank) lipooyl synthase","A8Z1I3","cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]; protein lipoylation [GO:0009249]",NA,"Lipoic acid metabolism, Metabolic pathways, Biosynthesis of cofactors"
"301","USA300HOU_0890","","(GenBank) dehydrogenase",NA,NA,NA,"Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"
"302","USA300HOU_0893","dltA","(GenBank) long-chain-fatty-acid--CoA ligase","A8Z1J1","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; D-alanine [D-alanyl carrier protein] ligase activity [GO:0047473]; lipoteichoic acid biosynthetic process [GO:0070395]",NA,"D-Amino acid metabolism, Teichoic acid biosynthesis, Metabolic pathways, Cationic antimicrobial peptide (CAMP) resistance, Two-component system, Staphylococcus aureus infection"
"303","USA300HOU_0894","dltB","(GenBank) D-alanine transfer protein DltB",NA,NA,NA,"Teichoic acid biosynthesis, Cationic antimicrobial peptide (CAMP) resistance, Two-component system, Staphylococcus aureus infection"
"304","USA300HOU_0895","dltC","(GenBank) D-alanine--poly(phosphoribitol) ligase","A8Z1J3","cytoplasm [GO:0005737]; D-alanyl carrier activity [GO:0036370]; cell wall organization [GO:0071555]; lipoteichoic acid biosynthetic process [GO:0070395]",NA,"D-Amino acid metabolism, Teichoic acid biosynthesis, Metabolic pathways, Cationic antimicrobial peptide (CAMP) resistance, Two-component system, Staphylococcus aureus infection"
"305","USA300HOU_0896","dltD","(GenBank) D-alanine transfer protein DltD",NA,NA,NA,"Teichoic acid biosynthesis, Cationic antimicrobial peptide (CAMP) resistance, Two-component system, Staphylococcus aureus infection"
"306","USA300HOU_0899","","(GenBank) NADH dehydrogenase",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways"
"307","USA300HOU_0900",NA,NA,"A8Z1J8",NA,NA,NA
"308","USA300HOU_0902","","(GenBank) NADH dehydrogenase",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways"
"309","USA300HOU_0906",NA,NA,"A8Z053","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; monovalent cation:proton antiporter activity [GO:0005451]; sodium ion transport [GO:0006814]",NA,NA
"310","USA300HOU_0907",NA,NA,"A8Z054","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; ion transmembrane transporter activity [GO:0015075]; sodium ion transport [GO:0006814]",NA,NA
"311","USA300HOU_0908",NA,NA,"A8Z055","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; cation transmembrane transporter activity [GO:0008324]; proton transmembrane transport [GO:1902600]; sodium ion transport [GO:0006814]",NA,NA
"312","USA300HOU_0909",NA,NA,"A8Z056","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; potassium:proton antiporter activity [GO:0015386]; ATP synthesis coupled electron transport [GO:0042773]; sodium ion transport [GO:0006814]",NA,NA
"313","USA300HOU_0910",NA,NA,"A8Z057","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; cation transmembrane transporter activity [GO:0008324]; sodium ion transport [GO:0006814]",NA,NA
"314","USA300HOU_0911",NA,NA,"A8Z058","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; cation transmembrane transporter activity [GO:0008324]; sodium ion transport [GO:0006814]",NA,NA
"315","USA300HOU_0912",NA,NA,"A8Z059","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; monovalent cation:proton antiporter activity [GO:0005451]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]; sodium ion transport [GO:0006814]",NA,NA
"316","USA300HOU_0913","kapB","(GenBank) hypothetical protein",NA,NA,NA,"Two-component system"
"317","USA300HOU_0916","rocD","(GenBank) ornithine--oxo-acid transaminase",NA,NA,NA,"Arginine and proline metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"318","USA300HOU_0917","gudB","(GenBank) glutamate dehydrogenase",NA,NA,NA,"Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Taurine and hypotaurine metabolism, Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"319","USA300HOU_0918","glpQ2","(GenBank) glycerophosphodiester phosphodiesterase",NA,NA,NA,"Glycerophospholipid metabolism"
"320","USA300HOU_0919","argH","(GenBank) argininosuccinate lyase","A8Z066","cytoplasm [GO:0005737]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]",NA,"Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"321","USA300HOU_0920","argG","(GenBank) argininosuccinate synthase","A8Z067","cytoplasm [GO:0005737]; argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]",NA,"Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"322","USA300HOU_0921","pgi","(GenBank) glucose-6-phosphate isomerase",NA,NA,NA,"Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of nucleotide sugars"
"323","USA300HOU_0923","spsA","(GenBank) Sec family Type I general secretory pathway S26 family signal peptidase I",NA,NA,NA,"Protein export"
"324","USA300HOU_0924","spsB","(GenBank) Sec family Type I general secretory pathway S26 family signal peptidase I",NA,NA,NA,"Protein export"
"325","USA300HOU_0925",NA,NA,"A8Z072","4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-3' exonuclease activity [GO:0008409]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; double-strand break repair via homologous recombination [GO:0000724]",NA,NA
"326","USA300HOU_0926",NA,NA,"A8Z073","3'-5' exonuclease activity [GO:0008408]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; double-stranded DNA binding [GO:0003690]; double-strand break repair via homologous recombination [GO:0000724]",NA,NA
"327","USA300HOU_0928",NA,NA,"A8Z075","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,NA
"328","USA300HOU_0929",NA,NA,"A8Z076","CoA-disulfide reductase activity [GO:0050451]; flavin adenine dinucleotide binding [GO:0050660]; NADP binding [GO:0050661]; protein disulfide isomerase activity [GO:0003756]; cell redox homeostasis [GO:0045454]",NA,NA
"329","USA300HOU_0930","","(GenBank) possible HAD superfamily hydrolase",NA,NA,NA,"Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"330","USA300HOU_0935","leuA1","(GenBank) 2-isopropylmalate synthase",NA,NA,NA,"Valine, leucine and isoleucine biosynthesis, Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
"331","USA300HOU_0939","eap","(GenBank) possible extracellular adherence protein Eap",NA,NA,NA,"Staphylococcus aureus infection"
"332","USA300HOU_0941","fabH1","(GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase","A8Z088","cytoplasm [GO:0005737]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]; fatty acid biosynthetic process [GO:0006633]",NA,"Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism"
"333","USA300HOU_0942","fabH2","(GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase",NA,NA,NA,"Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Fatty acid metabolism, Biosynthesis of cofactors"
"334","USA300HOU_0944","oppB1","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, membrane protein",NA,NA,NA,"beta-Lactam resistance, ABC transporters, Quorum sensing"
"335","USA300HOU_0945","oppC1","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, membrane protein",NA,NA,NA,"beta-Lactam resistance, ABC transporters, Quorum sensing"
"336","USA300HOU_0946","oppD1","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, ABC protein",NA,NA,NA,"beta-Lactam resistance, ABC transporters, Quorum sensing"
"337","USA300HOU_0947","oppF1","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, ABC protein",NA,NA,NA,"beta-Lactam resistance, ABC transporters, Quorum sensing"
"338","USA300HOU_0948","oppA1","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, binding protein",NA,NA,NA,"beta-Lactam resistance, ABC transporters, Quorum sensing"
"339","USA300HOU_0949","oppA2","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, binding protein",NA,NA,NA,"Quorum sensing"
"340","USA300HOU_0950","oppD2","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, ABC protein",NA,NA,NA,"Quorum sensing"
"341","USA300HOU_0951","oppD3","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, ABC protein",NA,NA,NA,"Quorum sensing"
"342","USA300HOU_0952","oppB3","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, membrane protein",NA,NA,NA,"Quorum sensing"
"343","USA300HOU_0953","oppC3","(GenBank) oligopeptide ABC superfamily ATP binding cassette transporter, membrane protein",NA,NA,NA,"Quorum sensing"
"344","USA300HOU_0954","trpS","(GenBank) tryptophan--tRNA ligase",NA,NA,NA,"Aminoacyl-tRNA biosynthesis"
"345","USA300HOU_0956",NA,NA,"A8Z0A3","protein-macromolecule adaptor activity [GO:0030674]",NA,NA
"346","USA300HOU_0962",NA,NA,"A8Z0A8",NA,NA,NA
"347","USA300HOU_0963","relA1","(GenBank) GTP diphosphokinase",NA,NA,NA,"Purine metabolism, Metabolic pathways"
"348","USA300HOU_0964","ppnK","(GenBank) possible NAD(+) kinase","A8Z0B0","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD+ kinase activity [GO:0003951]; NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]",NA,"Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of cofactors"
"349","USA300HOU_0969","fabI","(GenBank) enoyl-[acyl-carrier-protein] reductase (NADH)",NA,NA,NA,"Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Biosynthesis of cofactors"
"350","USA300HOU_0973",NA,NA,"A8Z0B9","hydrolase activity, acting on ester bonds [GO:0016788]",NA,NA
"351","USA300HOU_0975","","(GenBank) 1,2-diacylglycerol 3-glucosyltransferase","A8Z0C1","plasma membrane [GO:0005886]; 1,2-diacylglycerol 3-glucosyltransferase activity [GO:0047228]; enterobacterial common antigen biosynthetic process [GO:0009246]; glycolipid biosynthetic process [GO:0009247]; lipoteichoic acid biosynthetic process [GO:0070395]",NA,"Teichoic acid biosynthesis, Glycerolipid metabolism, Metabolic pathways"
"352","USA300HOU_0976","murE1","(GenBank) UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",NA,NA,NA,"Peptidoglycan biosynthesis, Metabolic pathways"
"353","USA300HOU_0978",NA,NA,"A8Z0C4","cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon specific [GO:0016149]; regulation of translational termination [GO:0006449]",NA,NA
"354","USA300HOU_0983","","(GenBank) competence protein",NA,NA,NA,"Quorum sensing"
"355","USA300HOU_0984","","(GenBank) glycosyltransferase",NA,NA,NA,"Teichoic acid biosynthesis"
"356","USA300HOU_0989","menA","(GenBank) 1,4-dihydroxy-2-naphthoate octaprenyltransferase",NA,NA,NA,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"357","USA300HOU_0990","menF","(GenBank) isochorismate synthase",NA,NA,NA,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"358","USA300HOU_0991","menD","(GenBank) 2-oxoglutarate decarboxylase","A8Z0D7","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity [GO:0070204]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; thiamine pyrophosphate binding [GO:0030976]; menaquinone biosynthetic process [GO:0009234]",NA,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"359","USA300HOU_0992","","(GenBank) S33 family peptidase",NA,NA,NA,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"360","USA300HOU_0993","menB","(GenBank) naphthoate synthase",NA,NA,NA,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"361","USA300HOU_0996","sspA","(GenBank) S01 family glutamyl endopeptidase",NA,NA,NA,"Quorum sensing"
"362","USA300HOU_1000","","(GenBank) LytR family transcriptional regulator",NA,NA,NA,"Teichoic acid biosynthesis"
"363","USA300HOU_1002","qoxD","(GenBank) possible cytochrome c oxidase subunit IV",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways"
"364","USA300HOU_1003","qoxC","(GenBank) quinol oxidase subunit III",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways"
"365","USA300HOU_1004","qoxB","(GenBank) quinol oxidase subunit I",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways"
"366","USA300HOU_1005","qoxA","(GenBank) quinol oxidase subunit II",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways"
"367","USA300HOU_1008","folD","(GenBank) bifunctional methylenetetrahydrofolate dehydrogenase (NADP(+))/methenyltetrahydrofolate cyclohydrolase","A8Z1K5","methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]",NA,"One carbon pool by folate, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of cofactors"
"368","USA300HOU_1009","purE","(GenBank) 5-(carboxyamino)imidazole ribonucleotide mutase",NA,NA,NA,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"369","USA300HOU_1010","purK","(GenBank) 5-(carboxyamino)imidazole ribonucleotide synthase",NA,NA,NA,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"370","USA300HOU_1011","purC","(GenBank) phosphoribosylaminoimidazolesuccinocarboxamide synthase","A8Z1K8","ATP binding [GO:0005524]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]; 'de novo' IMP biosynthetic process [GO:0006189]; cobalamin biosynthetic process [GO:0009236]",NA,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"371","USA300HOU_1012","purS","(GenBank) phosphoribosylformylglycinamidine synthase",NA,NA,NA,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"372","USA300HOU_1013","purQ","(GenBank) phosphoribosylformylglycinamidine synthase subunit I",NA,NA,NA,"Arginine biosynthesis, Purine metabolism, Alanine, aspartate and glutamate metabolism, D-Amino acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"373","USA300HOU_1014","purL","(GenBank) phosphoribosylformylglycinamidine synthase subunit II","A8Z1L1","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]",NA,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"374","USA300HOU_1015","purF","(GenBank) amidophosphoribosyltransferase",NA,NA,NA,"Purine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"375","USA300HOU_1016","purM","(GenBank) phosphoribosylformylglycinamidine cyclo-ligase","A8Z1L3","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; 'de novo' IMP biosynthetic process [GO:0006189]",NA,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"376","USA300HOU_1017","purH","(GenBank) bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase",NA,NA,NA,"Purine metabolism, One carbon pool by folate, Metabolic pathways, Biosynthesis of secondary metabolites"
"377","USA300HOU_1018","purD","(GenBank) phosphoribosylamine--glycine ligase",NA,NA,NA,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"378","USA300HOU_1019","","(GenBank) ABC superfamily ATP binding cassette transporter, membrane protein",NA,NA,NA,"ABC transporters"
"379","USA300HOU_1025","ptsH","(GenBank) PTS family porter component HPr",NA,NA,NA,"Phosphotransferase system (PTS)"
"380","USA300HOU_1026","ptsI","(GenBank) PTS family phosphoenolpyruvate (PEP) porter component I",NA,NA,NA,"Phosphotransferase system (PTS)"
"381","USA300HOU_1028","cydA","(GenBank) cytochrome d ubiquinol oxidase subunit I",NA,NA,NA,"Oxidative phosphorylation, Two-component system"
"382","USA300HOU_1029","cydB","(GenBank) cytochrome d ubiquinol oxidase subunit II",NA,NA,NA,"Oxidative phosphorylation, Two-component system"
"383","USA300HOU_1031","","(GenBank) metallo-beta-lactamase",NA,NA,NA,"RNA degradation"
"384","USA300HOU_1032",NA,NA,"A8Z1M9","DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; transcription, DNA-templated [GO:0006351]",NA,NA
"385","USA300HOU_1036","pdhA","(GenBank) pyruvate dehydrogenase (acetyl-transferring) alpha subunit",NA,NA,NA,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"386","USA300HOU_1037","phdB","(GenBank) pyruvate dehydrogenase (acetyl-transferring) beta subunit",NA,NA,NA,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"387","USA300HOU_1038","pdhC","(GenBank) dihydrolipoyllysine-residue acetyltransferase",NA,NA,NA,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"388","USA300HOU_1039","pdhD","(GenBank) dihydrolipoyl dehydrogenase",NA,NA,NA,"Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Glycine, serine and threonine metabolism, Valine, leucine and isoleucine degradation, Lysine degradation, Tryptophan metabolism, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of cofactors"
"389","USA300HOU_1040",NA,NA,"A8Z1N7",NA,NA,NA
"390","USA300HOU_1042","potA","(GenBank) spermidine/putrescine ABC superfamily ATP binding cassette transporter, ABC protein",NA,NA,NA,"ABC transporters"
"391","USA300HOU_1043","potD","(GenBank) spermidine/putrescine ABC superfamily ATP binding cassette transporter, binding protein",NA,NA,NA,"ABC transporters"
"392","USA300HOU_1050",NA,NA,"A8Z1P7",NA,NA,NA
"393","USA300HOU_1052","pycA","(GenBank) pyruvate carboxylase",NA,NA,NA,"Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids"
"394","USA300HOU_1053","ctaA","(GenBank) cytochrome oxidase assembly protein","A8Z1Q0","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]; heme A biosynthetic process [GO:0006784]",NA,"Oxidative phosphorylation, Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors, Two-component system"
"395","USA300HOU_1054","ctaB","(GenBank) protoheme IX farnesyltransferase","A8Z1Q1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protoheme IX farnesyltransferase activity [GO:0008495]; heme O biosynthetic process [GO:0048034]",NA,"Oxidative phosphorylation, Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"396","USA300HOU_1059",NA,NA,"A8Z1Q5","cytoplasm [GO:0005737]",NA,NA
"397","USA300HOU_1062","coaD","(GenBank) pantetheine-phosphate adenylyltransferase","A8Z1Q8","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; pantetheine-phosphate adenylyltransferase activity [GO:0004595]; coenzyme A biosynthetic process [GO:0015937]",NA,"Pantothenate and CoA biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"398","USA300HOU_1063",NA,NA,"A8Z1Q9","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; tRNA binding [GO:0000049]; tRNA modification [GO:0006400]",NA,NA
"399","USA300HOU_1064","isdA","(GenBank) iron (Fe2+)-regulated surface determinant protein IsdA","A8Z1R0","extracellular region [GO:0005576]; metal ion binding [GO:0046872]",NA,"Staphylococcus aureus infection"
"400","USA300HOU_1065",NA,NA,"A8Z1R1","extracellular region [GO:0005576]; peptidoglycan-based cell wall [GO:0009274]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; heme transport [GO:0015886]",NA,NA
"401","USA300HOU_1069","isdG2","(GenBank) iron (Fe2+)-regulated surface determinant protein IsdG","A8Z1R5","cytoplasm [GO:0005737]; heme binding [GO:0020037]; heme oxygenase (decyclizing) activity [GO:0004392]; iron ion binding [GO:0005506]; heme catabolic process [GO:0042167]; iron import into cell [GO:0033212]",NA,"Porphyrin metabolism, Biosynthesis of secondary metabolites"
"402","USA300HOU_1073","pheS","(GenBank) phenylalanine--tRNA ligase alpha subunit","A8Z1R9","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]",NA,"Aminoacyl-tRNA biosynthesis"
"403","USA300HOU_1074","pheT1","(GenBank) phenylalanine--tRNA ligase beta subunit",NA,NA,NA,"Aminoacyl-tRNA biosynthesis"
"404","USA300HOU_1075","rnhC","(GenBank) ribonuclease HIII",NA,NA,NA,"DNA replication"
"405","USA300HOU_1079","","(GenBank) MutS family DNA mismatch repair protein","A8Z1S5","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; endonuclease activity [GO:0004519]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]; negative regulation of DNA recombination [GO:0045910]",NA,"Mismatch repair"
"406","USA300HOU_1082","uvrC","(GenBank) excinuclease ABC subunit UvrC","A8Z1S8","cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]",NA,"Nucleotide excision repair"
"407","USA300HOU_1083","sdhC","(GenBank) succinate dehydrogenase, cytochrome b558 subunit",NA,NA,NA,"Citrate cycle (TCA cycle), Oxidative phosphorylation, Butanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"408","USA300HOU_1084","sdhA1","(GenBank) succinate dehydrogenase, flavoprotein subunit",NA,NA,NA,"Citrate cycle (TCA cycle), Oxidative phosphorylation, Butanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"409","USA300HOU_1085","sdhB1","(GenBank) succinate dehydrogenase iron-sulfur subunit",NA,NA,NA,"Citrate cycle (TCA cycle), Oxidative phosphorylation, Butanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"410","USA300HOU_1086","murI","(GenBank) glutamate racemase","A8Z1T2","glutamate racemase activity [GO:0008881]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]",NA,"D-Amino acid metabolism, Metabolic pathways"
"411","USA300HOU_1087","","(GenBank) possible HAM1 family protein",NA,NA,NA,"Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"412","USA300HOU_1092","","(GenBank) hypothetical protein",NA,NA,NA,"Staphylococcus aureus infection"
"413","USA300HOU_1094","","(GenBank) fibrinogen-binding protein",NA,NA,NA,"Staphylococcus aureus infection"
"414","USA300HOU_1095","","(GenBank) fibrinogen-binding protein",NA,NA,NA,"Staphylococcus aureus infection"
"415","USA300HOU_1106","arcB2","(GenBank) ornithine carbamoyltransferase",NA,NA,NA,"Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"416","USA300HOU_1107","arcC2","(GenBank) carbamate kinase",NA,NA,NA,"Arginine biosynthesis, Purine metabolism, Nitrogen metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"417","USA300HOU_1110","","(GenBank) TDT family tellurite/dicarboxylate transporter",NA,NA,NA,"Staphylococcus aureus infection"
"418","USA300HOU_1112","","(GenBank) antibacterial protein",NA,NA,NA,"Quorum sensing"
"419","USA300HOU_1113","","(GenBank) antibacterial protein",NA,NA,NA,"Quorum sensing"
"420","USA300HOU_1117",NA,NA,"A8Z3L8","ligase activity [GO:0016874]",NA,NA
"421","USA300HOU_1118",NA,NA,"A8Z3L9","cytoplasm [GO:0005737]; nucleoid [GO:0009295]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]",NA,NA
"422","USA300HOU_1119",NA,NA,"A8Z3M0","cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]",NA,NA
"423","USA300HOU_1121","pbpA","(GenBank) penicillin-binding protein 1",NA,NA,NA,"Peptidoglycan biosynthesis, Metabolic pathways, beta-Lactam resistance"
"424","USA300HOU_1122","mraY","(GenBank) phospho-N-acetylmuramoyl-pentapeptide-transferase","A8Z3M3","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]",NA,"Peptidoglycan biosynthesis, Metabolic pathways, Vancomycin resistance"
