"","Uniprot_ID","GO_Terms","eggNOG"
"2273","B0Y1Q1","ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]",NA
"2274","B0XN52","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]",NA
"2275","B0XUX0","nucleolus [GO:0005730]; nucleic acid binding [GO:0003676]; mRNA processing [GO:0006397]; rRNA processing [GO:0006364]",NA
"2276","B0YAZ8","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"2277","B0XXB5","mRNA binding [GO:0003729]; saccharopine dehydrogenase (NAD+, L-lysine-forming) activity [GO:0004754]; lysine biosynthetic process via aminoadipic acid [GO:0019878]",NA
"2278","B0Y6R4","ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; fungal-type cell wall organization [GO:0031505]; nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]; ribonucleoside monophosphate biosynthetic process [GO:0009156]",NA
"2279","B0XWA5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]",NA
"2280","B0XZ28","proteasome regulatory particle, lid subcomplex [GO:0008541]; enzyme regulator activity [GO:0030234]; regulation of protein catabolic process [GO:0042176]",NA
"2281","B0XS44","carbamoyl-phosphate synthase complex [GO:0005951]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; metal ion binding [GO:0046872]; arginine biosynthetic process [GO:0006526]; pyrimidine nucleotide biosynthetic process [GO:0006221]",NA
"2282","B0XNM3","acyltransferase activity [GO:0016746]; siderophore biosynthetic process [GO:0019290]",NA
"2283","B0XR68","mitochondrial outer membrane [GO:0005741]; heme binding [GO:0020037]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; nitrate reductase (NADPH) activity [GO:0050464]; nitrate assimilation [GO:0042128]; nitric oxide biosynthetic process [GO:0006809]",NA
"2284","B0XSL7","mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]",NA
"2285","B0XXG3","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]",NA
"2286","B0Y4J1",NA,NA
"2287","B0XZY5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; chitin synthase activity [GO:0004100]; cell wall organization [GO:0071555]; chitin biosynthetic process [GO:0006031]; conidium formation [GO:0048315]",NA
"2288","B0YB74","oxidoreductase activity [GO:0016491]; metabolic process [GO:0008152]",NA
"2289","B0XZD1","mitochondrial outer membrane [GO:0005741]; oxidoreductase activity [GO:0016491]",NA
"2290","B0YD86",NA,NA
"2291","B0XYD8","calcium ion binding [GO:0005509]",NA
"2292","B0XQF7","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"2293","B0XYL4","cytosol [GO:0005829]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]",NA
"2294","B0YDR4","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]",NA
"2295","B0XTL7","integral component of membrane [GO:0016021]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]",NA
"2296","B0YEF7","integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; peroxisomal membrane [GO:0005778]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane protein dislocase activity [GO:0140567]; extraction of mislocalized protein from mitochondrial outer membrane [GO:0140570]; protein hexamerization [GO:0034214]; protein targeting to mitochondrion [GO:0006626]",NA
"2297","B0Y789","phagophore assembly site membrane [GO:0034045]; autophagy [GO:0006914]",NA
"2298","B0Y361","NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]; organic acid metabolic process [GO:0006082]",NA
"2299","B0Y4R6","mediator complex [GO:0016592]; transcription coregulator activity [GO:0003712]; positive regulation of transcription by RNA polymerase II [GO:0045944]",NA
"2300","B0Y3C1","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]",NA
"2301","B0Y6V7","D-threo-aldose 1-dehydrogenase activity [GO:0047834]",NA
"2302","B0XR90","protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]",NA
"2303","B0XSQ7","oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]",NA
"2304","B0YCU1","cytoplasm [GO:0005737]; elongator holoenzyme complex [GO:0033588]; nucleus [GO:0005634]; microtubule binding [GO:0008017]; protein urmylation [GO:0032447]; regulation of transcription by RNA polymerase II [GO:0006357]; tRNA wobble uridine modification [GO:0002098]",NA
"2305","B0Y850","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; metabolic process [GO:0008152]",NA
"2306","B0Y613","GPI-anchor transamidase complex [GO:0042765]; attachment of GPI anchor to protein [GO:0016255]",NA
"2307","B0YBG8","nucleus [GO:0005634]; DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]; positive regulation of transcription by RNA polymerase II [GO:0045944]",NA
"2308","B0XZ51","chromatin [GO:0000785]; cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; exonuclease activity [GO:0004527]; RNA binding [GO:0003723]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription [GO:0071049]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; U4 snRNA 3'-end processing [GO:0034475]",NA
"2309","B0XZY4","ATP binding [GO:0005524]; transferase activity [GO:0016740]; protein modification by small protein conjugation or removal [GO:0070647]",NA
"2310","B0XY27","mRNA processing [GO:0006397]",NA
"2311","B0XZ73","cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]",NA
"2312","B0XM17","integral component of Golgi membrane [GO:0030173]; UDP-galactose transmembrane transporter activity [GO:0005459]; UDP-galactose transmembrane import into Golgi lumen [GO:0097624]",NA
"2313","B0YAC0","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"2314","B0XWM8","integral component of membrane [GO:0016021]; transmembrane signaling receptor activity [GO:0004888]; cell surface receptor signaling pathway [GO:0007166]",NA
"2315","B0YEH0","ESCRT II complex [GO:0000814]; Mei2 nuclear dot complex [GO:0033620]; nuclear body [GO:0016604]; ATP export [GO:1904669]; carbon catabolite repression of transcription from RNA polymerase II promoter by glucose [GO:0000433]; karyogamy involved in conjugation with cellular fusion [GO:0000742]; protein targeting to vacuole [GO:0006623]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]",NA
"2316","B0XWB4","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]",NA
"2317","B0Y7S6","ligase activity [GO:0016874]; ubiquitin-protein transferase activity [GO:0004842]",NA
"2318","B0Y5X8","cytosol [GO:0005829]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]",NA
"2319","B0YCU4","Las1 complex [GO:0090730]; RNA polymerase II termination complex [GO:0110103]; 5'-hydroxyl dinucleotide hydrolase [GO:0140432]; enzyme regulator activity [GO:0030234]; GDP binding [GO:0019003]; metal ion binding [GO:0046872]; phosphodiesterase decapping endonuclease activity [GO:1990174]; RNA binding [GO:0003723]; RNA NAD-cap (NAD-forming) hydrolase activity [GO:0110152]; RNA pyrophosphohydrolase activity [GO:0034353]; cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087]; NAD-cap decapping [GO:0110155]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 5'-3' [GO:0034428]; positive regulation of termination of RNA polymerase II transcription [GO:1904595]; termination of RNA polymerase II transcription, poly(A)-coupled [GO:0030846]",NA
"2320","B0Y8Y0","integral component of membrane [GO:0016021]; hydrolase activity [GO:0016787]; glycerolipid metabolic process [GO:0046486]; lipid catabolic process [GO:0016042]",NA
"2321","B0XN72",NA,NA
"2322","B0Y4Q6","metal ion binding [GO:0046872]; RNA binding [GO:0003723]; negative regulation of transcription, DNA-templated [GO:0045892]",NA
"2323","B0YE93","COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum membrane [GO:0005789]; integral component of Golgi membrane [GO:0030173]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; vesicle fusion with Golgi apparatus [GO:0048280]",NA
"2324","B0XT10","integral component of membrane [GO:0016021]",NA
"2325","B0YDP0",NA,NA
"2326","B0XVE1",NA,NA
"2327","B0YAK8",NA,NA
"2328","B0XZN5","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; metabolic process [GO:0008152]",NA
"2329","B0XRE5",NA,NA
"2330","B0XP78","spliceosomal complex [GO:0005681]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]",NA
"2331","B0XRK8","GTP binding [GO:0005525]",NA
"2332","B0Y535","catalytic activity [GO:0003824]",NA
"2333","B0Y9A8","hydrolase activity [GO:0016787]",NA
"2334","B0Y0U7","integral component of membrane [GO:0016021]; ammonium transmembrane transporter activity [GO:0008519]",NA
"2335","B0XYB8",NA,NA
"2336","B0XMN4","nucleus [GO:0005634]; 6-phosphogluconolactonase activity [GO:0017057]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]",NA
"2337","B0XYN9","integral component of membrane [GO:0016021]",NA
"2338","B0YBY4",NA,NA
"2339","B0XY06","integral component of membrane [GO:0016021]",NA
"2340","B0Y2R4",NA,NA
"2341","B0Y6D4","integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]",NA
"2342","B0XQP9","methyltransferase activity [GO:0008168]; methylation [GO:0032259]",NA
"2343","B0XLY7",NA,NA
"2344","B0XUS1",NA,NA
"2345","B0XUJ5",NA,NA
"2346","B0XQB6","proteasome binding [GO:0070628]",NA
"2347","B0XZC6",NA,NA
"2348","B0XW93","integral component of membrane [GO:0016021]",NA
"2349","B0XV85","integral component of membrane [GO:0016021]",NA
"2350","B0XT27","alpha-amylase activity [GO:0004556]; alpha-amylase activity (releasing maltohexaose) [GO:0103025]; calcium ion binding [GO:0005509]; starch binding [GO:2001070]; polysaccharide catabolic process [GO:0000272]",NA
"2351","B0Y0E9","nucleus [GO:0005634]; Smc5-Smc6 complex [GO:0030915]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]",NA
"2352","B0YA99",NA,NA
"2353","B0XZZ9",NA,NA
"2354","B0Y425","integral component of membrane [GO:0016021]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]",NA
"2355","B0XPE5","endoplasmic reticulum [GO:0005783]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",NA
"2356","B0XNH5",NA,NA
"2357","B0Y583","integral component of membrane [GO:0016021]",NA
"2358","B0XNX4","oxidoreductase activity [GO:0016491]",NA
"2359","B0XRB6","SAGA complex [GO:0000124]",NA
"2360","B0Y7X3",NA,NA
"2361","B0Y4C3",NA,NA
"2362","B0Y4C9",NA,NA
"2363","B0XNE5","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; ribosome biogenesis [GO:0042254]; translation [GO:0006412]",NA
"2364","B0Y4R0","nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]",NA
"2365","B0XMJ4","integral component of membrane [GO:0016021]",NA
"2366","B0XZ92","integral component of membrane [GO:0016021]",NA
"2367","B0YBY7",NA,NA
"2368","B0XYX4","ribosome [GO:0005840]; metal ion binding [GO:0046872]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]",NA
"2369","B0XSF1",NA,NA
"2370","B0Y6U8",NA,NA
"2371","B0Y7C7",NA,NA
"2372","B0YCW7","Golgi apparatus [GO:0005794]",NA
"2373","B0XNZ1","ATP binding [GO:0005524]; protein kinase activity [GO:0004672]",NA
"2374","B0Y1H0","gamma DNA polymerase complex [GO:0005760]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]",NA
"2375","B0XZU9","catalytic activity [GO:0003824]",NA
"2376","B0XNR3","cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; nuclear pore [GO:0005643]; microtubule-based process [GO:0007017]",NA
"2377","B0XUX7","metal ion binding [GO:0046872]",NA
"2378","B0XQY5","translation initiation factor activity [GO:0003743]",NA
"2379","B0Y2P6","pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]",NA
"2380","B0Y265","hydrolase activity [GO:0016787]",NA
"2381","B0Y7A6","integral component of membrane [GO:0016021]",NA
"2382","B0XSQ0",NA,NA
"2383","B0XNY7","metal ion binding [GO:0046872]",NA
"2384","B0YEL0",NA,NA
"2385","B0Y9P8",NA,NA
"2386","B0XXV9",NA,NA
"2387","B0Y3N0","nucleic acid binding [GO:0003676]",NA
"2388","B0XNH7",NA,NA
"2389","B0XWC9","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity [GO:0004671]",NA
"2390","B0Y209",NA,NA
"2391","B0XZP0","dioxygenase activity [GO:0051213]",NA
"2392","B0XN10",NA,NA
"2393","B0Y274",NA,NA
"2394","B0XSX2","2-(3-amino-3-carboxypropyl)histidine synthase activity [GO:0090560]; peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]",NA
"2395","B0XP45","integral component of membrane [GO:0016021]",NA
"2396","B0XXS0","helicase activity [GO:0004386]",NA
"2397","B0XMR1","PAN complex [GO:0031251]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]",NA
"2398","B0Y6Q6","integral component of membrane [GO:0016021]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]",NA
"2399","B0XMU8",NA,NA
"2400","B0YBW8",NA,NA
"2401","B0Y9A3",NA,NA
"2402","B0Y9B5",NA,NA
"2403","B0XQ36",NA,NA
"2404","B0XYB7","tRNA (guanine(9)-N(1))-methyltransferase activity [GO:0052905]",NA
"2405","B0Y9F2","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]",NA
"2406","B0Y1E5",NA,NA
"2407","B0YAZ7",NA,NA
"2408","B0YC41","endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; TRAPP complex [GO:0030008]; Golgi vesicle transport [GO:0048193]",NA
"2409","B0Y4J5",NA,NA
"2410","B0Y7M8",NA,NA
"2411","B0XM46","integral component of membrane [GO:0016021]",NA
"2412","B0Y9W0",NA,NA
"2413","B0YCT4","nucleus [GO:0005634]",NA
"2414","B0YBK1",NA,NA
"2415","B0YDU5",NA,NA
"2416","B0XNV4",NA,NA
"2417","B0XN69","DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]",NA
"2418","B0XMH7",NA,NA
"2419","B0XY68","cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; phosphoglycerate mutase activity [GO:0004619]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]",NA
"2420","B0XR35","transferase activity [GO:0016740]",NA
"2421","B0Y311","phospholipid scramblase activity [GO:0017128]",NA
"2422","B0XS66","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]",NA
"2423","B0XWJ6","double-stranded RNA binding [GO:0003725]",NA
"2424","B0XUV0","methyltransferase activity [GO:0008168]; methylation [GO:0032259]",NA
"2425","B0XQJ6","integral component of membrane [GO:0016021]",NA
"2426","B0XXI7",NA,NA
"2427","B0YEU5",NA,NA
"2428","B0XZ39","integral component of membrane [GO:0016021]; nucleus [GO:0005634]; acetyltransferase activity [GO:0016407]; metal ion binding [GO:0046872]; meiotic chromosome segregation [GO:0045132]; mitotic sister chromatid segregation [GO:0000070]; sister chromatid cohesion [GO:0007062]",NA
"2429","B0Y6T2",NA,NA
"2430","B0YDD3",NA,NA
"2431","B0YAJ8",NA,NA
"2432","B0Y050",NA,NA
"2433","B0XPB1","metal ion binding [GO:0046872]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]",NA
"2434","B0YBI8",NA,NA
"2435","B0XZJ3",NA,NA
"2436","B0YAU3","integral component of membrane [GO:0016021]",NA
"2437","B0Y3E8","nucleus [GO:0005634]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]",NA
"2438","B0XUL2","iron-sulfur cluster binding [GO:0051536]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]",NA
"2439","B0YA52","serine-type carboxypeptidase activity [GO:0004185]",NA
"2440","B0XZ84","structural constituent of nuclear pore [GO:0017056]",NA
"2441","B0Y9V1","endoplasmic reticulum membrane [GO:0005789]; FAD binding [GO:0071949]; protein-disulfide reductase activity [GO:0015035]; thiol oxidase activity [GO:0016972]; protein folding in endoplasmic reticulum [GO:0034975]",NA
"2442","B0YBV0","nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]",NA
"2443","B0XWH4","integral component of membrane [GO:0016021]; diacylglycerol kinase activity [GO:0004143]; nucleotidyltransferase activity [GO:0016779]",NA
"2444","B0Y4W0","S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]",NA
"2445","B0XSF4","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; glycosyltransferase activity [GO:0016757]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]",NA
"2446","B0Y619",NA,NA
"2447","B0Y522","ATP binding [GO:0005524]; protein kinase activity [GO:0004672]",NA
"2448","B0Y3D8","integral component of membrane [GO:0016021]",NA
"2449","B0XM72",NA,NA
"2450","B0XZE2","NAD+ binding [GO:0070403]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; fatty acid metabolic process [GO:0006631]",NA
"2451","B0XZ08","RNA binding [GO:0003723]",NA
"2452","B0XRX3","mitochondrial nucleoid [GO:0042645]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chaperone binding [GO:0051087]; DNA replication origin binding [GO:0003688]; single-stranded DNA binding [GO:0003697]; unfolded protein binding [GO:0051082]; 'de novo' protein folding [GO:0006458]; chaperone-mediated protein complex assembly [GO:0051131]; protein import into mitochondrial intermembrane space [GO:0045041]; protein maturation [GO:0051604]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]",NA
"2453","B0Y105","cytoplasm [GO:0005737]; glycerophosphocholine phosphodiesterase activity [GO:0047389]; kinase activity [GO:0016301]; glycerophospholipid catabolic process [GO:0046475]",NA
"2454","B0YBA8","FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]",NA
"2455","B0XT92","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]",NA
"2456","B0XVG9","nucleus [GO:0005634]; helicase activity [GO:0004386]; zinc ion binding [GO:0008270]",NA
"2457","B0XMG7","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; metabolic process [GO:0008152]",NA
"2458","B0YA67","CIA complex [GO:0097361]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by [4Fe-4S] cluster transfer [GO:0106035]",NA
"2459","B0XU05","integral component of membrane [GO:0016021]",NA
"2460","B0Y598","FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]",NA
"2461","B0XUG3","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]",NA
"2462","B0Y143","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"2463","B0XV94","fungal-type vacuole membrane [GO:0000329]; nuclear periphery [GO:0034399]; PAS complex [GO:0070772]; phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]; phosphatidylinositol dephosphorylation [GO:0046856]",NA
"2464","B0Y667","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"2465","B0XMY2","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"2466","B0XUZ7","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"2467","B0YF81","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; metabolic process [GO:0008152]",NA
"2468","B0YA41","Noc4p-Nop14p complex [GO:0030692]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; U3 snoRNA binding [GO:0034511]; endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]",NA
"2469","B0XMA0","integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]",NA
"2470","B0YD90","cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; polysome [GO:0005844]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ribosome binding [GO:0043022]; translation termination factor activity [GO:0008079]; chromatin remodeling [GO:0006338]; poly(A)+ mRNA export from nucleus [GO:0016973]; regulation of translational termination [GO:0006449]; ribosomal small subunit biogenesis [GO:0042274]",NA
"2471","B0Y2G4","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; carbohydrate transport [GO:0008643]",NA
"2472","B0Y8K6","magnesium ion binding [GO:0000287]; pyruvate decarboxylase activity [GO:0004737]; thiamine pyrophosphate binding [GO:0030976]",NA
"2473","B0YAC3","oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]; metabolic process [GO:0008152]",NA
"2474","B0XWL0","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"2475","B0XSI1","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]",NA
"2476","B0YAD0","3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; phosphopantetheine binding [GO:0031177]; fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550]",NA
"2477","B0Y2N9","ATPase complex [GO:1904949]; Elg1 RFC-like complex [GO:0031391]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA strand elongation involved in DNA replication [GO:0006271]",NA
"2478","B0XYM7","extracellular region [GO:0005576]; aspartyl esterase activity [GO:0045330]; pectinesterase activity [GO:0030599]; cell wall modification [GO:0042545]; pectin catabolic process [GO:0045490]",NA
"2479","B0Y8P5","ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]",NA
"2480","B0XZ50",NA,NA
"2481","B0Y788",NA,NA
"2482","B0YAM9","hydrolase activity [GO:0016787]; carbohydrate metabolic process [GO:0005975]",NA
"2483","B0XU03","phosphatidylinositol binding [GO:0035091]",NA
"2484","B0Y7U8","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA
"2485","B0YAY8","prenyltransferase activity [GO:0004659]; alkaloid metabolic process [GO:0009820]; cellular biosynthetic process [GO:0044249]; organic substance biosynthetic process [GO:1901576]; secondary metabolite biosynthetic process [GO:0044550]",NA
"2486","B0Y410","alpha-1,6-mannosyltransferase activity [GO:0000009]; carbohydrate derivative metabolic process [GO:1901135]",NA
"2487","B0XM53","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; metabolic process [GO:0008152]",NA
"2488","B0Y9S6","membrane [GO:0016020]; nucleus [GO:0005634]; ribosome biogenesis [GO:0042254]",NA
"2489","B0Y6Y9","mitochondrial matrix [GO:0005759]; manganese ion binding [GO:0030145]; superoxide dismutase activity [GO:0004784]",NA
"2490","B0XYV9","nucleus [GO:0005634]; zeta DNA polymerase complex [GO:0016035]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]; translesion synthesis [GO:0019985]",NA
"2491","B0Y4C1","integral component of membrane [GO:0016021]; succinate dehydrogenase complex [GO:0045281]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; succinate dehydrogenase activity [GO:0000104]; tricarboxylic acid cycle [GO:0006099]",NA
"2492","B0YCR8","purine-nucleoside phosphorylase activity [GO:0004731]; nucleoside metabolic process [GO:0009116]",NA
"2493","B0XXZ0","integral component of membrane [GO:0016021]; RNA polymerase I transcription regulator complex [GO:0000120]; transcription factor TFIIA complex [GO:0005672]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIIB complex [GO:0000126]; chromatin binding [GO:0003682]; disordered domain specific binding [GO:0097718]; DNA binding, bending [GO:0008301]; RNA polymerase I general transcription initiation factor binding [GO:0001179]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; RNA polymerase III type 3 promoter sequence-specific DNA binding [GO:0001006]; TFIIA-class transcription factor complex binding [GO:0001092]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleolar large rRNA transcription by RNA polymerase I [GO:0042790]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase III [GO:0006359]; RNA polymerase I preinitiation complex assembly [GO:0001188]; RNA polymerase II preinitiation complex assembly [GO:0051123]; RNA polymerase III preinitiation complex assembly [GO:0070898]; transposon integration [GO:0070893]",NA
