"","Gene_Locus_ID","Gene_Symbol","Gene_Function","KEGG_Pathway"
"341","Bcen2424_0761","","(GenBank) phosphoribosylformylglycinamidine cyclo-ligase","Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"342","Bcen2424_0764","","(GenBank) tRNA delta(2)-isopentenylpyrophosphate transferase","Metabolic pathways, Biosynthesis of secondary metabolites"
"343","Bcen2424_0765","","(GenBank) DNA mismatch repair protein MutL","Mismatch repair"
"344","Bcen2424_0771","","(GenBank) polysaccharide export protein","Two-component system"
"345","Bcen2424_0776","","(GenBank) ABC transporter related protein","ABC transporters"
"346","Bcen2424_0777","","(GenBank) ABC-2 type transporter","ABC transporters"
"347","Bcen2424_0778","","(GenBank) lipopolysaccharide biosynthesis","ABC transporters"
"348","Bcen2424_0783","","(GenBank) UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase","Lipopolysaccharide biosynthesis, Metabolic pathways"
"349","Bcen2424_0784","","(GenBank) 8-amino-7-oxononanoate synthase","Biotin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"350","Bcen2424_0786","","(GenBank) adenylylsulfate kinase","Purine metabolism, Sulfur metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"351","Bcen2424_R0023","","(GenBank) tRNA-Lys","Aminoacyl-tRNA biosynthesis"
"352","Bcen2424_0805","","(GenBank) short-chain dehydrogenase/reductase SDR","Pyrimidine metabolism, Glycine, serine and threonine metabolism, Metabolic pathways"
"353","Bcen2424_0806","","(GenBank) serine hydroxymethyltransferase","Glycine, serine and threonine metabolism, Cyanoamino acid metabolism, Glyoxylate and dicarboxylate metabolism, One carbon pool by folate, Methane metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids, Biosynthesis of cofactors"
"354","Bcen2424_0813","","(GenBank) acyl-CoA dehydrogenase domain protein","Fatty acid degradation, Lysine degradation, Benzoate degradation, Tryptophan metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"
"355","Bcen2424_0817","","(GenBank) monooxygenase, FAD-binding protein","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"356","Bcen2424_0820","","(GenBank) homogentisate 1,2-dioxygenase","Tyrosine metabolism, Styrene degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"357","Bcen2424_0821","","(GenBank) fumarylacetoacetate hydrolase","Tyrosine metabolism, Styrene degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"358","Bcen2424_0824","","(GenBank) cob(II)yrinic acid a,c-diamide reductase","Riboflavin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"359","Bcen2424_0825","","(GenBank) D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding protein","Pyruvate metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"360","Bcen2424_0832","","(GenBank) 2Fe-2S ferredoxin, iron-sulfur binding site","Purine metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Nucleotide metabolism"
"361","Bcen2424_0833","","(GenBank) xanthine dehydrogenase, molybdenum binding subunit apoprotein","Purine metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Nucleotide metabolism"
"362","Bcen2424_0840","","(GenBank) conserved hypothetical protein","Butanoate metabolism, Metabolic pathways"
"363","Bcen2424_0848","","(GenBank) ornithine cyclodeaminase","D-Amino acid metabolism, Metabolic pathways"
"364","Bcen2424_0849","","(GenBank) amino acid ABC transporter substrate-binding protein, PAAT family","ABC transporters"
"365","Bcen2424_0860","","(GenBank) chaperonin GroEL","RNA degradation"
"366","Bcen2424_0861","","(GenBank) Phosphomethylpyrimidine kinase type-1","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"367","Bcen2424_0866","","(GenBank) phosphoribosyltransferase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"368","Bcen2424_0867","","(GenBank) aspartate carbamoyltransferase","Pyrimidine metabolism, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Biosynthesis of cofactors"
"369","Bcen2424_0868","","(GenBank) dihydroorotase","Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"370","Bcen2424_0869","","(GenBank) lyso-ornithine lipid acyltransferase","Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"371","Bcen2424_0870","","(GenBank) Bis(5'nucleosyl)-tetraphosphatase, ApaH","Purine metabolism, Metabolic pathways"
"372","Bcen2424_0871","","(GenBank) dTDP-glucose 4,6-dehydratase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, Acarbose and validamycin biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"373","Bcen2424_0872","","(GenBank) Glucose-1-phosphate thymidylyltransferase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, Acarbose and validamycin biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"374","Bcen2424_0873","","(GenBank) dTDP-4-dehydrorhamnose 3,5-epimerase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"375","Bcen2424_0874","","(GenBank) dTDP-4-dehydrorhamnose reductase","Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"376","Bcen2424_0875","","(GenBank) rhamnosyltransferase","Quorum sensing"
"377","Bcen2424_0876","","(GenBank) ABC-2 type transporter","ABC transporters"
"378","Bcen2424_0877","","(GenBank) ABC transporter related protein","ABC transporters"
"379","Bcen2424_0879","","(GenBank) mannose-6-phosphate isomerase, type 2 / mannose-1-phosphate guanylyltransferase (GDP)","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"380","Bcen2424_0880","","(GenBank) GDP-mannose 4,6-dehydratase","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"381","Bcen2424_0881","","(GenBank) NAD-dependent epimerase/dehydratase","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"382","Bcen2424_0889","","(GenBank) UDP-galactose 4-epimerase","Galactose metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"383","Bcen2424_0893","","(GenBank) phosphomannomutase","Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Galactose metabolism, Purine metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Streptomycin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of nucleotide sugars"
"384","Bcen2424_0894","","(GenBank) lipopolysaccharide heptosyltransferase I","Lipopolysaccharide biosynthesis, Metabolic pathways"
"385","Bcen2424_0896","","(GenBank) Three-deoxy-D-manno-octulosonic-acid transferase domain protein","Lipopolysaccharide biosynthesis, Metabolic pathways"
"386","Bcen2424_0900","","(GenBank) urease, Metallo peptidase, MEROPS family M38","Arginine biosynthesis, Purine metabolism, Atrazine degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"387","Bcen2424_0901","","(GenBank) urease, beta subunit","Arginine biosynthesis, Purine metabolism, Atrazine degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"388","Bcen2424_0902","","(GenBank) urease, gamma subunit","Arginine biosynthesis, Purine metabolism, Atrazine degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"389","Bcen2424_0906","","(GenBank) amino acid/amide ABC transporter ATP-binding protein 2, HAAT family","ABC transporters"
"390","Bcen2424_0907","","(GenBank) ABC transporter related protein","ABC transporters"
"391","Bcen2424_0908","","(GenBank) amino acid/amide ABC transporter membrane protein 2, HAAT family","ABC transporters"
"392","Bcen2424_0909","","(GenBank) amino acid/amide ABC transporter membrane protein 1, HAAT family","ABC transporters"
"393","Bcen2424_0910","","(GenBank) amino acid/amide ABC transporter substrate-binding protein, HAAT family","ABC transporters"
"394","Bcen2424_0914","","(GenBank) oxygen-independent coproporphyrinogen III oxidase","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"395","Bcen2424_0917","","(GenBank) Undecaprenyl-diphosphatase","Peptidoglycan biosynthesis, Teichoic acid biosynthesis"
"396","Bcen2424_R0024","","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"397","Bcen2424_0938","","(GenBank) Enoyl-CoA hydratase/isomerase","Propanoate metabolism, Metabolic pathways"
"398","Bcen2424_0952","","(GenBank) 3-octaprenyl-4hydroxybenzoate decarboxylase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"399","Bcen2424_0956","","(GenBank) 6,7-dimethyl-8-ribityllumazine synthase","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"400","Bcen2424_0957","","(GenBank) 3,4-dihydroxy-2-butanone 4-phosphate synthase","Riboflavin metabolism, Folate biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"401","Bcen2424_0959","","(GenBank) riboflavin synthase, alpha subunit","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"402","Bcen2424_0960","","(GenBank) 5-amino-6-(5-phosphoribosylamino)uracil reductase / diaminohydroxyphosphoribosylaminopyrimidine deaminase","Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors, Quorum sensing"
"403","Bcen2424_0961","","(GenBank) glutamate-1-semialdehyde 2,1-aminomutase","Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Biosynthesis of cofactors"
"404","Bcen2424_0965","","(GenBank) glucokinase","Glycolysis / Gluconeogenesis, Galactose metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Streptomycin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of nucleotide sugars"
"405","Bcen2424_0966","","(GenBank) 6-phosphogluconolactonase","Pentose phosphate pathway, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"406","Bcen2424_0967","","(GenBank) glucose-6-phosphate 1-dehydrogenase","Pentose phosphate pathway, Glutathione metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"407","Bcen2424_0968","","(GenBank) carbohydrate ABC transporter substrate-binding protein, CUT1 family","ABC transporters"
"408","Bcen2424_0969","","(GenBank) carbohydrate ABC transporter membrane protein 1, CUT1 family","ABC transporters"
"409","Bcen2424_0970","","(GenBank) carbohydrate ABC transporter membrane protein 2, CUT1 family","ABC transporters"
"410","Bcen2424_0971","","(GenBank) carbohydrate ABC transporter ATP-binding protein, CUT1 family","ABC transporters"
"411","Bcen2424_0974","","(GenBank) thioredoxin reductase","Selenocompound metabolism"
"412","Bcen2424_0979","","(GenBank) seryl-tRNA synthetase","Aminoacyl-tRNA biosynthesis"
"413","Bcen2424_R0025","","(GenBank) tRNA-Ser","Aminoacyl-tRNA biosynthesis"
"414","Bcen2424_0980","","(GenBank) alkane 1-monooxygenase","Fatty acid degradation, Caprolactam degradation"
"415","Bcen2424_0989","","(GenBank) lipopolysaccharide heptosyltransferase I","Lipopolysaccharide biosynthesis, Metabolic pathways"
"416","Bcen2424_R0026","","(GenBank) tRNA-Ser","Aminoacyl-tRNA biosynthesis"
"417","Bcen2424_0996","","(GenBank) non-canonical purine NTP pyrophosphatase, rdgB/HAM1 family","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"418","Bcen2424_0999","","(GenBank) guanylate kinase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"419","Bcen2424_1000","","(GenBank) DNA-directed RNA polymerase subunit omega","RNA polymerase"
"420","Bcen2424_1001","","(GenBank) (p)ppGpp synthetase I, SpoT/RelA","Purine metabolism, Metabolic pathways"
"421","Bcen2424_R0027","","(GenBank) tRNA-Arg","Aminoacyl-tRNA biosynthesis"
"422","Bcen2424_R0028","","(GenBank) tRNA-Arg","Aminoacyl-tRNA biosynthesis"
"423","Bcen2424_R0029","","(GenBank) tRNA-Arg","Aminoacyl-tRNA biosynthesis"
"424","Bcen2424_1006","","(GenBank) DNA polymerase III, epsilon subunit","DNA replication, Mismatch repair, Homologous recombination"
"425","Bcen2424_1007","","(GenBank) chorismate mutase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"426","Bcen2424_R0030","","(GenBank) tRNA-Thr","Aminoacyl-tRNA biosynthesis"
"427","Bcen2424_1014","","(GenBank) D-fructose 1,6-bisphosphatase","Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Methane metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"428","Bcen2424_1015","","(GenBank) alanyl aminopeptidase, Metallo peptidase, MEROPS family M01","Glutathione metabolism, Metabolic pathways"
"429","Bcen2424_1018","","(GenBank) guanine deaminase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"430","Bcen2424_1020","","(GenBank) adenosine deaminase","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"431","Bcen2424_1022","","(GenBank) Amidase","Aminoacyl-tRNA biosynthesis, Metabolic pathways"
"432","Bcen2424_1029","","(GenBank) monooxygenase, FAD-binding protein","Phenylalanine metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Degradation of aromatic compounds"
"433","Bcen2424_1030","","(GenBank) formate dehydrogenase delta subunit","Glyoxylate and dicarboxylate metabolism, Methane metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"434","Bcen2424_1031","","(GenBank) formate dehydrogenase alpha subunit","Glyoxylate and dicarboxylate metabolism, Methane metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"435","Bcen2424_1032","","(GenBank) formate dehydrogenase beta subunit","Glyoxylate and dicarboxylate metabolism, Methane metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"436","Bcen2424_1033","","(GenBank) formate dehydrogenase gamma subunit","Glyoxylate and dicarboxylate metabolism, Methane metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Carbon metabolism"
"437","Bcen2424_1037","","(GenBank) phosphoglycolate phosphatase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars"
"438","Bcen2424_1038","","(GenBank) 3-demethylubiquinone-9 3-methyltransferase","Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"439","Bcen2424_1042","","(GenBank) phosphoserine aminotransferase apoenzyme","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Methane metabolism, Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of amino acids, Biosynthesis of cofactors"
"440","Bcen2424_1043","","(GenBank) prephenate dehydratase / chorismate mutase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"441","Bcen2424_1044","","(GenBank) prephenate dehydrogenase","Phenylalanine, tyrosine and tryptophan biosynthesis, Novobiocin biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"442","Bcen2424_1045","","(GenBank) 3-phosphoshikimate 1-carboxyvinyltransferase","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"443","Bcen2424_1046","","(GenBank) cytidylate kinase","Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism"
"444","Bcen2424_1047","","(GenBank) SSU ribosomal protein S1P","Ribosome"
"445","Bcen2424_1051","","(GenBank) UDP-glucose 6-dehydrogenase","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Biosynthesis of nucleotide sugars"
"446","Bcen2424_1052","","(GenBank) D-alpha,beta-D-heptose 7-phosphate 1-kinase","Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"447","Bcen2424_1053","","(GenBank) ADP-glyceromanno-heptose 6-epimerase precursor","Lipopolysaccharide biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars"
"448","Bcen2424_1055","","(GenBank) cysteine synthase","Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of amino acids"
"449","Bcen2424_1059","","(GenBank) ABC transporter related protein","ABC transporters"
"450","Bcen2424_1060","","(GenBank) binding-protein-dependent transport systems inner membrane component","ABC transporters"
"451","Bcen2424_1061","","(GenBank) lipoprotein, YaeC family","ABC transporters"
"452","Bcen2424_1064","","(GenBank) D-amino-acid dehydrogenase","Phenylalanine metabolism, D-Amino acid metabolism, Metabolic pathways"
"453","Bcen2424_1069","","(GenBank) SSU ribosomal protein S16P","Ribosome"
"454","Bcen2424_1072","","(GenBank) LSU ribosomal protein L19P","Ribosome"
"455","Bcen2424_1074","","(GenBank) cobalamin biosynthesis protein CbiB","Porphyrin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"456","Bcen2424_1076","","(GenBank) ribosome small subunit-dependent GTPase A","Thiamine metabolism, Metabolic pathways"
"457","Bcen2424_1077","","(GenBank) Ste24 endopeptidase","Terpenoid backbone biosynthesis, Biosynthesis of secondary metabolites"
"458","Bcen2424_1079","","(GenBank) molybdopterin adenylyltransferase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"459","Bcen2424_1082","","(GenBank) dihydrofolate reductase","One carbon pool by folate, Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"460","Bcen2424_1085","","(GenBank) thymidylate synthase","Pyrimidine metabolism, One carbon pool by folate, Metabolic pathways, Nucleotide metabolism"
"461","Bcen2424_1090","","(GenBank) fumarase","Citrate cycle (TCA cycle), Pyruvate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism"
"462","Bcen2424_R0031","","(GenBank) tRNA-Asn","Aminoacyl-tRNA biosynthesis"
"463","Bcen2424_R0032","","(GenBank) tRNA-Asn","Aminoacyl-tRNA biosynthesis"
"464","Bcen2424_1100","","(GenBank) nicotinate phosphoribosyltransferase","Nicotinate and nicotinamide metabolism, Metabolic pathways, Biosynthesis of cofactors"
"465","Bcen2424_1103","","(GenBank) D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding protein","Pentose phosphate pathway, Glycine, serine and threonine metabolism, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments"
"466","Bcen2424_1107","","(GenBank) molybdopterin molybdochelatase","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors"
"467","Bcen2424_1108","","(GenBank) molybdenum cofactor guanylyltransferase","Folate biosynthesis, Metabolic pathways"
"468","Bcen2424_1109","","(GenBank) GTP cyclohydrolase subunit MoaA","Folate biosynthesis, Metabolic pathways, Biosynthesis of cofactors, Sulfur relay system"
"469","Bcen2424_1110","","(GenBank) RNAse E","RNA degradation"
"470","Bcen2424_1113","","(GenBank) HAD-superfamily hydrolase, subfamily IA, variant 1","Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"471","Bcen2424_1119","","(GenBank) LSU ribosomal protein L32P","Ribosome"
"472","Bcen2424_1120","","(GenBank) phosphate:acyl-[acyl carrier protein] acyltransferase","Glycerolipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"473","Bcen2424_1121","","(GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase III","Fatty acid biosynthesis, Metabolic pathways, Fatty acid metabolism"
"474","Bcen2424_1122","","(GenBank) [Acyl-carrier-protein] S-malonyltransferase","Fatty acid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism"
"475","Bcen2424_1123","","(GenBank) 3-oxoacyl-[acyl-carrier-protein] reductase","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism, Biosynthesis of cofactors"
"476","Bcen2424_1124","","(GenBank) acyl carrier protein","Biosynthesis of various antibiotics, Metabolic pathways, Biosynthesis of secondary metabolites"
"477","Bcen2424_1125","","(GenBank) 3-oxoacyl-[acyl-carrier-protein] synthase II","Fatty acid biosynthesis, Biotin metabolism, Metabolic pathways, Fatty acid metabolism, Biosynthesis of cofactors"
"478","Bcen2424_1130","","(GenBank) protease Do","Cationic antimicrobial peptide (CAMP) resistance, Two-component system"
"479","Bcen2424_1133","","(GenBank) signal peptidase I, Serine peptidase, MEROPS family S26A","Protein export"
"480","Bcen2424_1136","","(GenBank) DNA replication and repair protein RecO","Homologous recombination"
"481","Bcen2424_1137","","(GenBank) pyridoxine 5'-phosphate synthase","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"482","Bcen2424_1138","","(GenBank) holo-acyl-carrier-protein synthase","Pantothenate and CoA biosynthesis, Metabolic pathways"
"483","Bcen2424_1139","","(GenBank) Beta-N-acetylhexosaminidase","Amino sugar and nucleotide sugar metabolism, Metabolic pathways, beta-Lactam resistance"
"484","Bcen2424_1143","","(GenBank) Excinuclease ABC subunit C","Nucleotide excision repair"
"485","Bcen2424_1144","","(GenBank) CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","Glycerophospholipid metabolism, Metabolic pathways"
"486","Bcen2424_R0033","","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"487","Bcen2424_R0034","","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"488","Bcen2424_R0035","","(GenBank) tRNA-Gly","Aminoacyl-tRNA biosynthesis"
"489","Bcen2424_R0036","","(GenBank) tRNA-Cys","Aminoacyl-tRNA biosynthesis"
"490","Bcen2424_1150","","(GenBank) putative GAF sensor protein","Cysteine and methionine metabolism, Metabolic pathways"
"491","Bcen2424_1157","","(GenBank) trehalose 6-phosphatase","Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"492","Bcen2424_1158","","(GenBank) trehalose 6-phosphate synthase","Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"493","Bcen2424_1163","","(GenBank) D-glucarate dehydratase","Ascorbate and aldarate metabolism, Metabolic pathways"
"494","Bcen2424_1165","","(GenBank) amino acid/amide ABC transporter substrate-binding protein, HAAT family","ABC transporters, Quorum sensing"
"495","Bcen2424_1166","","(GenBank) Phospholipase C","Inositol phosphate metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Quorum sensing"
"496","Bcen2424_1167","","(GenBank) Pyridoxal kinase","Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors"
"497","Bcen2424_1170","","(GenBank) glycosyl transferase, family 2","Sphingolipid metabolism, Metabolic pathways"
"498","Bcen2424_1175","","(GenBank) amino acid ABC transporter membrane protein 1, PAAT family","ABC transporters"
"499","Bcen2424_1176","","(GenBank) amino acid ABC transporter membrane protein 2, PAAT family","ABC transporters"
"500","Bcen2424_1177","","(GenBank) amino acid ABC transporter ATP-binding protein, PAAT family","ABC transporters"
"501","Bcen2424_1180","","(GenBank) succinylornithine aminotransferase apoenzyme","Arginine and proline metabolism, Metabolic pathways"
"502","Bcen2424_1181","","(GenBank) arginine succinyltransferase","Arginine and proline metabolism, Metabolic pathways"
"503","Bcen2424_1182","","(GenBank) arginine succinyltransferase","Arginine and proline metabolism, Metabolic pathways"
"504","Bcen2424_1183","","(GenBank) succinylglutamic semialdehyde dehydrogenase","Arginine and proline metabolism, Metabolic pathways"
"505","Bcen2424_1184","","(GenBank) succinylarginine dihydrolase","Arginine and proline metabolism, Metabolic pathways"
"506","Bcen2424_1185","","(GenBank) succinylglutamate desuccinylase","Arginine and proline metabolism, Metabolic pathways"
"507","Bcen2424_1187","","(GenBank) amino acid ABC transporter substrate-binding protein, PAAT family","ABC transporters"
"508","Bcen2424_1196","","(GenBank) acriflavin resistance protein","Two-component system"
"509","Bcen2424_1197","","(GenBank) acriflavin resistance protein","Two-component system"
"510","Bcen2424_1198","","(GenBank) efflux transporter, RND family, MFP subunit","Two-component system"
"511","Bcen2424_1199","","(GenBank) transcriptional regulator, IclR family","Quorum sensing"
"512","Bcen2424_1208","","(GenBank) ABC transporter related protein","ABC transporters"
"513","Bcen2424_1209","","(GenBank) binding-protein-dependent transport systems inner membrane component","ABC transporters"
"514","Bcen2424_1210","","(GenBank) extracellular solute-binding protein, family 1","ABC transporters"
"515","Bcen2424_1214","","(GenBank) exodeoxyribonuclease V, gamma subunit","Homologous recombination"
"516","Bcen2424_1215","","(GenBank) exodeoxyribonuclease V, beta subunit","Homologous recombination"
"517","Bcen2424_1216","","(GenBank) exodeoxyribonuclease V, alpha subunit","Homologous recombination"
"518","Bcen2424_1223","","(GenBank) hydroxymethylpyrimidine synthase","Thiamine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"519","Bcen2424_1230","","(GenBank) metallophosphoesterase","Purine metabolism, Metabolic pathways"
"520","Bcen2424_1231","","(GenBank) ABC transporter related protein","Quorum sensing"
"521","Bcen2424_1232","","(GenBank) binding-protein-dependent transport systems inner membrane component","Quorum sensing"
"522","Bcen2424_1233","","(GenBank) binding-protein-dependent transport systems inner membrane component","Quorum sensing"
"523","Bcen2424_1234","","(GenBank) extracellular solute-binding protein, family 1","Quorum sensing"
"524","Bcen2424_1240","","(GenBank) NADH:flavin oxidoreductase/NADH oxidase","Nitrotoluene degradation, Microbial metabolism in diverse environments"
"525","Bcen2424_1243","","(GenBank) branched-chain alpha-keto acid dehydrogenase E1 component","Valine, leucine and isoleucine degradation, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"526","Bcen2424_1244","","(GenBank) branched-chain alpha-keto acid dehydrogenase E1 component","Valine, leucine and isoleucine degradation, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"527","Bcen2424_1245","","(GenBank) branched-chain alpha-keto acid dehydrogenase E2 component","Valine, leucine and isoleucine degradation, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"528","Bcen2424_1246","","(GenBank) dihydrolipoamide dehydrogenase","Glycolysis / Gluconeogenesis, Citrate cycle (TCA cycle), Glycine, serine and threonine metabolism, Valine, leucine and isoleucine degradation, Lysine degradation, Tryptophan metabolism, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Propanoate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of cofactors"
