"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","COG_ID","COG_Category","KEGG_Pathway"
"1733","PA1542",NA,NA,"Q9I3H1","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"1734","PA1543","apt","(RefSeq) adenine phosphoribosyltransferase","Q04633","cytosol [GO:0005829]; adenine phosphoribosyltransferase activity [GO:0003999]; adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]",NA,"COG0503","Purine salvage","Purine metabolism, Metabolic pathways, Nucleotide metabolism"
"1735","PA1544",NA,NA,"P23926","cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; cellular response to decreased oxygen levels [GO:0036294]; cyanide biosynthetic process [GO:0046202]; negative regulation of phospholipase C activity [GO:1900275]; positive regulation of oxidoreductase activity [GO:0051353]; regulation of arginine catabolic process [GO:1900081]; regulation of transcription, DNA-templated [GO:0006355]; response to decreased oxygen levels [GO:0036293]",NA,"COG0664","","NA"
"1736","PA1545",NA,NA,"Q04628",NA,NA,NA,NA,NA
"1737","PA1546","hemN","(RefSeq) oxygen-independent coproporphyrinogen-III oxidase","P77915","cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen dehydrogenase activity [GO:0051989]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; porphyrin-containing compound biosynthetic process [GO:0006779]; protoporphyrinogen IX biosynthetic process [GO:0006782]",NA,"COG0635","Heme biosynthesis","Porphyrin metabolism, Biosynthesis of secondary metabolites, Biosynthesis of cofactors, Metabolic pathways"
"1738","PA1547",NA,NA,"Q9I3H0","integral component of membrane [GO:0016021]",NA,"COG2836","","NA"
"1739","PA1548",NA,NA,"Q9I3G9","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"1740","PA1549",NA,NA,"Q9I3G8","integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; copper ion binding [GO:0005507]; P-type divalent copper transporter activity [GO:0043682]; copper ion homeostasis [GO:0055070]",NA,"COG2217","","NA"
"1741","PA1550",NA,NA,"Q9I3G7","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"1742","PA1551",NA,NA,"Q9I3G6","cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]",NA,NA,NA,NA
"1743","PA1552","ccoP1","(RefSeq) cytochrome C oxidase cbb3-type subunit CcoP","Q9I3G5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; respirasome [GO:0070469]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidative phosphorylation [GO:0006119]",NA,"COG2010","","Metabolic pathways, Two-component system, Oxidative phosphorylation"
"1744","PA1552","ccoP1","(RefSeq) cytochrome C oxidase cbb3-type subunit CcoP","Q9I3G5","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; respirasome [GO:0070469]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidative phosphorylation [GO:0006119]",NA,"COG2863","","Metabolic pathways, Two-component system, Oxidative phosphorylation"
"1745","PA1552.1","ccoQ1","(RefSeq) cytochrome C oxidase cbb3-type subunit CcoQ","E1JGJ6","integral component of membrane [GO:0016021]",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways, Two-component system"
"1746","PA1553","ccoO1","(RefSeq) cbb3-type cytochrome C oxidase subunit II","Q9I3G4","integral component of membrane [GO:0016021]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways, Two-component system"
"1747","PA1554","ccoN1","(RefSeq) cbb3-type cytochrome C oxidase subunit I","Q9I3G3","integral component of membrane [GO:0016021]; plasma membrane respiratory chain complex IV [GO:0045278]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; oxidative phosphorylation [GO:0006119]; respiratory electron transport chain [GO:0022904]",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways, Two-component system"
"1748","PA1555","ccoP2","(RefSeq) cytochrome C oxidase cbb3-type subunit CcoP","Q9I3G2","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; respirasome [GO:0070469]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidative phosphorylation [GO:0006119]",NA,"COG2010","","Two-component system, Oxidative phosphorylation, Metabolic pathways"
"1749","PA1555","ccoP2","(RefSeq) cytochrome C oxidase cbb3-type subunit CcoP","Q9I3G2","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; respirasome [GO:0070469]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidative phosphorylation [GO:0006119]",NA,"COG2863","","Two-component system, Oxidative phosphorylation, Metabolic pathways"
"1750","PA1555.1","ccoQ2","(RefSeq) cytochrome C oxidase cbb3-type subunit CcoQ","E1JGJ7","integral component of membrane [GO:0016021]",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways, Two-component system"
"1751","PA1556","ccoO2","(RefSeq) cbb3-type cytochrome C oxidase subunit II","Q9I3G1","integral component of membrane [GO:0016021]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways, Two-component system"
"1752","PA1557","ccoN2","(RefSeq) cbb3-type cytochrome C oxidase subunit I","Q9I3G0","integral component of membrane [GO:0016021]; plasma membrane respiratory chain complex IV [GO:0045278]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]; oxidative phosphorylation [GO:0006119]; respiratory electron transport chain [GO:0022904]",NA,NA,NA,"Oxidative phosphorylation, Metabolic pathways, Two-component system"
"1753","PA1558",NA,NA,"Q9I3F9",NA,NA,"COG3571","","NA"
"1754","PA1561","aer","(RefSeq) aerotaxis receptor Aer","Q9I3F6","integral component of membrane [GO:0016021]; transmembrane signaling receptor activity [GO:0004888]; aerotaxis [GO:0009454]; positive aerotaxis [GO:0052131]; signal transduction [GO:0007165]",NA,"COG2202","","Bacterial chemotaxis, Two-component system"
"1755","PA1562","acnA","(RefSeq) aconitate hydratase","Q9I3F5","cytoplasm [GO:0005737]; cytosol [GO:0005829]; 2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; iron ion binding [GO:0005506]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; anaerobic respiration [GO:0009061]; citrate metabolic process [GO:0006101]; propionate metabolic process, methylcitrate cycle [GO:0019679]; response to oxidative stress [GO:0006979]; tricarboxylic acid cycle [GO:0006099]",NA,"COG1048","Lysine biosynthesisTCA cycle","Biosynthesis of secondary metabolites, Citrate cycle (TCA cycle), Metabolic pathways, Biosynthesis of amino acids, Carbon metabolism, Microbial metabolism in diverse environments, Glyoxylate and dicarboxylate metabolism, 2-Oxocarboxylic acid metabolism"
"1756","PA1563",NA,NA,"Q9I3F4","cytoplasm [GO:0005737]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]; rRNA processing [GO:0006364]",NA,NA,NA,NA
"1757","PA1564","","(RefSeq) sulfurtransferase TusA","Q9I3F3","cytoplasm [GO:0005737]; sulfur carrier activity [GO:0097163]; tRNA wobble position uridine thiolation [GO:0002143]",NA,NA,NA,"Sulfur relay system"
"1758","PA1565","","(RefSeq) oxidoreductase","Q9I3F2","cytoplasm [GO:0005737]; oxidoreductase activity [GO:0016491]; polyamine catabolic process [GO:0006598]",NA,"COG0665","","Arginine and proline metabolism, Metabolic pathways"
"1759","PA1566","","(RefSeq) hypothetical protein","Q9I3F1","glutamate-ammonia ligase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]; polyamine catabolic process [GO:0006598]",NA,NA,NA,"Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Metabolic pathways, Microbial metabolism in diverse environments, Biosynthesis of amino acids, Two-component system, Glyoxylate and dicarboxylate metabolism, Nitrogen metabolism"
"1760","PA1567",NA,NA,"Q9I3F0","cytoplasm [GO:0005737]; oxidoreductase activity [GO:0016491]",NA,"COG0665","","NA"
"1761","PA1568",NA,NA,"Q9I3E9",NA,NA,NA,NA,NA
"1762","PA1569",NA,NA,"Q9I3E8","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA,"COG2271","","NA"
"1763","PA1570",NA,NA,"Q9I3E7","DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of transcription, DNA-templated [GO:0006355]",NA,"COG0583","","NA"
"1764","PA1571",NA,NA,"Q9I3E6",NA,NA,NA,NA,NA
"1765","PA1572",NA,NA,"Q9I3E5","ATP binding [GO:0005524]; NAD binding [GO:0051287]; NAD+ kinase activity [GO:0003951]; NADP biosynthetic process [GO:0006741]",NA,NA,NA,NA
"1766","PA1573",NA,NA,"Q9I3E4",NA,NA,NA,NA,NA
"1767","PA1574","","(RefSeq) hypothetical protein","Q9I3E3","cytosol [GO:0005829]; guanosine phosphorylase activity [GO:0047975]; purine-nucleoside phosphorylase activity [GO:0004731]; pyrimidine-nucleoside phosphorylase activity [GO:0016154]; thymidine phosphorylase activity [GO:0009032]; uridine phosphorylase activity [GO:0004850]",NA,NA,NA,"Biosynthesis of secondary metabolites, Nucleotide metabolism, Purine metabolism, Pyrimidine metabolism, Metabolic pathways"
"1768","PA1575",NA,NA,"Q9I3E2","exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]",NA,"COG5018","","NA"
"1769","PA1576","","(RefSeq) 3-hydroxyisobutyrate dehydrogenase","Q9I3E1","NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; organic acid catabolic process [GO:0016054]",NA,"COG2084","","Valine, leucine and isoleucine degradation, Metabolic pathways"
"1770","PA1577",NA,NA,"Q9I3E0","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"1771","PA1578",NA,NA,"Q9I3D9",NA,NA,NA,NA,NA
"1772","PA1578a",NA,NA,"P58040",NA,NA,NA,NA,NA
"1773","PA1579",NA,NA,"Q9I3D8","lipid binding [GO:0008289]",NA,NA,NA,NA
"1774","PA1580","gltA","(RefSeq) citrate synthase","P14165","tricarboxylic acid cycle enzyme complex [GO:0045239]; citrate (Si)-synthase activity [GO:0004108]; citrate synthase activity [GO:0036440]; tricarboxylic acid cycle [GO:0006099]",NA,NA,NA,"Citrate cycle (TCA cycle), Carbon metabolism, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids, Microbial metabolism in diverse environments, Glyoxylate and dicarboxylate metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"1775","PA1581","sdhC","(RefSeq) succinate dehydrogenase subunit C","Q9I3D7","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; succinate dehydrogenase complex [GO:0045281]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; succinate dehydrogenase activity [GO:0000104]; tricarboxylic acid cycle [GO:0006099]",NA,"COG2009","","Carbon metabolism, Microbial metabolism in diverse environments, Citrate cycle (TCA cycle), Biosynthesis of secondary metabolites, Oxidative phosphorylation, Butanoate metabolism, Metabolic pathways"
"1776","PA1582","sdhD","(RefSeq) succinate dehydrogenase subunit D","Q9I3D6","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; succinate dehydrogenase activity [GO:0000104]; aerobic respiration [GO:0009060]; cytochrome complex assembly [GO:0017004]; tricarboxylic acid cycle [GO:0006099]",NA,"COG2142","","Microbial metabolism in diverse environments, Biosynthesis of secondary metabolites, Oxidative phosphorylation, Carbon metabolism, Butanoate metabolism, Citrate cycle (TCA cycle), Metabolic pathways"
"1777","PA1583","sdhA","(RefSeq) succinate dehydrogenase flavoprotein subunit","Q9I3D5","plasma membrane [GO:0005886]; plasma membrane succinate dehydrogenase complex [GO:0045282]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]; succinate dehydrogenase activity [GO:0000104]; anaerobic respiration [GO:0009061]; tricarboxylic acid cycle [GO:0006099]",NA,"COG1053","TCA cycle","Metabolic pathways, Citrate cycle (TCA cycle), Oxidative phosphorylation, Carbon metabolism, Biosynthesis of secondary metabolites, Butanoate metabolism, Microbial metabolism in diverse environments"
"1778","PA1584","sdhB","(RefSeq) succinate dehydrogenase iron-sulfur subunit","Q9I3D4","2 iron, 2 sulfur cluster binding [GO:0051537]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; aerobic respiration [GO:0009060]; respiratory electron transport chain [GO:0022904]; tricarboxylic acid cycle [GO:0006099]",NA,"COG0479","TCA cycle","Biosynthesis of secondary metabolites, Metabolic pathways, Butanoate metabolism, Oxidative phosphorylation, Carbon metabolism, Microbial metabolism in diverse environments, Citrate cycle (TCA cycle)"
"1779","PA1585","sucA","(RefSeq) 2-oxoglutarate dehydrogenase subunit E1","Q9I3D3","cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]; oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]; tricarboxylic acid cycle [GO:0006099]",NA,"COG0567","TCA cycle","Metabolic pathways, Citrate cycle (TCA cycle), Microbial metabolism in diverse environments, Carbon metabolism, Biosynthesis of secondary metabolites"
"1780","PA1586","sucB","(RefSeq) 2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase","Q9I3D2","oxoglutarate dehydrogenase complex [GO:0045252]; dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099]",NA,"COG0508","Pyruvate oxidation","Biosynthesis of secondary metabolites, Carbon metabolism, Microbial metabolism in diverse environments, Tryptophan metabolism, Metabolic pathways, Lysine degradation, Citrate cycle (TCA cycle)"
"1781","PA1587","lpdG","(RefSeq) 2-oxoglutarate dehydrogenase complex dihydrolipoyl dehydrogenase","Q9I3D1","cytoplasm [GO:0005737]; dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]; cell redox homeostasis [GO:0045454]; glycolytic process [GO:0006096]",NA,"COG1249","Glycine cleavagePyruvate oxidation","Glyoxylate and dicarboxylate metabolism, Citrate cycle (TCA cycle), Metabolic pathways, Valine, leucine and isoleucine degradation, Tryptophan metabolism, Carbon metabolism, Glycolysis / Gluconeogenesis, Lysine degradation, Biosynthesis of secondary metabolites, Microbial metabolism in diverse environments, Glycine, serine and threonine metabolism, Pyruvate metabolism, Biosynthesis of cofactors, Propanoate metabolism"
"1782","PA1588","sucC","(RefSeq) succinyl-CoA ligase subunit beta","P53593","cytosol [GO:0005829]; succinate-CoA ligase complex [GO:0042709]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; nucleoside diphosphate kinase activity [GO:0004550]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; nucleoside triphosphate biosynthetic process [GO:0009142]; protein autophosphorylation [GO:0046777]; succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]",NA,"COG0045","TCA cycle","Microbial metabolism in diverse environments, Carbon metabolism, C5-Branched dibasic acid metabolism, Propanoate metabolism, Citrate cycle (TCA cycle), Metabolic pathways, Biosynthesis of secondary metabolites"
"1783","PA1589","sucD","(RefSeq) succinyl-CoA ligase subunit alpha","Q51567","succinate-CoA ligase complex [GO:0042709]; succinate-CoA ligase complex (ADP-forming) [GO:0009361]; nucleoside diphosphate kinase activity [GO:0004550]; nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; nucleoside triphosphate biosynthetic process [GO:0009142]; tricarboxylic acid cycle [GO:0006099]",NA,"COG0074","TCA cycle","Microbial metabolism in diverse environments, Propanoate metabolism, Metabolic pathways, Citrate cycle (TCA cycle), Carbon metabolism, C5-Branched dibasic acid metabolism, Biosynthesis of secondary metabolites"
"1784","PA1590",NA,NA,"P19072","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; L-isoleucine transmembrane transporter activity [GO:0015188]; L-leucine transmembrane transporter activity [GO:0015190]; L-valine transmembrane transporter activity [GO:0005304]; branched-chain amino acid transport [GO:0015803]; isoleucine transport [GO:0015818]; leucine transport [GO:0015820]; valine transport [GO:0015829]",NA,"COG1114","","NA"
"1785","PA1591",NA,NA,"Q9I3D0","integral component of membrane [GO:0016021]",NA,"COG3821","","NA"
"1786","PA1592",NA,NA,"Q9I3C9",NA,NA,NA,NA,NA
"1787","PA1593",NA,NA,"Q9I3C8","cytosol [GO:0005829]; 1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity [GO:0061522]",NA,"COG2050","","NA"
"1788","PA1594",NA,NA,"Q9I3C7","cytosol [GO:0005829]; 1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity [GO:0061522]",NA,"COG2050","","NA"
"1789","PA1595",NA,NA,"Q9I3C6","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"1790","PA1596",NA,NA,"Q9I3C5","cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; unfolded protein binding [GO:0051082]; cellular response to DNA damage stimulus [GO:0006974]; protein folding [GO:0006457]; response to heat [GO:0009408]",NA,NA,NA,NA
"1791","PA1597",NA,NA,"Q9I3C4","hydrolase activity [GO:0016787]",NA,NA,NA,NA
"1792","PA1598","","(RefSeq) 3-methyl-2-oxobutanoate hydroxymethyltransferase","Q9I3C3","cytoplasm [GO:0005737]; 3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]; pantothenate biosynthetic process [GO:0015940]",NA,NA,NA,"Pantothenate and CoA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors"
"1793","PA1599",NA,NA,"Q9I3C2","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]",NA,"COG1917","","NA"
"1794","PA1599",NA,NA,"Q9I3C2","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]",NA,"COG2207","","NA"
"1795","PA1600",NA,NA,"Q9I3C1","plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]",NA,"COG2010","","NA, NA"
"1796","PA1601","","(RefSeq) aldehyde dehydrogenase","Q9I3C0","oxidoreductase activity [GO:0016491]",NA,NA,NA,"Nicotinate and nicotinamide metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"1797","PA1602","","(RefSeq) oxidoreductase","Q9I3B9","2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]",NA,"COG2080","Non-phosphorylated Entner-Doudoroff pathway","Nicotinate and nicotinamide metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"1798","PA1603",NA,NA,"Q9I3B8","DNA-binding transcription factor activity [GO:0003700]; regulation of transcription, DNA-templated [GO:0006355]",NA,"COG1846","","NA"
"1799","PA1604",NA,NA,"Q9I3B7",NA,NA,NA,NA,NA
"1800","PA1605",NA,NA,"Q9I3B6","hydrolase activity [GO:0016787]",NA,"COG2159","","NA"
"1801","PA1606",NA,NA,"Q9I3B5",NA,NA,NA,NA,NA
"1802","PA1607",NA,NA,"Q9I3B4",NA,NA,NA,NA,NA
"1803","PA1608","","(RefSeq) chemotaxis transducer","Q9I3B3","integral component of membrane [GO:0016021]; transmembrane signaling receptor activity [GO:0004888]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]",NA,NA,NA,"Two-component system, Bacterial chemotaxis"
"1804","PA1609","fabB","(RefSeq) 3-oxoacyl-ACP synthase","Q9I3B2","cytosol [GO:0005829]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]; unsaturated fatty acid biosynthetic process [GO:0006636]",NA,"COG0304","Fatty acid biosynthesis","Fatty acid biosynthesis, Metabolic pathways, Biotin metabolism, Fatty acid metabolism, Biosynthesis of cofactors"
"1805","PA1610","fabA","(RefSeq) 3-hydroxydecanoyl-ACP dehydratase","O33877","cytoplasm [GO:0005737]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity [GO:0004317]; trans-2-decenoyl-acyl-carrier-protein isomerase activity [GO:0034017]; unsaturated fatty acid biosynthetic process [GO:0006636]",NA,NA,NA,"Fatty acid biosynthesis, Fatty acid metabolism, Metabolic pathways"
"1806","PA1611","","(RefSeq) sensor/response regulator hybrid protein","Q9I3B1","integral component of plasma membrane [GO:0005887]; histidine phosphotransfer kinase activity [GO:0009927]; phosphorelay sensor kinase activity [GO:0000155]; protein autophosphorylation [GO:0046777]",NA,"COG0784","","Biofilm formation - Pseudomonas aeruginosa, Two-component system"
"1807","PA1612",NA,NA,"Q9I3B0",NA,NA,NA,NA,NA
"1808","PA1613",NA,NA,"Q9I3A9","intrinsic component of cell outer membrane [GO:0031230]; cobalamin transport [GO:0015889]",NA,NA,NA,NA
"1809","PA1614","gpsA","(RefSeq) glycerol-3-phosphate dehydrogenase","Q9I3A8","cytosol [GO:0005829]; glycerol-3-phosphate dehydrogenase complex [GO:0009331]; glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; glycerol-3-phosphate dehydrogenase [NAD+] activity [GO:0004367]; glycerol-3-phosphate dehydrogenase [NADP+] activity [GO:0106257]; NAD binding [GO:0051287]; carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerol-3-phosphate metabolic process [GO:0006072]; glycerophospholipid biosynthetic process [GO:0046474]",NA,NA,NA,"Glycerophospholipid metabolism, Biosynthesis of secondary metabolites"
"1810","PA1615",NA,NA,"Q9I3A7","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"1811","PA1616",NA,NA,"Q9I3A6","cytoplasm [GO:0005737]; protein histidine phosphatase activity [GO:0101006]",NA,"COG2062","","NA"
"1812","PA1617","","(RefSeq) AMP-binding protein","Q9I3A5","CoA-ligase activity [GO:0016405]",NA,"COG1022","","Metabolic pathways, Fatty acid metabolism, Fatty acid degradation, Quorum sensing, Fatty acid biosynthesis"
"1813","PA1618","","(RefSeq) esterase","Q9I3A4","cytosol [GO:0005829]; 1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity [GO:0061522]",NA,"COG2050","","Biosynthesis of cofactors, Biosynthesis of secondary metabolites, Metabolic pathways, Ubiquinone and other terpenoid-quinone biosynthesis"
"1814","PA1619",NA,NA,"Q9I3A3","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]",NA,"COG2207","","NA"
"1815","PA1620",NA,NA,"Q9I3A2","integral component of plasma membrane [GO:0005887]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transport [GO:0006865]",NA,"COG1280","","NA"
"1816","PA1621",NA,NA,"Q9I3A1","membrane [GO:0016020]; lipase activity [GO:0016298]",NA,"COG0596","Menaquinone biosynthesis","NA"
"1817","PA1622",NA,NA,"Q9I3A0","hydrolase activity [GO:0016787]",NA,"COG0596","Menaquinone biosynthesis","NA"
"1818","PA1623",NA,NA,"Q9I399","glutathione metabolic process [GO:0006749]",NA,"COG0625","","NA"
"1819","PA1624",NA,NA,"Q9I398","periplasmic space [GO:0042597]",NA,NA,NA,NA
"1820","PA1625",NA,NA,"Q9I397","integral component of membrane [GO:0016021]",NA,"COG0628","","NA"
"1821","PA1626",NA,NA,"Q9I396","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]",NA,"COG2807","","NA"
"1822","PA1627",NA,NA,"Q9I395","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]",NA,"COG2186","","NA"
"1823","PA1628","","(RefSeq) 3-hydroxyacyl-CoA dehydrogenase","Q9I394","NAD+ binding [GO:0070403]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; cellular catabolic process [GO:0044248]; fatty acid metabolic process [GO:0006631]; organic substance catabolic process [GO:1901575]",NA,"COG1250","Fatty acid biosynthesis","Butanoate metabolism, Butanoate metabolism, Benzoate degradation, Benzoate degradation, Metabolic pathways, Metabolic pathways, Microbial metabolism in diverse environments, Microbial metabolism in diverse environments, Phenylalanine metabolism, Phenylalanine metabolism, Carbon metabolism, Carbon metabolism"
"1824","PA1629","","(RefSeq) enoyl-CoA hydratase","Q9I393","enoyl-CoA hydratase activity [GO:0004300]; isomerase activity [GO:0016853]; fatty acid beta-oxidation [GO:0006635]",NA,"COG1024","Fatty acid biosynthesis","Lysine degradation, Benzoate degradation, Metabolic pathways, Biosynthesis of secondary metabolites, Geraniol degradation, Valine, leucine and isoleucine degradation, Caprolactam degradation, Fatty acid metabolism, Butanoate metabolism, Microbial metabolism in diverse environments, Phenylalanine metabolism, Propanoate metabolism, Aminobenzoate degradation, Fatty acid degradation, Tryptophan metabolism, beta-Alanine metabolism, Limonene and pinene degradation"
"1825","PA1630",NA,NA,"Q9I392","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of transcription, DNA-templated [GO:0045892]",NA,"COG1414","","NA"
"1826","PA1631","","(RefSeq) acyl-CoA dehydrogenase","Q9I391","plasma membrane [GO:0005886]; acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]",NA,"COG1960","Fatty acid biosynthesis","Caprolactam degradation, Metabolic pathways, Microbial metabolism in diverse environments"
"1827","PA1632","kdpF","(RefSeq) potassium-transporting ATPase subunit F",NA,NA,NA,NA,NA,"Two-component system"
"1828","PA1633","kdpA","(RefSeq) potassium-transporting ATPase subunit A","P57683","integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; P-type potassium transmembrane transporter activity [GO:0008556]; potassium ion binding [GO:0030955]; potassium ion transmembrane transport [GO:0071805]",NA,"COG2060","","Two-component system"
"1829","PA1634","kdpB","(RefSeq) potassium-transporting ATPase subunit B","P57698","integral component of plasma membrane [GO:0005887]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; P-type potassium transmembrane transporter activity [GO:0008556]",NA,"COG2216","","Two-component system"
