"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","COG_ID","COG_Category","KEGG_Pathway"
"973","SMLT_RS11425",NA,NA,NA,NA,NA,"COG2202","","NA"
"974","SMLT_RS11445",NA,NA,NA,NA,NA,"COG3476","","NA"
"975","SMLT_RS11455",NA,NA,NA,NA,NA,"COG1247","","NA"
"976","SMLT_RS11545",NA,NA,NA,NA,NA,"COG0789","","NA"
"977","SMLT_RS11560",NA,NA,NA,NA,NA,"COG1249","Glycine cleavagePyruvate oxidation","NA"
"978","SMLT_RS11570",NA,NA,NA,NA,NA,"COG2963","","NA"
"979","SMLT_RS11580",NA,NA,NA,NA,NA,"COG2801","","NA"
"980","SMLT_RS11585",NA,NA,NA,NA,NA,"COG2072","","NA"
"981","SMLT_RS11590",NA,NA,NA,NA,NA,"COG0640","","NA"
"982","SMLT_RS11600",NA,NA,NA,NA,NA,"COG1393","","NA"
"983","SMLT_RS11605",NA,NA,NA,NA,NA,"COG0431","","NA"
"984","SMLT_RS11610",NA,NA,NA,NA,NA,"COG0640","","NA"
"985","SMLT_RS11620",NA,NA,NA,NA,NA,"COG0798","","NA"
"986","SMLT_RS11625",NA,NA,NA,NA,NA,"COG0492","","NA"
"987","SMLT_RS11630",NA,NA,NA,NA,NA,"COG2072","","NA"
"988","SMLT_RS11660",NA,NA,NA,NA,NA,"COG5266","","NA"
"989","SMLT_RS11670",NA,NA,NA,NA,NA,"COG0010","Urea cycle","NA"
"990","SMLT_RS11675",NA,NA,NA,NA,NA,"COG3544","","NA"
"991","SMLT_RS11685",NA,NA,NA,NA,NA,"COG2217","","NA"
"992","SMLT_RS11690",NA,NA,NA,NA,NA,"COG1276","","NA"
"993","SMLT_RS11725",NA,NA,NA,NA,NA,"COG2132","","NA, NA"
"994","SMLT_RS11735",NA,NA,NA,NA,NA,"COG1396","","NA"
"995","SMLT_RS11780",NA,NA,NA,NA,NA,"COG1230","","NA"
"996","SMLT_RS11785",NA,NA,NA,NA,NA,"COG0672","","NA"
"997","SMLT_RS11790",NA,NA,NA,NA,NA,"COG0789","","NA"
"998","SMLT_RS11860",NA,NA,NA,NA,NA,"COG2801","","NA"
"999","SMLT_RS11860",NA,NA,NA,NA,NA,"COG2963","","NA"
"1000","SMLT_RS11895",NA,NA,NA,NA,NA,"COG1112","","NA"
"1001","SMLT_RS11895",NA,NA,NA,NA,NA,"COG2251","","NA"
"1002","SMLT_RS11900",NA,NA,NA,NA,NA,"COG2801","","NA"
"1003","SMLT_RS11900",NA,NA,NA,NA,NA,"COG2963","","NA"
"1004","SMLT_RS11950",NA,NA,NA,NA,NA,"COG2068","","NA"
"1005","SMLT_RS11955",NA,NA,NA,NA,NA,"COG1975","","NA"
"1006","SMLT_RS11970",NA,NA,NA,NA,NA,"COG2080","Non-phosphorylated Entner-Doudoroff pathway","NA"
"1007","SMLT_RS11980",NA,NA,NA,NA,NA,"COG1764","","NA"
"1008","SMLT_RS11985",NA,NA,NA,NA,NA,"COG0702","","NA"
"1009","SMLT_RS11990",NA,NA,NA,NA,NA,"COG0583","","NA"
"1010","SMLT_RS12000",NA,NA,NA,NA,NA,"COG2128","","NA"
"1011","SMLT_RS12005",NA,NA,NA,NA,NA,"COG1917","","NA"
"1012","SMLT_RS12015",NA,NA,NA,NA,NA,"COG0491","","NA"
"1013","SMLT_RS12020",NA,NA,NA,NA,NA,"COG0596","Menaquinone biosynthesis","NA"
"1014","SMLT_RS12065",NA,NA,NA,NA,NA,"COG5478","","NA"
"1015","SMLT_RS12070",NA,NA,NA,NA,NA,"COG0665","","NA"
"1016","SMLT_RS12090",NA,NA,NA,NA,NA,"COG1793","","NA"
"1017","SMLT_RS12100",NA,NA,NA,NA,NA,"COG0266","","NA"
"1018","SMLT_RS12105",NA,NA,NA,NA,NA,"COG1801","","NA"
"1019","SMLT_RS12120",NA,NA,NA,NA,NA,"COG3546","","NA"
"1020","SMLT_RS12135",NA,NA,NA,NA,NA,"COG2204","","NA"
"1021","SMLT_RS12155",NA,NA,NA,NA,NA,"COG2120","","NA"
"1022","SMLT_RS12200",NA,NA,NA,NA,NA,"COG1925","","NA"
"1023","SMLT_RS12205",NA,NA,NA,NA,NA,"COG1105","","NA"
"1024","SMLT_RS12210",NA,NA,NA,NA,NA,"COG1299","","NA"
"1025","SMLT_RS12210",NA,NA,NA,NA,NA,"COG1445","","NA"
"1026","SMLT_RS12255",NA,NA,NA,NA,NA,"COG1472","","NA"
"1027","SMLT_RS12265",NA,NA,NA,NA,NA,"COG3746","","NA"
"1028","SMLT_RS12270",NA,NA,NA,NA,NA,"COG0600","","NA"
"1029","SMLT_RS12275",NA,NA,NA,NA,NA,"COG1116","","NA"
"1030","SMLT_RS12285",NA,NA,NA,NA,NA,"COG2828","","NA"
"1031","SMLT_RS12290",NA,NA,NA,NA,NA,"COG0583","","NA"
"1032","SMLT_RS12315",NA,NA,NA,NA,NA,"COG0685","","NA"
"1033","SMLT_RS12320",NA,NA,NA,NA,NA,"COG0583","","NA"
"1034","SMLT_RS12325",NA,NA,NA,NA,NA,"COG0431","","NA"
"1035","SMLT_RS12335",NA,NA,NA,NA,NA,"COG0620","Methionine biosynthesis","NA"
"1036","SMLT_RS12340",NA,NA,NA,NA,NA,"COG5640","","NA"
"1037","SMLT_RS12350",NA,NA,NA,NA,NA,"COG3509","","NA"
"1038","SMLT_RS12360",NA,NA,NA,NA,NA,"COG0596","Menaquinone biosynthesis","NA"
"1039","SMLT_RS12365",NA,NA,NA,NA,NA,"COG2030","","NA"
"1040","SMLT_RS12370",NA,NA,NA,NA,NA,"COG0591","","NA"
"1041","SMLT_RS12370",NA,NA,NA,NA,NA,"COG0642","","NA"
"1042","SMLT_RS12370",NA,NA,NA,NA,NA,"COG2202","","NA"
"1043","SMLT_RS12375",NA,NA,NA,NA,NA,"COG2197","","NA"
"1044","SMLT_RS12380",NA,NA,NA,NA,NA,"COG0318","Menaquinone biosynthesis","NA"
"1045","SMLT_RS12385",NA,NA,NA,NA,NA,"COG0431","","NA"
"1046","SMLT_RS12395",NA,NA,NA,NA,NA,"COG2186","","NA"
"1047","SMLT_RS12415",NA,NA,NA,NA,NA,"COG2271","","NA"
"1048","SMLT_RS12420",NA,NA,NA,NA,NA,"COG1028","Fatty acid biosynthesis","NA"
"1049","SMLT_RS12425",NA,NA,NA,NA,NA,"COG2755","","NA"
"1050","SMLT_RS12430",NA,NA,NA,NA,NA,"COG0524","Glycolysis","NA"
"1051","SMLT_RS12445",NA,NA,NA,NA,NA,"COG2936","","NA"
"1052","SMLT_RS12455",NA,NA,NA,NA,NA,"COG0637","","NA"
"1053","SMLT_RS12470",NA,NA,NA,NA,NA,"COG2207","","NA"
"1054","SMLT_RS12475",NA,NA,NA,NA,NA,"COG0583","","NA"
"1055","SMLT_RS12485",NA,NA,NA,NA,NA,"COG0823","","NA"
"1056","SMLT_RS12490",NA,NA,NA,NA,NA,"COG3791","","NA"
"1057","SMLT_RS12500",NA,NA,NA,NA,NA,"COG2204","","NA"
"1058","SMLT_RS12555",NA,NA,NA,NA,NA,"COG0053","","NA"
"1059","SMLT_RS12570",NA,NA,NA,NA,NA,"COG2199","","NA"
"1060","SMLT_RS12570",NA,NA,NA,NA,NA,"COG2202","","NA"
"1061","SMLT_RS12570",NA,NA,NA,NA,NA,"COG2203","","NA"
"1062","SMLT_RS12575",NA,NA,NA,NA,NA,"COG0708","","NA"
"1063","SMLT_RS12585",NA,NA,NA,NA,NA,"COG2141","Pyrimidine degradation","NA"
"1064","SMLT_RS12595",NA,NA,NA,NA,NA,"COG1028","Fatty acid biosynthesis","NA"
"1065","SMLT_RS12600",NA,NA,NA,NA,NA,"COG0668","","NA"
"1066","SMLT_RS12605",NA,NA,NA,NA,NA,"COG0577","","NA"
"1067","SMLT_RS12605",NA,NA,NA,NA,NA,"COG1136","","NA"
"1068","SMLT_RS12625",NA,NA,NA,NA,NA,"COG0642","","NA"
"1069","SMLT_RS12655",NA,NA,NA,NA,NA,"COG0596","Menaquinone biosynthesis","NA"
"1070","SMLT_RS12665",NA,NA,NA,NA,NA,"COG0474","","NA"
"1071","SMLT_RS12670",NA,NA,NA,NA,NA,"COG1285","","NA"
"1072","SMLT_RS12685",NA,NA,NA,NA,NA,"COG3797","","NA"
"1073","SMLT_RS12725",NA,NA,NA,NA,NA,"COG0491","","NA"
"1074","SMLT_RS12750",NA,NA,NA,NA,NA,"COG2128","","NA"
"1075","SMLT_RS12755",NA,NA,NA,NA,NA,"COG2207","","NA"
"1076","SMLT_RS12765",NA,NA,NA,NA,NA,"COG2271","","NA"
"1077","SMLT_RS12775",NA,NA,NA,NA,NA,"COG3495","","NA"
"1078","SMLT_RS12780",NA,NA,NA,NA,NA,"COG3495","","NA"
"1079","SMLT_RS12790",NA,NA,NA,NA,NA,"COG1136","","NA"
"1080","SMLT_RS12805",NA,NA,NA,NA,NA,"COG0583","","NA"
"1081","SMLT_RS12810",NA,NA,NA,NA,NA,"COG0656","","NA"
"1082","SMLT_RS12815",NA,NA,NA,NA,NA,"COG2141","Pyrimidine degradation","NA"
"1083","SMLT_RS12835",NA,NA,NA,NA,NA,"COG1276","","NA"
"1084","SMLT_RS12845",NA,NA,NA,NA,NA,"COG0642","","NA"
"1085","SMLT_RS12850",NA,NA,NA,NA,NA,"COG0583","","NA"
"1086","SMLT_RS12855",NA,NA,NA,NA,NA,"COG1028","Fatty acid biosynthesis","NA"
"1087","SMLT_RS12880",NA,NA,NA,NA,NA,"COG0642","","NA"
"1088","SMLT_RS12885",NA,NA,NA,NA,NA,"COG3537","","NA"
"1089","SMLT_RS12890",NA,NA,NA,NA,NA,"COG0526","","NA"
"1090","SMLT_RS12895",NA,NA,NA,NA,NA,"COG5622","","NA"
"1091","SMLT_RS12900",NA,NA,NA,NA,NA,"COG0477","","NA"
"1092","SMLT_RS12920",NA,NA,NA,NA,NA,"COG2202","","NA"
"1093","SMLT_RS12920",NA,NA,NA,NA,NA,"COG3920","","NA"
"1094","SMLT_RS12955",NA,NA,NA,NA,NA,"COG0583","","NA"
"1095","SMLT_RS12975",NA,NA,NA,NA,NA,"COG1765","","NA"
"1096","SMLT_RS13000",NA,NA,NA,NA,NA,"COG0811","","NA"
"1097","SMLT_RS13000",NA,NA,NA,NA,NA,"COG5306","","NA"
"1098","SMLT_RS13005",NA,NA,NA,NA,NA,"COG2831","","NA"
"1099","SMLT_RS13020",NA,NA,NA,NA,NA,"COG2165","","NA"
"1100","SMLT_RS13025",NA,NA,NA,NA,NA,"COG2165","","NA"
"1101","SMLT_RS13035",NA,NA,NA,NA,NA,"COG3547","","NA"
"1102","SMLT_RS13050",NA,NA,NA,NA,NA,"COG1459","","NA"
"1103","SMLT_RS13055",NA,NA,NA,NA,NA,"COG2804","","NA"
"1104","SMLT_RS13060",NA,NA,NA,NA,NA,"COG1450","","NA"
"1105","SMLT_RS13080",NA,NA,NA,NA,NA,"COG2165","","NA"
"1106","SMLT_RS13115",NA,NA,NA,NA,NA,"COG1296","","NA"
"1107","SMLT_RS13140",NA,NA,NA,NA,NA,"COG0296","","NA"
"1108","SMLT_RS13145",NA,NA,NA,NA,NA,"COG0296","","NA"
"1109","SMLT_RS13150",NA,NA,NA,NA,NA,"COG0297","","NA"
"1110","SMLT_RS13155",NA,NA,NA,NA,NA,"COG2202","","NA"
"1111","SMLT_RS13165",NA,NA,NA,NA,NA,"COG1118","","NA"
"1112","SMLT_RS13180",NA,NA,NA,NA,NA,"COG0664","","NA"
"1113","SMLT_RS13185",NA,NA,NA,NA,NA,"COG0635","Heme biosynthesis","NA"
"1114","SMLT_RS13190",NA,NA,NA,NA,NA,"COG2223","","NA"
"1115","SMLT_RS13200",NA,NA,NA,NA,NA,"COG2181","","NA"
"1116","SMLT_RS13205",NA,NA,NA,NA,NA,"COG2180","","NA"
"1117","SMLT_RS13210",NA,NA,NA,NA,NA,"COG1140","","NA"
"1118","SMLT_RS13220",NA,NA,NA,NA,NA,"COG2223","","NA"
"1119","SMLT_RS13235",NA,NA,NA,NA,NA,"COG0314","Molybdopterin biosynthesis","NA"
"1120","SMLT_RS13240",NA,NA,NA,NA,NA,"COG1977","Molybdopterin biosynthesis","NA"
"1121","SMLT_RS13245",NA,NA,NA,NA,NA,"COG0303","Molybdopterin biosynthesis","NA"
"1122","SMLT_RS13250",NA,NA,NA,NA,NA,"COG0315","Molybdopterin biosynthesis","NA"
"1123","SMLT_RS13250",NA,NA,NA,NA,NA,"COG0521","Molybdopterin biosynthesis","NA"
"1124","SMLT_RS13255",NA,NA,NA,NA,NA,"COG2896","23S rRNA modification","NA"
"1125","SMLT_RS13295",NA,NA,NA,NA,NA,"COG0596","Menaquinone biosynthesis","NA"
"1126","SMLT_RS13300",NA,NA,NA,NA,NA,"COG2207","","NA"
"1127","SMLT_RS13305",NA,NA,NA,NA,NA,"COG1289","","NA"
"1128","SMLT_RS13325",NA,NA,NA,NA,NA,"COG5455","","NA"
"1129","SMLT_RS13340",NA,NA,NA,NA,NA,"COG0642","","NA"
"1130","SMLT_RS13345",NA,NA,NA,NA,NA,"COG0818","","NA"
"1131","SMLT_RS13350",NA,NA,NA,NA,NA,"COG2194","","NA"
"1132","SMLT_RS13370",NA,NA,NA,NA,NA,"COG1360","","NA"
"1133","SMLT_RS13390",NA,NA,NA,NA,NA,"COG1943","","NA"
"1134","SMLT_RS13395",NA,NA,NA,NA,NA,"COG1028","Fatty acid biosynthesis","NA"
"1135","SMLT_RS13400",NA,NA,NA,NA,NA,"COG1020","","NA"
"1136","SMLT_RS13415",NA,NA,NA,NA,NA,"COG1021","","NA"
"1137","SMLT_RS13420",NA,NA,NA,NA,NA,"COG1169","Menaquinone biosynthesis","NA"
"1138","SMLT_RS13435",NA,NA,NA,NA,NA,"COG2141","Pyrimidine degradation","NA"
"1139","SMLT_RS13440",NA,NA,NA,NA,NA,"COG0456","","NA"
"1140","SMLT_RS13450",NA,NA,NA,NA,NA,"COG0605","","NA"
"1141","SMLT_RS13455",NA,NA,NA,NA,NA,"COG1853","Pyrimidine degradation","NA"
"1142","SMLT_RS13470",NA,NA,NA,NA,NA,"COG0633","","NA"
"1143","SMLT_RS13470",NA,NA,NA,NA,NA,"COG1018","","NA"
"1144","SMLT_RS13480",NA,NA,NA,NA,NA,"COG3468","","NA"
"1145","SMLT_RS13490",NA,NA,NA,NA,NA,"COG0526","","NA"
"1146","SMLT_RS13500",NA,NA,NA,NA,NA,"COG1914","","NA"
"1147","SMLT_RS13525",NA,NA,NA,NA,NA,"COG0604","","NA"
"1148","SMLT_RS13535",NA,NA,NA,NA,NA,"COG1292","","NA"
"1149","SMLT_RS13560",NA,NA,NA,NA,NA,"COG2076","","NA"
"1150","SMLT_RS13565",NA,NA,NA,NA,NA,"COG2076","","NA"
"1151","SMLT_RS13570",NA,NA,NA,NA,NA,"COG0583","","NA"
"1152","SMLT_RS13585",NA,NA,NA,NA,NA,"COG0038","","NA"
"1153","SMLT_RS13590",NA,NA,NA,NA,NA,"COG1285","","NA"
"1154","SMLT_RS13595",NA,NA,NA,NA,NA,"COG0789","","NA"
"1155","SMLT_RS13600",NA,NA,NA,NA,NA,"COG2226","Biotin biosynthesis","NA"
"1156","SMLT_RS13610",NA,NA,NA,NA,NA,"COG2885","","NA"
"1157","SMLT_RS13615",NA,NA,NA,NA,NA,"COG5295","","NA, NA"
"1158","SMLT_RS13625",NA,NA,NA,NA,NA,"COG2207","","NA"
"1159","SMLT_RS13630",NA,NA,NA,NA,NA,"COG3847","","NA"
"1160","SMLT_RS13645",NA,NA,NA,NA,NA,"COG3745","","NA"
"1161","SMLT_RS13670",NA,NA,NA,NA,NA,"COG2064","","NA"
"1162","SMLT_RS13700",NA,NA,NA,NA,NA,"COG0596","Menaquinone biosynthesis","NA"
"1163","SMLT_RS13705",NA,NA,NA,NA,NA,"COG2814","","NA"
"1164","SMLT_RS13730",NA,NA,NA,NA,NA,"COG2207","","NA"
"1165","SMLT_RS13745",NA,NA,NA,NA,NA,"COG2197","","NA"
"1166","SMLT_RS13750",NA,NA,NA,NA,NA,"COG2814","","NA"
"1167","SMLT_RS13755",NA,NA,NA,NA,NA,"COG0583","","NA"
"1168","SMLT_RS13760",NA,NA,NA,NA,NA,"COG1228","","NA"
"1169","SMLT_RS13765",NA,NA,NA,NA,NA,"COG0666","","NA"
"1170","SMLT_RS13770",NA,NA,NA,NA,NA,"COG0583","","NA"
"1171","SMLT_RS13805",NA,NA,NA,NA,NA,"COG2134","","NA"
"1172","SMLT_RS13825",NA,NA,NA,NA,NA,"COG0277","","NA"
"1173","SMLT_RS13835",NA,NA,NA,NA,NA,"COG2186","","NA"
"1174","SMLT_RS13845",NA,NA,NA,NA,NA,"COG1285","","NA"
"1175","SMLT_RS13850",NA,NA,NA,NA,NA,"COG1028","Fatty acid biosynthesis","NA"
"1176","SMLT_RS13855",NA,NA,NA,NA,NA,"COG2207","","NA"
"1177","SMLT_RS13860",NA,NA,NA,NA,NA,"COG2936","","NA"
"1178","SMLT_RS13875",NA,NA,NA,NA,NA,"COG0583","","NA"
"1179","SMLT_RS13880",NA,NA,NA,NA,NA,"COG1472","","NA"
"1180","SMLT_RS13890",NA,NA,NA,NA,NA,"COG2207","","NA"
"1181","SMLT_RS13900",NA,NA,NA,NA,NA,"COG0583","","NA"
"1182","SMLT_RS13905",NA,NA,NA,NA,NA,"COG2761","","NA"
"1183","SMLT_RS13925",NA,NA,NA,NA,NA,"COG0587","","NA"
"1184","SMLT_RS13935",NA,NA,NA,NA,NA,"COG1167","Lysine biosynthesis","NA"
"1185","SMLT_RS13940",NA,NA,NA,NA,NA,"COG0325","","NA"
"1186","SMLT_RS13945",NA,NA,NA,NA,NA,"COG0518","Purine biosynthesis","NA"
"1187","SMLT_RS13980",NA,NA,NA,NA,NA,"COG0810","","NA"
"1188","SMLT_RS13990",NA,NA,NA,NA,NA,"COG3965","","NA"
"1189","SMLT_RS13995",NA,NA,NA,NA,NA,"COG1982","","NA"
"1190","SMLT_RS14000",NA,NA,NA,NA,NA,"COG0531","","NA"
"1191","SMLT_RS14015",NA,NA,NA,NA,NA,"COG0526","","NA"
"1192","SMLT_RS14025",NA,NA,NA,NA,NA,"COG0789","","NA"
"1193","SMLT_RS14065",NA,NA,NA,NA,NA,"COG2135","","NA"
"1194","SMLT_RS14080",NA,NA,NA,NA,NA,"COG2199","","NA"
"1195","SMLT_RS14085",NA,NA,NA,NA,NA,"COG2202","","NA"
"1196","SMLT_RS14100",NA,NA,NA,NA,NA,"COG1359","","NA"
"1197","SMLT_RS14105",NA,NA,NA,NA,NA,"COG2199","","NA"
"1198","SMLT_RS14105",NA,NA,NA,NA,NA,"COG2202","","NA, NA"
"1199","SMLT_RS14110",NA,NA,NA,NA,NA,"COG2183","","NA"
"1200","SMLT_RS14125",NA,NA,NA,NA,NA,"COG1983","","NA"
"1201","SMLT_RS14145",NA,NA,NA,NA,NA,"COG1183","","NA"
"1202","SMLT_RS14150",NA,NA,NA,NA,NA,"COG2226","Biotin biosynthesis","NA"
"1203","SMLT_RS14155",NA,NA,NA,NA,NA,"COG0534","","NA"
"1204","SMLT_RS14165",NA,NA,NA,NA,NA,"COG1051","","NA"
"1205","SMLT_RS14175",NA,NA,NA,NA,NA,"COG1806","","NA"
"1206","SMLT_RS14180",NA,NA,NA,NA,NA,"COG0574","Gluconeogenesis","NA"
"1207","SMLT_RS14185",NA,NA,NA,NA,NA,"COG0668","","NA"
"1208","SMLT_RS14200",NA,NA,NA,NA,NA,"COG1949","","NA"
"1209","SMLT_RS14205",NA,NA,NA,NA,NA,"COG0590","Pyrimidine salvagetRNA modification","NA"
"1210","SMLT_RS14215",NA,NA,NA,NA,NA,"COG2249","","NA"
"1211","SMLT_RS14220",NA,NA,NA,NA,NA,"COG0456","","NA"
"1212","SMLT_RS14305",NA,NA,NA,NA,NA,"COG0630","","NA"
"1213","SMLT_RS14310",NA,NA,NA,NA,NA,"COG2948","","NA"
"1214","SMLT_RS14315",NA,NA,NA,NA,NA,"COG3504","","NA"
"1215","SMLT_RS14330",NA,NA,NA,NA,NA,"COG3505","","NA"
"1216","SMLT_RS14340",NA,NA,NA,NA,NA,"COG0317","","NA"
"1217","SMLT_RS14345",NA,NA,NA,NA,NA,"COG2814","","NA"
"1218","SMLT_RS14350",NA,NA,NA,NA,NA,"COG0789","","NA"
"1219","SMLT_RS14385",NA,NA,NA,NA,NA,"COG0642","","NA"
"1220","SMLT_RS14385",NA,NA,NA,NA,NA,"COG0784","","NA"
"1221","SMLT_RS14390",NA,NA,NA,NA,NA,"COG0654","Ubiquinone biosynthesis","NA"
"1222","SMLT_RS14420",NA,NA,NA,NA,NA,"COG0604","","NA"
"1223","SMLT_RS14430",NA,NA,NA,NA,NA,"COG0666","","NA"
"1224","SMLT_RS14495",NA,NA,NA,NA,NA,"COG2801","","NA"
"1225","SMLT_RS14495",NA,NA,NA,NA,NA,"COG2963","","NA"
"1226","SMLT_RS14525",NA,NA,NA,NA,NA,"COG0507","","NA"
"1227","SMLT_RS14535",NA,NA,NA,NA,NA,"COG3505","","NA"
"1228","SMLT_RS14540",NA,NA,NA,NA,NA,"COG0666","","NA"
"1229","SMLT_RS14605",NA,NA,NA,NA,NA,"COG1192","","NA"
"1230","SMLT_RS14715",NA,NA,NA,NA,NA,"COG0583","","NA"
"1231","SMLT_RS14720",NA,NA,NA,NA,NA,"COG1182","","NA"
"1232","SMLT_RS14735",NA,NA,NA,NA,NA,"COG0810","","NA"
"1233","SMLT_RS14740",NA,NA,NA,NA,NA,"COG0810","","NA"
"1234","SMLT_RS14750",NA,NA,NA,NA,NA,"COG0077","Aromatic amino acid biosynthesis","NA"
"1235","SMLT_RS14755",NA,NA,NA,NA,NA,"COG1932","Serine biosynthesis","NA"
"1236","SMLT_RS14770",NA,NA,NA,NA,NA,"COG3937","","NA"
"1237","SMLT_RS14785",NA,NA,NA,NA,NA,"COG2188","","NA"
"1238","SMLT_RS14795",NA,NA,NA,NA,NA,"COG1228","","NA"
"1239","SMLT_RS14865",NA,NA,NA,NA,NA,"COG0824","Menaquinone biosynthesis","NA"
"1240","SMLT_RS14870",NA,NA,NA,NA,NA,"COG2755","","NA"
"1241","SMLT_RS14875",NA,NA,NA,NA,NA,"COG5504","","NA"
"1242","SMLT_RS14890",NA,NA,NA,NA,NA,"COG1506","","NA"
"1243","SMLT_RS14920",NA,NA,NA,NA,NA,"COG0583","","NA"
"1244","SMLT_RS14925",NA,NA,NA,NA,NA,"COG0604","","NA"
"1245","SMLT_RS14950",NA,NA,NA,NA,NA,"COG2269","","NA"
"1246","SMLT_RS14955",NA,NA,NA,NA,NA,"COG1247","","NA"
"1247","SMLT_RS14960",NA,NA,NA,NA,NA,"COG0272","","NA, NA"
"1248","SMLT_RS14965",NA,NA,NA,NA,NA,"COG0079","Cobalamine/B12 biosynthesis","NA"
"1249","SMLT_RS14975",NA,NA,NA,NA,NA,"COG1196","","NA"
"1250","SMLT_RS15010",NA,NA,NA,NA,NA,"COG0316","","NA"
"1251","SMLT_RS15015",NA,NA,NA,NA,NA,"COG0017","Aminoacyl-tRNA synthetases","NA"
"1252","SMLT_RS15030",NA,NA,NA,NA,NA,"COG2808","","NA"
"1253","SMLT_RS15045",NA,NA,NA,NA,NA,"COG3844","","NA"
"1254","SMLT_RS15050",NA,NA,NA,NA,NA,"COG0654","Ubiquinone biosynthesis","NA"
"1255","SMLT_RS15060",NA,NA,NA,NA,NA,"COG5587","","NA"
"1256","SMLT_RS15075",NA,NA,NA,NA,NA,"COG0061","","NA"
"1257","SMLT_RS15110",NA,NA,NA,NA,NA,"COG1960","Fatty acid biosynthesis","NA"
"1258","SMLT_RS15115",NA,NA,NA,NA,NA,"COG0640","","NA"
"1259","SMLT_RS15115",NA,NA,NA,NA,NA,"COG2226","Biotin biosynthesis","NA"
"1260","SMLT_RS15120",NA,NA,NA,NA,NA,"COG0646","Methionine biosynthesis","NA"
"1261","SMLT_RS15125",NA,NA,NA,NA,NA,"COG1410","Methionine biosynthesis","NA"
"1262","SMLT_RS15145",NA,NA,NA,NA,NA,"COG1004","","NA"
"1263","SMLT_RS15150",NA,NA,NA,NA,NA,"COG0545","","NA"
"1264","SMLT_RS15170",NA,NA,NA,NA,NA,"COG1131","","NA"
"1265","SMLT_RS15200",NA,NA,NA,NA,NA,"COG0015","Purine biosynthesis","NA"
"1266","SMLT_RS15205",NA,NA,NA,NA,NA,"COG2850","","NA"
"1267","SMLT_RS15210",NA,NA,NA,NA,NA,"COG2153","","NA"
"1268","SMLT_RS15215",NA,NA,NA,NA,NA,"COG0567","TCA cycle","NA"
"1269","SMLT_RS15220",NA,NA,NA,NA,NA,"COG0508","Pyruvate oxidation","NA"
"1270","SMLT_RS15225",NA,NA,NA,NA,NA,"COG1249","Glycine cleavagePyruvate oxidation","NA"
"1271","SMLT_RS15240",NA,NA,NA,NA,NA,"COG3540","","NA"
"1272","SMLT_RS15250",NA,NA,NA,NA,NA,"COG0305","","NA"
"1273","SMLT_RS15255",NA,NA,NA,NA,NA,"COG0431","","NA"
"1274","SMLT_RS15265",NA,NA,NA,NA,NA,"COG0022","Pyruvate oxidation","NA"
"1275","SMLT_RS15270",NA,NA,NA,NA,NA,"COG0625","","NA"
"1276","SMLT_RS15290",NA,NA,NA,NA,NA,"COG0084","","NA"
"1277","SMLT_RS15295",NA,NA,NA,NA,NA,"COG1179","tRNA modification","NA"
"1278","SMLT_RS15300",NA,NA,NA,NA,NA,"COG3909","","NA"
"1279","SMLT_RS15310",NA,NA,NA,NA,NA,"COG1278","","NA"
"1280","SMLT_RS15315",NA,NA,NA,NA,NA,"COG2839","","NA"
"1281","SMLT_RS15320",NA,NA,NA,NA,NA,"COG2829","","NA"
"1282","SMLT_RS15325",NA,NA,NA,NA,NA,"COG1393","","NA"
"1283","SMLT_RS15330",NA,NA,NA,NA,NA,"COG0625","","NA"
"1284","SMLT_RS15340",NA,NA,NA,NA,NA,"COG1838","TCA cycle","NA"
"1285","SMLT_RS15340",NA,NA,NA,NA,NA,"COG1951","TCA cycle","NA"
"1286","SMLT_RS15350",NA,NA,NA,NA,NA,"COG2128","","NA"
"1287","SMLT_RS15355",NA,NA,NA,NA,NA,"COG1132","","NA"
"1288","SMLT_RS15360",NA,NA,NA,NA,NA,"COG1018","","NA"
"1289","SMLT_RS15380",NA,NA,NA,NA,NA,"COG2230","","NA"
"1290","SMLT_RS15400",NA,NA,NA,NA,NA,"COG0705","","NA"
"1291","SMLT_RS15415",NA,NA,NA,NA,NA,"COG0605","","NA"
"1292","SMLT_RS15435",NA,NA,NA,NA,NA,"COG0316","","NA"
"1293","SMLT_RS15435",NA,NA,NA,NA,NA,"COG0694","","NA"
"1294","SMLT_RS15440",NA,NA,NA,NA,NA,"COG2154","","NA"
"1295","SMLT_RS15445",NA,NA,NA,NA,NA,"COG0810","","NA"
"1296","SMLT_RS15455",NA,NA,NA,NA,NA,"COG0564","23S rRNA modification","NA"
"1297","SMLT_RS15465",NA,NA,NA,NA,NA,"COG3568","","NA"
"1298","SMLT_RS15480",NA,NA,NA,NA,NA,"COG1175","","NA"
"1299","SMLT_RS15490",NA,NA,NA,NA,NA,"COG5368","","NA"
"1300","SMLT_RS15505",NA,NA,NA,NA,NA,"COG0271","","NA"
"1301","SMLT_RS15515",NA,NA,NA,NA,NA,"COG1354","","NA"
"1302","SMLT_RS15520",NA,NA,NA,NA,NA,"COG1386","","NA"
"1303","SMLT_RS15525",NA,NA,NA,NA,NA,"COG1187","16S rRNA modification","NA"
"1304","SMLT_RS15530",NA,NA,NA,NA,NA,"COG2169","","NA"
"1305","SMLT_RS15535",NA,NA,NA,NA,NA,"COG2814","","NA"
