"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","COG_ID","COG_Category","KEGG_Pathway"
"1437","BT_1286",NA,NA,"Q8A888","integral component of membrane [GO:0016021]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay sensor kinase activity [GO:0000155]; sequence-specific DNA binding [GO:0043565]","COG0642","COG2207","","NA"
"1438","BT_1287",NA,NA,"Q8A887",NA,"ENOG50333X4",NA,NA,NA
"1439","BT_1288","","(GenBank) spermidine/putrescine ABC transporter","Q8A886","integral component of membrane [GO:0016021]; periplasmic space [GO:0042597]; polyamine binding [GO:0019808]; polyamine transport [GO:0015846]","COG0687","COG0687","","ABC transporters"
"1440","BT_1289","","(GenBank) putrescine transport system permease protein potI","Q8A885","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]","COG1177","COG1177","","ABC transporters"
"1441","BT_1290","","(GenBank) putrescine transport system permease protein potH","Q8A884","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]","COG1176","COG1176","","ABC transporters"
"1442","BT_1291","","(GenBank) spermidine/putrescine transport ATP-binding protein","Q8A883","ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type putrescine transporter activity [GO:0015594]; ATP binding [GO:0005524]","COG3842","COG3842","","ABC transporters"
"1443","BT_1292",NA,NA,"Q8A882","antioxidant activity [GO:0016209]; oxidoreductase activity [GO:0016491]","COG1225","COG1225","","NA"
"1444","BT_1293","","(GenBank) alpha-glucan phosphorylase","Q8A881","glycogen phosphorylase activity [GO:0008184]; pyridoxal phosphate binding [GO:0030170]; carbohydrate metabolic process [GO:0005975]","COG0058","COG0058","","Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
"1445","BT_1294",NA,NA,"Q8A880","cytoplasm [GO:0005737]; glycogen (starch) synthase activity [GO:0004373]; glycogen biosynthetic process [GO:0005978]","COG0297","COG0438","","NA"
"1446","BT_1295","","(GenBank) V-type sodium ATP synthase subunit K","Q8A879","integral component of membrane [GO:0016021]; proton-transporting two-sector ATPase complex, proton-transporting domain [GO:0033177]; proton transmembrane transporter activity [GO:0015078]","COG0636",NA,NA,"Metabolic pathways, Oxidative phosphorylation"
"1447","BT_1296","","(GenBank) V-type ATP synthase subunit I","Q8A878","integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; ATPase binding [GO:0051117]; proton transmembrane transporter activity [GO:0015078]; vacuolar acidification [GO:0007035]","COG1269","COG1269","A/V-type ATP synthase","Oxidative phosphorylation, Metabolic pathways"
"1448","BT_1297","","(GenBank) V-type ATP synthase subunit D","Q8A877","proton-transporting V-type ATPase complex [GO:0033176]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]","COG1394","COG1394","A/V-type ATP synthase","Metabolic pathways, Oxidative phosphorylation"
"1449","BT_1298","","(GenBank) V-type ATP synthase subunit B","Q8A876","ATP binding [GO:0005524]; ATP metabolic process [GO:0046034]; proton transmembrane transport [GO:1902600]","COG1156","COG1156","A/V-type ATP synthase","Oxidative phosphorylation, Metabolic pathways"
"1450","BT_1299","","(GenBank) V-type ATP synthase subunit A","Q8A875","ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; plasma membrane ATP synthesis coupled proton transport [GO:0042777]; proton transmembrane transport [GO:1902600]","COG1155","COG1155","A/V-type ATP synthase","Oxidative phosphorylation, Metabolic pathways"
"1451","BT_1300",NA,NA,"Q8A874",NA,"COG1527",NA,NA,NA
"1452","BT_1301","","(GenBank) ATP synthase subunit E","Q8A873",NA,"COG1390","COG1390","A/V-type ATP synthase","Metabolic pathways, Oxidative phosphorylation"
"1453","BT_1302",NA,NA,"Q8A872",NA,"ENOG5032PMP",NA,NA,NA
"1454","BT_1303",NA,NA,"Q8A871","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"1455","BT_1304",NA,NA,"Q8A870","DNA-binding transcription factor activity [GO:0003700]","COG1725",NA,NA,NA
"1456","BT_1305",NA,NA,"Q8A869","integral component of membrane [GO:0016021]","ENOG50339JU",NA,NA,NA
"1457","BT_1306",NA,NA,"Q8A868","ATP binding [GO:0005524]","COG1131",NA,NA,NA
"1458","BT_1307",NA,NA,"Q8A867",NA,NA,NA,NA,NA
"1459","BT_1308",NA,NA,"Q8A866",NA,"ENOG502ZE9X",NA,NA,NA
"1460","BT_1309",NA,NA,"Q8A865",NA,"ENOG5033UYK",NA,NA,NA
"1461","BT_1310",NA,NA,"Q8A864",NA,"ENOG502ZB98",NA,NA,NA
"1462","BT_1311","","(GenBank) RNA polymerase sigma factor rpoD (Sigma-A)","Q8A863","DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]","COG0568","COG0568","RNA polymerase","Flagellar assembly"
"1463","BT_1312",NA,NA,"Q8A862","aminopeptidase activity [GO:0004177]; serine-type endopeptidase activity [GO:0004252]","COG0265","COG0265","","NA"
"1464","BT_1313",NA,NA,"Q8A861","L-Ala-D/L-Glu epimerase activity [GO:0103031]; magnesium ion binding [GO:0000287]; racemase and epimerase activity [GO:0016854]; cell wall organization [GO:0071555]; peptide metabolic process [GO:0006518]","COG4948",NA,NA,NA
"1465","BT_1314",NA,NA,"Q8A860",NA,"COG0791","COG0791","","NA"
"1466","BT_1314",NA,NA,"Q8A860",NA,"COG3807","COG0791","","NA"
"1467","BT_1315",NA,NA,"Q8A859","integral component of membrane [GO:0016021]","COG1295","COG1295","","NA"
"1468","BT_1316",NA,NA,"Q8A858","oxidoreductase activity [GO:0016491]","COG0778","COG0778","Pyrimidine degradation","NA"
"1469","BT_1317","","(GenBank) riboflavin synthase alpha chain","Q8A857","riboflavin synthase activity [GO:0004746]; riboflavin biosynthetic process [GO:0009231]","COG0307","COG0307","Riboflavin/FAD biosynthesis","Riboflavin metabolism, Biosynthesis of secondary metabolites, Metabolic pathways, Biosynthesis of cofactors"
"1470","BT_1318",NA,NA,"Q8A856","integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]","COG2972",NA,NA,NA
"1471","BT_1319",NA,NA,"Q8A855","cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of transcription, DNA-templated [GO:0006355]","COG3279",NA,NA,NA
"1472","BT_1320",NA,NA,"Q8A854","cytoplasm [GO:0005737]; cellular phosphate ion homeostasis [GO:0030643]; negative regulation of phosphate metabolic process [GO:0045936]; phosphate ion transport [GO:0006817]","COG0704","COG0704","","NA"
"1473","BT_1321","","(GenBank) putative phosphate transport ATP-binding protein","Q8A853","plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase-coupled phosphate ion transmembrane transporter activity [GO:0015415]; inorganic phosphate transmembrane transporter activity [GO:0005315]","COG1117","COG1117","","ABC transporters"
"1474","BT_1322","","(GenBank) putative ABC transporter permease protein","Q8A852","integral component of plasma membrane [GO:0005887]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]","COG0581","COG0581","","ABC transporters"
"1475","BT_1323","","(GenBank) putative ABC transporter permease protein","Q8A851","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transport [GO:0006817]","COG0573","COG0573","","ABC transporters"
"1476","BT_1323","","(GenBank) putative ABC transporter permease protein","Q8A851","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transport [GO:0006817]","COG0226","COG0573","","ABC transporters"
"1477","BT_1324","","(GenBank) phosphate ABC transporter, phosphate-binding protein","Q8A850","phosphate ion binding [GO:0042301]; phosphate ion transport [GO:0006817]","COG0226",NA,NA,"ABC transporters, Two-component system"
"1478","BT_1325","","(GenBank) glutaminyl-tRNA synthetase","Q8A849","cytosol [GO:0005829]; ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; glutaminyl-tRNA aminoacylation [GO:0006425]","COG0008","COG0008","Heme biosynthesis","Aminoacyl-tRNA biosynthesis, Metabolic pathways"
"1479","BT_1326",NA,NA,"Q8A848",NA,"COG0457",NA,NA,NA
"1480","BT_1327",NA,NA,"Q8A847","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","COG0586","COG0586","","NA"
"1481","BT_1328",NA,NA,"Q8A846",NA,"COG3137",NA,NA,NA
"1482","BT_1329",NA,NA,"Q8A845","thioredoxin peroxidase activity [GO:0008379]","COG2077","COG2077","","NA"
"1483","BT_1330",NA,NA,"Q8A844","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","COG3247",NA,NA,NA
"1484","BT_1331",NA,NA,"Q8A843",NA,"ENOG502ZVB7",NA,NA,NA
"1485","BT_1332",NA,NA,"Q8A842","pyridoxal phosphate binding [GO:0030170]","COG0325","COG0325","","NA"
"1486","BT_1333","","(GenBank) putative dihydropyrimidine dehydrogenase [NADP+] precursor","Q8A841","cytoplasm [GO:0005737]; dihydroorotate dehydrogenase activity [GO:0004152]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]","COG0167",NA,NA,"Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors"
"1487","BT_1334",NA,NA,"Q8A840","cytosol [GO:0005829]; ATP binding [GO:0005524]","COG1875",NA,NA,NA
"1488","BT_1335","","(GenBank) folylpolyglutamate synthase","Q8A839","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dihydrofolate synthase activity [GO:0008841]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]; folic acid-containing compound biosynthetic process [GO:0009396]","COG0285",NA,NA,"Biosynthesis of cofactors, Folate biosynthesis, Metabolic pathways"
"1489","BT_1336",NA,NA,"Q8A838","cytosol [GO:0005829]; deaminase activity [GO:0019239]; organonitrogen compound catabolic process [GO:1901565]","COG0251",NA,NA,NA
"1490","BT_1337",NA,NA,"Q8A837","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; aminopeptidase activity [GO:0004177]","COG3152",NA,NA,NA
"1491","BT_1338","","(GenBank) dTDP-4-dehydrorhamnose 3,5-epimerase","Q8A836","cytosol [GO:0005829]; dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]; racemase and epimerase activity [GO:0016854]; cellular polysaccharide biosynthetic process [GO:0033692]; dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]","COG1898",NA,NA,"Streptomycin biosynthesis, Polyketide sugar unit biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of nucleotide sugars"
"1492","BT_1339",NA,NA,"Q8A835","integral component of plasma membrane [GO:0005887]; glycosyltransferase activity [GO:0016757]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; cell wall macromolecule biosynthetic process [GO:0044038]; cell wall organization [GO:0071555]; lipopolysaccharide biosynthetic process [GO:0009103]","COG0472","COG0472","Mureine biosynthesis","NA"
"1493","BT_1340",NA,NA,"Q8A834","transferase activity [GO:0016740]","COG1216",NA,NA,NA
"1494","BT_1341","","(GenBank) UDP-glucose 6-dehydrogenase","Q8A833","NAD binding [GO:0051287]; UDP-glucose 6-dehydrogenase activity [GO:0003979]; polysaccharide biosynthetic process [GO:0000271]; UDP-glucuronate biosynthetic process [GO:0006065]","COG1004","COG1004","","Metabolic pathways, O-Antigen nucleotide sugar biosynthesis, Biosynthesis of cofactors, Pentose and glucuronate interconversions, Amino sugar and nucleotide sugar metabolism, Biosynthesis of nucleotide sugars, Ascorbate and aldarate metabolism"
"1495","BT_1342","","(GenBank) putative UDP-glucuronic acid epimerase","Q8A832",NA,"COG0451","COG0451","","Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of nucleotide sugars, Ascorbate and aldarate metabolism, Biosynthesis of cofactors"
"1496","BT_1343",NA,NA,"Q8A831","integral component of membrane [GO:0016021]","ENOG5032NEX",NA,NA,NA
"1497","BT_1344",NA,NA,"Q8A830","glycosyltransferase activity [GO:0016757]","COG0438","COG0438","","NA"
"1498","BT_1345",NA,NA,"Q8A829","transferase activity [GO:0016740]","COG3307",NA,NA,NA
"1499","BT_1346",NA,NA,"Q8A828",NA,"COG2843","COG2843","","NA"
"1500","BT_1347",NA,NA,"Q8A827","transferase activity [GO:0016740]","COG1216",NA,NA,NA
"1501","BT_1348",NA,NA,"Q8A826","catalytic activity [GO:0003824]","COG0451","COG0451","","NA"
"1502","BT_1349","","(GenBank) dTDP-4-dehydrorhamnose epimerase-like protein","Q8A825",NA,"COG1898",NA,NA,"Polyketide sugar unit biosynthesis, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Streptomycin biosynthesis, Biosynthesis of nucleotide sugars"
"1503","BT_1350","","(GenBank) CDP-glucose 4,6-dehydratase","Q8A824",NA,"COG0451","COG0451","","Amino sugar and nucleotide sugar metabolism, Biosynthesis of nucleotide sugars, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways"
"1504","BT_1351","","(GenBank) glucose-1-phosphate cytidylyltransferase","Q8A823","glucose-1-phosphate cytidylyltransferase activity [GO:0047343]; biosynthetic process [GO:0009058]","COG1208",NA,NA,"Starch and sucrose metabolism, Biosynthesis of nucleotide sugars, Amino sugar and nucleotide sugar metabolism, O-Antigen nucleotide sugar biosynthesis, Metabolic pathways"
"1505","BT_1352",NA,NA,"Q8A822","glycosyltransferase activity [GO:0016757]","COG0438","COG0438","","NA"
"1506","BT_1353",NA,NA,"Q8A821","integral component of membrane [GO:0016021]; transferase activity [GO:0016740]","COG1215","COG0463","","NA"
"1507","BT_1354",NA,NA,"Q8A820","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","COG0534","COG2244","","NA"
"1508","BT_1355",NA,NA,"Q8A819","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein tyrosine kinase activity [GO:0004713]","COG3206",NA,NA,NA
"1509","BT_1356",NA,NA,"Q8A818","integral component of membrane [GO:0016021]; polysaccharide transmembrane transporter activity [GO:0015159]","COG1596",NA,NA,NA
"1510","BT_1357",NA,NA,"Q8A817",NA,"ENOG5030XJJ",NA,NA,NA
"1511","BT_1358",NA,NA,"Q8A816","regulation of transcription, DNA-templated [GO:0006355]; transcription antitermination [GO:0031564]","COG0250",NA,NA,NA
"1512","BT_1359",NA,NA,"Q8A815","aminopeptidase activity [GO:0004177]","COG0457","COG2976","","NA"
"1513","BT_1360",NA,NA,"Q8A814","cytosol [GO:0005829]; RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA methylation [GO:0001510]; RNA processing [GO:0006396]","COG0566",NA,NA,NA
"1514","BT_1361",NA,NA,"Q8A813","ATP binding [GO:0005524]; double-strand break repair via homologous recombination [GO:0000724]; response to radiation [GO:0009314]; SOS response [GO:0009432]","COG0497","COG0497","","NA"
"1515","BT_1362","","(GenBank) flavoprotein","Q8A812","phosphopantothenoylcysteine decarboxylase complex [GO:0071513]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]","COG0452","COG0452","Pantothenate/CoA biosynthesis","Biosynthesis of cofactors, Metabolic pathways, Pantothenate and CoA biosynthesis"
"1516","BT_1363","","(GenBank) DNA Pol III Epsilon Chain","Q8A811","cytosol [GO:0005829]; 3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]; DNA replication proofreading [GO:0045004]","COG0847",NA,NA,"DNA replication, Mismatch repair, Homologous recombination"
"1517","BT_1364","","(GenBank) DNA polymerase III, beta chain","Q8A810","cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA strand elongation involved in DNA replication [GO:0006271]","COG0592","COG0592","","Mismatch repair, Homologous recombination, DNA replication"
"1518","BT_1365",NA,NA,"Q8A809",NA,"COG0629",NA,NA,NA
"1519","BT_1366",NA,NA,"Q8A808","integral component of membrane [GO:0016021]","ENOG502ZD7B",NA,NA,NA
"1520","BT_1367","","(GenBank) hydrolase, metal-dependent","Q8A807","hydrolase activity [GO:0016787]","COG1235","COG1235","","Metabolic pathways, Phosphonate and phosphinate metabolism"
"1521","BT_1368","","(GenBank) UDP-N-acetylenolpyruvoylglucosamine reductase","Q8A806","cytosol [GO:0005829]; FAD binding [GO:0071949]; flavin adenine dinucleotide binding [GO:0050660]; UDP-N-acetylmuramate dehydrogenase activity [GO:0008762]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]","COG0812","COG0812","Mureine biosynthesis","Peptidoglycan biosynthesis, Metabolic pathways, Amino sugar and nucleotide sugar metabolism, Biosynthesis of nucleotide sugars"
"1522","BT_1369",NA,NA,"Q8A805",NA,"ENOG50324VM",NA,NA,NA
"1523","BT_1370",NA,NA,"Q8A804","L-threonine 3-dehydrogenase activity [GO:0008743]; threonine catabolic process [GO:0006567]","COG0451","COG0451","","NA"
"1524","BT_1371","","(GenBank) 2-amino-3-ketobutyrate coenzyme A ligase","Q8A803","cytosol [GO:0005829]; glycine C-acetyltransferase activity [GO:0008890]; ligase activity [GO:0016874]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-threonine catabolic process to glycine [GO:0019518]","COG0156",NA,NA,"Glycine, serine and threonine metabolism, Metabolic pathways"
"1525","BT_1372",NA,NA,"Q8A802","integral component of membrane [GO:0016021]","ENOG5032RP9",NA,NA,NA
"1526","BT_1373",NA,NA,"Q8A801","cytoplasm [GO:0005737]; cytosol [GO:0005829]; ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; ferroxidase activity [GO:0004322]; intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826]","COG1528",NA,NA,NA
"1527","BT_1374","","(GenBank) diaminopimelate decarboxylase","Q8A800","diaminopimelate decarboxylase activity [GO:0008836]; pyridoxal phosphate binding [GO:0030170]; lysine biosynthetic process via diaminopimelate [GO:0009089]","COG0019","COG0019","Lysine biosynthesis","Lysine biosynthesis, Biosynthesis of secondary metabolites, D-Amino acid metabolism, Metabolic pathways, Biosynthesis of amino acids, Microbial metabolism in diverse environments"
"1528","BT_1375","","(GenBank) aspartokinase","Q8A7Z9","cytosol [GO:0005829]; aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]; homoserine biosynthetic process [GO:0009090]; lysine biosynthetic process via diaminopimelate [GO:0009089]; threonine biosynthetic process [GO:0009088]","COG0527","COG0527","Lysine biosynthesis","Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Lysine biosynthesis, Biosynthesis of amino acids, Monobactam biosynthesis, Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Metabolic pathways, Microbial metabolism in diverse environments"
"1529","BT_1376","","(GenBank) putative ATP-binding protein involved in cell division","Q8A7Z8","plasma membrane [GO:0005886]; ATP binding [GO:0005524]; transmembrane transporter activity [GO:0022857]; cell division [GO:0051301]; transmembrane transport [GO:0055085]","COG2884","COG2884","","ABC transporters"
"1530","BT_1377","","(GenBank) phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphohydrolase","Q8A7Z7","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; histidine biosynthetic process [GO:0000105]","COG0139",NA,NA,"Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"1531","BT_1377","","(GenBank) phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphohydrolase","Q8A7Z7","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; histidine biosynthetic process [GO:0000105]","COG0140",NA,NA,"Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"1532","BT_1378","","(GenBank) imidazole glycerol phosphate synthase subunit hisF","Q8A7Z6","cytoplasm [GO:0005737]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; histidine biosynthetic process [GO:0000105]","COG0107",NA,NA,"Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"1533","BT_1379","","(GenBank) phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase","Q8A7Z5","cytoplasm [GO:0005737]; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity [GO:0003949]; histidine biosynthetic process [GO:0000105]; tryptophan biosynthetic process [GO:0000162]","COG0106",NA,NA,"Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"1534","BT_1380","","(GenBank) imidazole glycerol phosphate synthase subunit hisH","Q8A7Z4","cytoplasm [GO:0005737]; glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; glutamine metabolic process [GO:0006541]; histidine biosynthetic process [GO:0000105]","COG0118",NA,NA,"Histidine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
"1535","BT_1381","","(GenBank) formyltetrahydrofolate deformylase","Q8A7Z3","formyltetrahydrofolate deformylase activity [GO:0008864]; hydroxymethyl-, formyl- and related transferase activity [GO:0016742]; 'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730]","COG0788","COG0788","Purine biosynthesis","Glyoxylate and dicarboxylate metabolism, One carbon pool by folate, Metabolic pathways"
"1536","BT_1382",NA,NA,"Q8A7Z2","peptidase activity [GO:0008233]","COG0693","COG0693","","NA"
"1537","BT_1383",NA,NA,"Q8A7Z1","cytosol [GO:0005829]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]; D-threo-aldose 1-dehydrogenase activity [GO:0047834]","COG0656","COG0656","","NA"
"1538","BT_1384",NA,NA,"Q8A7Z0",NA,"COG3871","COG3871","","NA"
"1539","BT_1385",NA,NA,"Q8A7Y9","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG2207","COG2207","","NA"
"1540","BT_1386",NA,NA,"Q8A7Y8","cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]","COG0664","COG0664","","NA"
"1541","BT_1387",NA,NA,"Q8A7Y7","integral component of membrane [GO:0016021]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]","COG0534","COG0534","","NA"
"1542","BT_1388",NA,NA,"Q8A7Y6","integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]","COG2076","COG2076","","NA"
"1543","BT_1389",NA,NA,"Q8A7Y5","cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]","COG0664","COG0664","","NA"
"1544","BT_1390",NA,NA,"Q8A7Y4",NA,"ENOG5032YG3",NA,NA,NA
"1545","BT_1391",NA,NA,"Q8A7Y3","cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]","COG2885","COG2885","","NA"
"1546","BT_1392",NA,NA,"Q8A7Y2",NA,"COG1672",NA,NA,NA
"1547","BT_1393","","(GenBank) 4-carboxymuconolactone decarboxylase","Q8A7Y1","peroxiredoxin activity [GO:0051920]","COG0599","COG0599","","Benzoate degradation, Benzoate degradation, Microbial metabolism in diverse environments, Microbial metabolism in diverse environments, Metabolic pathways, Metabolic pathways"
"1548","BT_1393","","(GenBank) 4-carboxymuconolactone decarboxylase","Q8A7Y1","peroxiredoxin activity [GO:0051920]","COG1917","COG0599","","Benzoate degradation, Benzoate degradation, Microbial metabolism in diverse environments, Microbial metabolism in diverse environments, Metabolic pathways, Metabolic pathways"
"1549","BT_1393","","(GenBank) 4-carboxymuconolactone decarboxylase","Q8A7Y1","peroxiredoxin activity [GO:0051920]","COG0599","COG1917","","Benzoate degradation, Microbial metabolism in diverse environments, Metabolic pathways"
"1550","BT_1393","","(GenBank) 4-carboxymuconolactone decarboxylase","Q8A7Y1","peroxiredoxin activity [GO:0051920]","COG1917","COG1917","","Benzoate degradation, Microbial metabolism in diverse environments, Metabolic pathways"
"1551","BT_1394",NA,NA,"Q8A7Y0","catalytic activity [GO:0003824]; metal ion binding [GO:0046872]","COG1359","COG1359","","NA"
"1552","BT_1395",NA,NA,"Q8A7X9","electron transfer activity [GO:0009055]; FMN binding [GO:0010181]","COG0716",NA,NA,NA
"1553","BT_1395",NA,NA,"Q8A7X9","electron transfer activity [GO:0009055]; FMN binding [GO:0010181]","COG4925",NA,NA,NA
"1554","BT_1396",NA,NA,"Q8A7X8","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG2207","COG2207","","NA"
"1555","BT_1397",NA,NA,"Q8A7X7","integral component of membrane [GO:0016021]","COG0697","COG0697","","NA"
"1556","BT_1398","","(GenBank) putative aminotransferase B","Q8A7X6","pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]","COG1168","COG1168","","Biosynthesis of amino acids, Selenocompound metabolism, Metabolic pathways, Cysteine and methionine metabolism, Biosynthesis of secondary metabolites"
"1557","BT_1399",NA,NA,"Q8A7X5","raffinose alpha-galactosidase activity [GO:0052692]","COG5434",NA,NA,NA
"1558","BT_1400",NA,NA,"Q8A7X4","hydrolase activity [GO:0016787]","COG1073",NA,NA,NA
"1559","BT_1401",NA,NA,"Q8A7X3","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; carbohydrate transport [GO:0008643]","COG2814","COG2814","","NA"
"1560","BT_1402",NA,NA,"Q8A7X2","oxidoreductase activity [GO:0016491]","COG0655","COG0655","","NA"
"1561","BT_1403","","(GenBank) 1-deoxy-D-xylulose 5-phosphate synthase","Q8A7X1","cytosol [GO:0005829]; 1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; transketolase or transaldolase activity [GO:0016744]; 1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228]","COG1154","COG1154","Pyridoxal phosphate biosynthesis","Biosynthesis of secondary metabolites, Metabolic pathways, Terpenoid backbone biosynthesis, Thiamine metabolism"
"1562","BT_1404",NA,NA,"Q8A7X0","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","COG2207","COG2207","","NA"
"1563","BT_1405",NA,NA,"Q8A7W9","integral component of membrane [GO:0016021]","COG2364",NA,NA,NA
"1564","BT_1406",NA,NA,"Q8A7W8","DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of transcription, DNA-templated [GO:0006355]","COG1309",NA,NA,NA
