"","Uniprot_ID","GO_Terms","eggNOG"
"582","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"583","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"584","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"585","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"586","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"587","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"588","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"589","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"590","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"591","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"592","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"593","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"594","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"595","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"596","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"597","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"598","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"599","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"600","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"601","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"602","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"603","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"604","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"605","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"606","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"607","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"608","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"609","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
"610","Q5A1D3","cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cell cycle [GO:0007049]; cell division [GO:0051301]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall biogenesis [GO:0009272]; fungal-type cell wall organization [GO:0031505]; intracellular signal transduction [GO:0035556]; parasexual conjugation with cellular fusion [GO:1990277]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]","KOG0660"
